	Gene ID	Gene Name_grp_1v2	Test statistic (Real)_grp_1v2	Test statistic (Real)_grp_1v2_raw	Adj P-value (Real)_grp_1v2	Mean test statistic (simulated)_grp_1v2	Std deviation (simulated)_grp_1v2	Median adj p-value (simulated)_grp_1v2	Test statistic (Real)_grp_1v4	Test statistic (Real)_grp_1v4_raw	Adj P-value (Real)_grp_1v4	Mean test statistic (simulated)_grp_1v4	Std deviation (simulated)_grp_1v4	Median adj p-value (simulated)_grp_1v4	Z score_grp_1v2	Z score_grp_1v4	max Z score
23	PA3919		2.076	-2.076	0.0126358285234339	0.7172199999999992	0.2511417295738275	0.6329305320152969	0.896500000000003	-0.896500000000003	0.0309665152339325	0.1444599999999995	0.1818870368296405	0.9736080140279108	5.410411094586986	4.134654195858833	5.410411094586986
24	PA2113	opdO	2.067	2.067	0.00531208876236628	0.3147000000000001	0.2837972427632093	0.7408751489234421	0.00500000000000078	0.00500000000000078	0.999268946639259	0.3016599999999996	0.203070119252768	0.8898138072829251	6.1744785923169045	-1.4608747022536412	6.1744785923169045
25	PA0754		2.029	2.029	0.00531208876236628	0.1271600000000001	0.1601737155923733	0.949434730350187	0.623999999999999	-0.623999999999999	0.28821159075198105	0.14695999999999956	0.153766592600604	0.8934534717269151	11.873608556599882	3.102364381833389	11.873608556599882
26	PA3873	narJ	2.017	-2.017	0.00516862100643986	0.32119999999999976	0.213401519051138	0.8297638358181291	1.7795	-1.7795	0.000565738009069425	0.19008000000000005	0.2044661076234068	0.929139260614198	7.946522628049481	7.773513265716645	7.946522628049481
27	PA1657	hsiB2	2.015	-2.015	0.00857644317639251	0.7747600000000001	0.3742881332164654	0.6329305320152969	0.522	-0.522	0.25846553989225896	0.3004000000000004	0.21196864941149526	0.9164044680666592	3.313596905522839	1.045437618323486	3.313596905522839
28	PA2193	hcnA	2.012	-2.012	0.0357876539747202	0.8688600000000001	0.4235334628652932	0.6329305320152969	0.535499999999999	-0.535499999999999	0.255634652570672	0.24471999999999985	0.1999805240517188	0.9131597107827628	2.6990547388308275	1.4540415941944318	2.6990547388308275
29	PA4132		2.012	-2.012	0.0615371032461054	0.6143399999999998	0.3197961499142852	0.6740393429707049	0.9375	-0.9375	0.0609225654287433	0.2541600000000003	0.18120946213337452	0.929139260614198	4.370471628175055	3.7709951343326926	4.370471628175055
30	PA0519	nirS	2.004	-2.004	0.00625019228917303	1.0104799999999998	0.5356292148803439	0.6740393429707049	0.806499999999996	-0.806499999999996	0.0267469574908189	0.3911000000000001	0.2201222671607758	0.8934534717269151	1.8548652172043043	1.8871330254680256	1.8871330254680256
31	PA3877	narK1	1.993	-1.993	0.007599669686430459	0.4571999999999996	0.24999291656631645	0.700186944601479	0.5900000000000021	-0.5900000000000021	0.24308486041833496	0.20443999999999984	0.14355873652736467	0.929139260614198	6.143374064731125	2.6857299620111106	6.143374064731125
32	PA1123		1.9885	-1.9885	0.0144918692956724	0.6765400000000003	0.3033729113374056	0.6329305320152969	2.139	-2.139	0.000984001406613256	0.1907999999999999	0.1356792326285298	0.9164044680666592	4.324578599375547	14.358866587445196	14.358866587445196
33	PA3872	narI	1.981	-1.981	0.00531208876236628	0.3617400000000005	0.2382284932580482	0.7993079743008241	1.734	-1.734	0.000488063762378521	0.1902600000000007	0.17878764871582606	0.929139260614198	6.797087862391098	8.634489077339431	8.634489077339431
34	PA3967		1.971	1.971	0.00948374212558262	0.4972799999999999	0.28976096758075154	0.6740393429707049	0.653500000000001	0.653500000000001	0.317558063859443	0.12056000000000006	0.1034738614336974	0.929139260614198	5.085985225354063	5.150479479704073	5.150479479704073
35	PA3915	moaB1	1.967	-1.967	0.00516862100643986	0.26043999999999995	0.18396231045153466	0.7661941288025691	1.5235	-1.5235	0.0012409333871676196	0.1600200000000001	0.1254244859135032	0.942003875103156	9.276682793400758	10.870923568626782	10.870923568626782
36	PA0511	nirJ	1.961	-1.961	0.00625019228917303	0.5070400000000003	0.2973975986228984	0.698655367590459	1.4565	-1.4565	0.00111234191402757	0.2279000000000001	0.15912337980322094	0.916975809908562	4.888943309335957	7.721052692064115	7.721052692064115
37	PA2112		1.9585	1.9585	0.00857644317639251	0.3316200000000001	0.2534804923460586	0.7377250842643559	0.0430000000000001	-0.0430000000000001	0.986542948265446	0.38976	0.237124489105055	0.8934534717269151	6.4181664827245895	-1.4623542313521751	6.4181664827245895
38	PA0516	nirF	1.932	-1.932	0.0037249294527257203	0.5569800000000004	0.3090329162618981	0.698655367590459	1.0515	-1.0515	0.00580787225130534	0.2726400000000003	0.1864721002366488	0.8934534717269151	4.449428936672566	4.1768178671852825	4.449428936672566
39	PA0493		1.9315	-1.9315	0.0119292227363539	0.3021399999999998	0.17838468030261578	0.758487496977818	0.8865	-0.8865	0.0116973816270574	0.10840000000000008	0.08902597935434309	0.9164044680666592	9.133968215409066	8.740145355806645	9.133968215409066
40	PA0514	nirL	1.8845	-1.8845	0.00516862100643986	0.5117200000000003	0.2876315669973195	0.6993264328257951	1.0735	-1.0735	0.00554564089601353	0.2389999999999999	0.1575204351822326	0.903419209949188	4.772702851536434	5.297725333443764	5.297725333443764
41	PA1001	phnA	1.883	-1.883	0.00948374212558262	0.5209200000000004	0.35278574942874313	0.6740393429707049	1.3025	-1.3025	0.00435731067234883	0.23821999999999985	0.13833203413044534	0.9164044680666592	3.860926928612	7.693662619002607	7.693662619002607
42	PA5446		1.8745	1.8745	0.00516862100643986	0.4873399999999994	0.3051566783364464	0.684231939944692	0.0775000000000041	0.0775000000000041	0.94804729521508	0.2530399999999994	0.2066747605941921	0.929139260614198	4.545730434483908	-0.8493538325401513	4.545730434483908
43	PA3365		1.847	1.847	0.007599669686430459	0.31008	0.19516956729982274	0.6923350413240179	0.185	-0.185	0.878258351861379	0.11104	0.06919446027922628	0.929139260614198	7.874793295201386	1.0688716943747079	7.874793295201386
44	PA0495		1.8125	-1.8125	0.00625019228917303	0.2606	0.15251263608851173	0.795288389141922	0.760499999999999	-0.760499999999999	0.0310435183892473	0.09216000000000013	0.07183121419921394	0.943656914965429	10.17555030062784	9.304311606740352	10.17555030062784
45	PA2381		1.807	-1.807	0.0470883768808435	1.19666	0.3887612731484453	0.6329305320152969	0.991	-0.991	0.0816090303900522	0.2371199999999996	0.2556933906067967	0.9255830781355828	1.569960904431308	2.948374997925977	2.948374997925977
46	PA3188		1.7965	-1.7965	0.00857644317639251	0.2316800000000001	0.25774029564660617	0.92347201037686	1.4725	-1.4725	0.00554564089601353	0.2513000000000001	0.3057649219580298	0.909767108747887	6.071305210829593	3.9939179163515215	6.071305210829593
47	PA4770	lldP	1.796	1.796	0.0400271899475196	0.5747200000000001	0.3443493586945288	0.7317199322300211	0.258999999999999	0.258999999999999	0.8782454906354108	0.2010400000000006	0.13557216098201486	0.8898138072829251	3.5466306794646694	0.4275213995274991	3.5466306794646694
48	PA1337	ansB	1.7775	-1.7775	0.00625019228917303	0.3630200000000003	0.2354336636931944	0.6740393429707049	1.5590000000000002	-1.5590000000000002	0.0012409333871676196	0.21171999999999996	0.16413390620669058	0.9164044680666592	6.00797684499053	8.208419766135322	8.208419766135322
49	PA1183	dctA	1.7615	-1.7615	0.0102572433220053	0.2568399999999998	0.2070521633147874	0.80272018074653	1.1355	-1.1355	0.00820766239755088	0.25364000000000003	0.20727616039155752	0.8934534717269151	7.267057614425513	4.2545172504841435	7.267057614425513
50	PA4130		1.7425	-1.7425	0.179791760810837	0.7251600000000002	0.3219998938923221	0.6587821131526179	0.0349999999999984	0.0349999999999984	0.972643612920928	0.13803999999999986	0.10379706964392894	0.94374678276129	3.1594420349101164	-0.9927062522427214	3.1594420349101164
51	PA2111		1.7380000000000002	1.7380000000000002	0.19012593696010105	0.2719600000000002	0.18269760534829124	0.779328060430115	0.11149999999999903	0.11149999999999903	0.9657951408086668	0.39752	0.225273282185586	0.8934534717269151	8.024407310676947	-1.2696578894090529	8.024407310676947
52	PA2664	fhp	1.7245	-1.7245	0.00857644317639251	0.18379999999999935	0.14497873407273662	0.959619562577452	1.005	1.005	0.0397593073251654	0.19636000000000034	0.143657834221922	0.9164044680666592	10.62707582497598	5.628930746309428	10.62707582497598
53	PA0753		1.72	1.72	0.00857644317639251	0.09189999999999973	0.07924277043785602	0.918150823090856	0.5185	-0.5185	0.203456185085483	0.10022000000000013	0.10288404476237653	0.942003875103156	20.545722859056184	4.065547782127632	20.545722859056184
54	PA0996	pqsA	1.6875	-1.6875	0.0216864531224871	0.5243399999999998	0.4174613934245899	0.6763227685590529	1.5945	-1.5945	0.00219740139953367	0.2461399999999997	0.14717135137881546	0.9164044680666592	2.786269624738636	9.161837459312002	9.161837459312002
55	PA2114		1.6815	1.6815	0.0783580189667288	0.43638000000000027	0.3093510775262737	0.6587821131526179	0.0160000000000009	-0.0160000000000009	0.99589442628116	0.39554	0.250763414396917	0.8898138072829251	4.024941532308869	-1.5135381726747827	4.024941532308869
56	PA0494		1.6769999999999998	-1.6769999999999998	0.00857644317639251	0.2267599999999997	0.13141133893237647	0.74508957758422	1.0515	-1.0515	0.00533115642786371	0.1364399999999999	0.09420537405052913	0.897084874009214	11.035881772320161	9.713458592173176	11.035881772320161
57	PA3366	amiE	1.6705	1.6705	0.112383008828316	0.3563999999999998	0.1879252400113761	0.639838744231524	0.468500000000001	-0.468500000000001	0.672753588167472	0.12458000000000018	0.07702335684712808	0.929139260614198	6.992674320492824	4.465139070510719	6.992674320492824
58	PA0887	acsA	1.66	-1.66	0.00857644317639251	0.35861999999999994	0.2919535236985501	0.7981372520672131	1.6175	-1.6175	0.0005292062358225719	0.15055999999999992	0.14079937854976485	0.942003875103156	4.4574903002154205	10.418653939452703	10.418653939452703
59	PA1228		1.659	1.659	0.0357876539747202	0.81316	0.42884434627651696	0.64709792201503	0.117999999999999	-0.117999999999999	0.947461276502622	0.21409999999999968	0.16383865284683785	0.8898138072829251	1.9723706453031005	-0.5865526744158372	1.9723706453031005
60	PA2109		1.6475	1.6475	0.0200637627611015	0.1779199999999999	0.14281439586633607	0.8807763801222959	0.237499999999999	0.237499999999999	0.833126846247981	0.18769999999999995	0.18689229295684373	0.929139260614198	10.290139107372763	0.2664636364191787	10.290139107372763
61	PA3189		1.628	-1.628	0.0163370460272541	0.17022000000000015	0.1809435961840038	0.939404977046614	1.2485	-1.2485	0.0136554603432007	0.19874000000000025	0.2583295747038397	0.926351792051334	8.056543755865034	4.063646220931112	8.056543755865034
62	PA0752		1.5845	1.5845	0.0207710578677542	0.1127399999999998	0.0935953301897768	0.954974190108058	0.508000000000002	-0.508000000000002	0.244681753917246	0.12658000000000033	0.1564479865642253	0.929139260614198	15.724716147865644	2.437998777590024	15.724716147865644
63	PA2788		1.523	-1.523	0.0246101191949946	0.5024799999999998	0.30617837529779945	0.6329305320152969	0.962499999999998	-0.962499999999998	0.0185929449329335	0.14879999999999993	0.08645037111931178	0.929139260614198	3.333089735705234	9.412336690573547	9.412336690573547
64	PA0162	opdC	1.503	1.503	0.0210907518209055	0.47276	0.3344051659289972	0.6587821131526179	0.135	-0.135	0.897507657836765	0.15123999999999976	0.10630215582636757	0.90786057560403	3.0808136505246044	-0.15277206632126955	3.0808136505246044
65	PA0525		1.4985	-1.4985	0.0357876539747202	0.34222000000000025	0.2214839196570865	0.793681895542037	1.3665	-1.3665	0.0074962185548242705	0.17345999999999984	0.17788654624038708	0.9164044680666592	5.2206047364080215	6.706746660805843	6.706746660805843
66	PA1556	ccoO2	1.4955	-1.4955	0.0162907071624209	0.78584	0.5123381801440661	0.6329305320152969	1.246	-1.246	0.00274790453523198	0.38278	0.2323910622922777	0.8898138072829251	1.3851397914565895	3.714514626704232	3.714514626704232
67	PA1555	ccoP2	1.4819999999999898	-1.4819999999999898	0.0456084808009459	0.7128399999999999	0.4520740564332352	0.6587821131526179	1.17049999999999	-1.17049999999999	0.00540594634234529	0.37856	0.19530165343215508	0.8898138072829251	1.701402655282838	4.054957989769904	4.054957989769904
68	PA4672		1.4665	1.4665	0.0599945495403085	0.6304600000000001	0.2977918708315147	0.6138867193805521	0.0974999999999993	0.0974999999999993	0.933886844819956	0.1413400000000001	0.1011204644635958	0.8949545194053119	2.8074641448927133	-0.4335423124543061	2.8074641448927133
69	PA2663	ppyR	1.461	-1.461	0.0303068852555733	0.3665599999999995	0.20466457925102735	0.7500538369981601	0.5959999999999971	0.5959999999999971	0.14729949604133	0.15337999999999996	0.1311890556919035	0.9215788822167008	5.347481249589535	3.373909490129168	5.347481249589535
70	PA0866	aroP2	1.457	1.457	0.0207710578677542	0.2404400000000001	0.2032033730855206	0.869484006551258	0.173999999999999	-0.173999999999999	0.7632958907377579	0.2258400000000001	0.2371134890019264	0.913087085091012	5.986908492350645	-0.218629485054644	5.986908492350645
71	PA5173	arcC	1.4505	-1.4505	0.0102572433220053	0.5878599999999999	0.3199463991566921	0.6587821131526179	0.6340000000000021	-0.6340000000000021	0.0663665027359952	0.18548000000000056	0.1536476271646695	0.8934534717269151	2.696201620876897	2.9191469356002946	2.9191469356002946
72	PA3179		1.433	1.433	0.017399308518406997	0.3892000000000001	0.1945350761002581	0.754790906078292	0.216999999999999	0.216999999999999	0.716358844813098	0.1422399999999998	0.12524917830735155	0.952471967971291	5.365613342973962	0.5968901433951453	5.365613342973962
73	PA3049	rmf	1.4305	-1.4305	0.372734719397497	1.46676	0.622327036211669	0.6740393429707049	0.667000000000002	0.667000000000002	0.19318311362698495	0.38588	0.2804359805136759	0.8898138072829251	-0.058265185168119585	1.0024391288345853	1.0024391288345853
74	PA2194	hcnB	1.422	-1.422	0.0615371032461054	0.6605199999999999	0.3277789359207411	0.6587821131526179	0.7314999999999989	-0.7314999999999989	0.1453009270691	0.22665999999999986	0.1370641364471392	0.927893642550632	2.3231511136033784	3.6832391979845	3.6832391979845
75	PA0513	nirG	1.413	-1.413	0.0210907518209055	0.5008199999999997	0.2892497796023362	0.727005718723629	1.078	-1.078	0.00839598716713974	0.27564000000000016	0.18894093653837948	0.8934534717269151	3.1536065515903777	4.246618095052243	4.246618095052243
76	PA0512	nirH	1.393	-1.393	0.0253660913364662	0.4246399999999996	0.2429327547559885	0.692495015154209	1.1195	-1.1195	0.0101715893117763	0.19959999999999967	0.14318701349400814	0.895860864807701	3.986123653735621	6.424465302773387	6.424465302773387
77	PA3713	spdH	1.389	1.389	0.0126358285234339	0.5974200000000003	0.3635194481271487	0.550068736215429	0.0539999999999976	-0.0539999999999976	0.961642530086443	0.11161999999999983	0.07985589625485844	0.930376126659436	2.177545119190233	-0.7215497252214061	2.177545119190233
78	PA1000	pqsE	1.3835	-1.3835	0.0407771857871698	0.46936	0.3511790711303852	0.689402630039978	1.07	-1.07	0.0157928920609443	0.2315799999999999	0.12085706778394605	0.9164044680666592	2.6030594507170943	6.93728563313176	6.93728563313176
79	PA3876	narK2	1.38	-1.38	0.0142005354237112	0.35675999999999986	0.2135818110233172	0.799055856296338	0.747	-0.747	0.0314483587759001	0.1894599999999999	0.17296826057594095	0.9164044680666592	4.790857400718878	3.2233659409161644	4.790857400718878
80	PA2321		1.3775	1.3775	0.0169970456367763	0.2895199999999995	0.2219713044517243	0.841798926771822	0.459	0.459	0.226315347389047	0.1507800000000001	0.12920389893497786	0.91761751499876	4.901444367718356	2.3855317257501047	4.901444367718356
81	PA1658	hsiC2	1.3635	-1.3635	0.0530709759581141	0.6470999999999998	0.2934360023923445	0.555402983929542	0.485000000000003	-0.485000000000003	0.415306161437051	0.2638799999999997	0.2155346201889615	0.908835263568748	2.441418210987359	1.0259140726726177	2.441418210987359
82	PA3610	potD	1.3495	1.3495	0.0335807651945074	0.6538200000000001	0.35345402459160097	0.550068736215429	0.0954999999999995	0.0954999999999995	0.90806225324399	0.1122600000000004	0.05977111203025549	0.91509782285899	1.9682333531322056	-0.280403014612095	1.9682333531322056
83	PA1634	kdpB	1.3485	1.3485	0.0256280130072649	0.22086000000000036	0.1990362990344557	0.7743416503268771	0.0585000000000013	-0.0585000000000013	0.949151465115502	0.1360600000000003	0.08788609104972164	0.9164044680666592	5.66549923541731	-0.8825059696433574	5.66549923541731
84	PA4129		1.3335	-1.3335	0.107715017382654	0.6252599999999997	0.3219404745704816	0.6740393429707049	0.0494999999999992	0.0494999999999992	0.9572577132228092	0.1669799999999996	0.11960869185250148	0.942003875103156	2.1999097843938453	-0.9822028665347654	2.1999097843938453
85	PA4658		1.3235	-1.3235	0.0357876539747202	0.09712000000000016	0.08829157188920474	0.941569959326518	0.983500000000001	-0.983500000000001	0.0207566458167339	0.11084	0.08401112525532957	0.916365116644388	13.890114013815028	10.387433775559868	13.890114013815028
86	PA1514		1.3130000000000002	1.3130000000000002	0.0252447477621668	0.09102000000000007	0.08513304293868562	0.929260479807716	0.0724999999999971	0.0724999999999971	0.9239189980876972	0.08430000000000007	0.08686567695777997	0.929139260614198	14.353768616964535	-0.1358419160854318	14.353768616964535
87	PA3894		1.3065	1.3065	0.0461112438770811	0.3214400000000001	0.21961188871886408	0.738315508702731	0.1485	0.1485	0.846304205079903	0.08888000000000024	0.06938363760042184	0.9514144833815648	4.485458441009191	0.8592804018628922	4.485458441009191
88	PA1579		1.2985	-1.2985	0.0738792920366476	0.32498	0.18836962113532685	0.7377250842643559	0.865	-0.865	0.0427961012443104	0.13014000000000006	0.12433494078496153	0.9514144833815648	5.1681369539975455	5.9103257327395	5.9103257327395
89	PA4134		1.285	-1.285	0.0738792920366476	0.5952	0.30357769461320266	0.60506659977469	0.779000000000001	-0.779000000000001	0.0349155386338756	0.1249000000000003	0.08348290743220092	0.9301561875563972	2.2722354515502023	7.835136797687787	7.835136797687787
90	PA4720	trmA	1.284	1.284	0.0335845182318047	0.4342999999999999	0.20272872884719667	0.648714934436269	0.322500000000002	0.322500000000002	0.511794082477266	0.06647999999999996	0.061389209149491336	0.9274835603604608	4.191315186711633	4.17043978163259	4.191315186711633
91	PA2007	maiA	1.2819999999999998	1.2819999999999998	0.0360493052388483	0.2822199999999992	0.2298251636208125	0.9153519966496692	1.1285	-1.1285	0.36685460913162105	0.2949999999999997	0.3141010652109711	0.9164044680666592	4.350176387340826	2.653604499686005	4.350176387340826
92	PA1002	phnB	1.263	-1.263	0.0470883768808435	0.35625999999999997	0.2494803816602284	0.7377250842643559	0.922499999999999	-0.922499999999999	0.00983833085057608	0.16605999999999976	0.13430494840722215	0.9514144833815648	3.6345142410231865	5.632257105720479	5.632257105720479
93	PA3692	lptF	1.262	-1.262	0.102773701352275	0.8001799999999999	0.3981459604634128	0.5488815952719489	0.564000000000002	0.564000000000002	0.226315347389047	0.14902000000000004	0.10961727737906994	0.9164044680666592	1.1599263733894862	3.78571708696021	3.78571708696021
94	PA2009	hmgA	1.2595	1.2595	0.0312592164180382	0.31725999999999965	0.22119698611569447	0.84392689895701	1.3430000000000002	-1.3430000000000002	0.19949084628852806	0.3826999999999995	0.332093705400549	0.8898138072829251	4.259732542229002	2.8916537241853217	4.259732542229002
95	PA3363	amiR	1.248	1.248	0.0594933864130497	0.20409999999999973	0.1589669777029181	0.9211449214802708	0.0390000000000006	-0.0390000000000006	0.970890664434996	0.10114000000000037	0.06401505682259456	0.929139260614198	6.566772640987549	-0.970709128201024	6.566772640987549
96	PA1342	aatJ	1.2475	-1.2475	0.0257224330402157	0.3362400000000001	0.24994008115279714	0.8248335763145942	0.952500000000001	-0.952500000000001	0.00890936613069558	0.1442799999999998	0.11353928101469325	0.9256638611767242	3.6459138358161716	7.118417456733838	7.118417456733838
97	PA3326	clpP2	1.2465	-1.2465	0.55121257690628	0.8535400000000004	0.2969649923251336	0.550068736215429	1.1885	1.1885	0.00525412898387129	0.1990599999999999	0.13091173234919287	0.8969713731627059	1.323253616270585	7.558069718004923	7.558069718004923
98	PA0141		1.2285	-1.2285	0.0337445446660053	0.7148599999999994	0.3279529475905551	0.6329305320152969	0.6944999999999979	-0.6944999999999979	0.0703925813840435	0.2351799999999994	0.13169273581586344	0.8934534717269151	1.56620028505209	3.4878157641301715	3.4878157641301715
99	PA0654	speD	1.2255	1.2255	0.0530709759581141	0.6501599999999997	0.2768257845649498	0.6587821131526179	0.251000000000001	0.251000000000001	0.8340825792325022	0.14550000000000027	0.11823881201478073	0.903419209949188	2.078346859575186	0.8922620094221891	2.078346859575186
100	PA0586		1.2195	-1.2195	0.384098999704611	0.8384800000000004	0.3057443267394072	0.581957959646787	0.7645000000000021	0.7645000000000021	0.0456631495697448	0.37617999999999946	0.2251304196090196	0.8898138072829251	1.2462046444601786	1.724866860171059	1.724866860171059
101	PA4352		1.219	-1.219	0.0335845182318047	0.8362600000000002	0.4045282262504475	0.6329305320152969	0.0389999999999997	0.0389999999999997	0.9663777801020648	0.16902000000000028	0.13475792184506266	0.9164044680666592	0.9461391694409024	-0.9648412369366348	0.9461391694409024
102	PA0751		1.2185	1.2185	0.0986679220814756	0.09114000000000014	0.08118837663114135	0.948346897979784	0.234999999999998	-0.234999999999998	0.676806164445624	0.09242	0.14447027375899865	0.9514144833815648	13.88573151452297	0.9869158290503834	13.88573151452297
103	PA4673		1.2085	1.2085	0.0627546979920883	0.4654200000000001	0.20876979347277835	0.597985313193362	0.0429999999999993	0.0429999999999993	0.9699236020967908	0.13552000000000014	0.09127505135577857	0.919918590179566	3.559327178703612	-1.0136395282799635	3.559327178703612
