	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA1555	PA1555	0.0007393091730478691	5538.0	3.51789148315	-3.51789148315	0.5660842574077989	5536.0	99.76568132660418	0.0	0.4833600000000003	0.2095523264008298	25	14.481020255273021	ccoP2
PA0200	PA0200	0.0390539519130819	5537.0	3.5023443335000004	-3.5023443335000004	0.6908550978322929	5511.0	99.31506849315069	0.0	0.36961999999999984	0.20545089032012825	25	15.248044574636161	
PA1789	PA1789	0.000509404514632018	5536.0	3.4663552856	-3.4663552856	0.593305403477488	5462.0	98.43186733958183	0.0	0.32565999999999945	0.16699206068952355	25	18.807452717403564	
PA3813	PA3813	0.000587451315878339	5535.0	3.3815678854000004	-3.3815678854000004	0.786967310913545	3948.5	71.15176640230715	0.0	0.12115999999999996	0.10580699015975582	25	30.814673779843627	iscU
PA1556	PA1556	0.00510943783187007	5534.0	3.3203009641000003	-3.3203009641000003	0.5683343438120351	5543.0	99.89185291997116	0.0	0.5518599999999995	0.2614960770897591	25	10.586931149830319	ccoO2
PA2663	PA2663	0.0006489518288798889	5533.0	3.2429170421499998	-3.2429170421499998	0.786967310913545	5457.0	98.34174477289113	0.0	0.2839799999999997	0.20227124321893467	25	14.628560120863554	ppyR
PA1746	PA1746	0.000666943402213415	5532.0	3.2306149549	-3.2306149549	0.728140262368655	5523.0	99.53136265320836	0.0	0.43756000000000006	0.26339697226809566	25	10.603975174236705	
PA3812	PA3812	0.0007393091730478691	5531.0	3.2235618049	-3.2235618049	0.797884464969399	3802.5	68.52018745493872	0.0	0.12243999999999994	0.14150171671514586	25	21.91578927019524	iscA
PA3814	PA3814	0.00510943783187007	5530.0	3.14881078325	-3.14881078325	0.813793780210478	4092.5	73.74729632299928	0.0	0.12904000000000007	0.126145081817194	25	23.93887054293697	iscS
PA5475	PA5475	0.0009553115647052481	5529.0	3.11651887365	-3.11651887365	0.659627710333275	5535.0	99.74765681326605	0.0	0.47192000000000023	0.2377024435437435	25	11.125669699576832	
PA0141	PA0141	0.0007393091730478691	5528.0	2.9911493148000003	-2.9911493148000003	0.728140262368655	5537.0	99.78370583994233	0.0	0.4488200000000004	0.19548784489067342	25	13.005050601595192	
PA5173	PA5173	0.0010014269108608099	5527.0	2.95286533565	-2.95286533565	0.728140262368655	5437.0	97.98125450612834	0.0	0.2914800000000003	0.1917941865646612	25	13.876256539990298	arcC
PA0523	PA0523	0.00100427184033575	5526.0	2.84215541985	-2.84215541985	0.786967310913545	5385.0	97.04397981254506	0.0	0.22502000000000014	0.14068718847144565	25	18.60251418970664	norC
PA2754	PA2754	0.00123969656956345	5525.0	2.83783699835	-2.83783699835	0.5831046706903579	5480.0	98.75630857966836	0.0	0.31542000000000014	0.1853812895089469	25	13.606642855012952	
PA1561	PA1561	0.0011036470072405698	5524.0	2.8110515789	-2.8110515789	0.5660842574077989	5493.0	98.99062725306416	0.0	0.3005600000000002	0.14480664694688591	25	17.33685318893428	aer
PA2119	PA2119	0.006168042260343821	5523.0	2.6995430661	-2.6995430661	0.5660842574077989	5516.0	99.40519105984139	0.0	0.39867999999999965	0.19582623462311324	25	11.749513902099157	
PA4328	PA4328	0.00510943783187007	5522.0	2.6059957330000003	-2.6059957330000003	0.5660842574077989	5429.0	97.83705839942321	0.0	0.2773199999999998	0.16526089727054788	25	14.090905782677291	
PA0519	PA0519	0.00349498220830178	5521.0	2.57742978715	-2.57742978715	0.5660842574077989	5542.0	99.87382840663302	0.0	0.5491799999999999	0.2890222338621487	25	7.017625461013456	nirS
PA4577	PA4577	0.0335672114910055	5520.0	2.56564808655	-2.56564808655	0.631548896309985	5509.0	99.27901946647441	0.0	0.37055999999999933	0.20228977359224082	25	10.851206403417503	
PA5027	PA5027	0.00510943783187007	5519.0	2.5242498747	-2.5242498747	0.6445974224382579	5521.0	99.49531362653208	0.0	0.37821999999999995	0.14761669677467604	25	14.537853248238761	
PA3519	PA3519	0.0139658159182243	5518.0	2.4791496266	-2.4791496266	0.786967310913545	5447.0	98.16149963950973	0.0	0.2636799999999998	0.23380306349575525	25	9.475793830392742	
PA1414	PA1414	0.0232704180187825	5517.0	2.4623213176	-2.4623213176	0.728140262368655	5422.0	97.71088680605624	0.0	0.2206600000000003	0.13102128643850228	25	17.109138358614516	
PA3815	PA3815	0.0669661123783187	5516.0	2.4267602747	-2.4267602747	0.7806530885868259	5248.5	94.58363374188897	0.0	0.2228000000000003	0.1462887413075021	25	15.065822940312456	iscR
PA2664	PA2664	0.009889274479949221	5515.0	2.4103137535	-2.4103137535	0.7550627343864559	5365.0	96.68348954578227	0.0	0.18134000000000014	0.126147790309621	25	17.669542589918844	fhp
PA4352	PA4352	0.00345448294173228	5514.0	2.33703265845	-2.33703265845	0.6163917351938439	5501.0	99.13482335976929	0.0	0.3556200000000002	0.18354241562465431	25	10.795393815138645	
PA5232	PA5232	0.00345448294173228	5513.0	2.32804431005	-2.32804431005	0.6568549760330129	5524.0	99.54938716654651	0.0	0.36497999999999964	0.14365725123826262	25	13.66491627209379	
PA4348	PA4348	0.177916655137847	5512.0	2.32651968155	-2.32651968155	0.5660842574077989	5482.0	98.79235760634462	0.0	0.3101000000000003	0.16631064056958786	25	12.124417744072652	
PA3811	PA3811	0.004067904452663	5511.0	2.2979935973	-2.2979935973	0.855232972092089	4276.0	77.05479452054794	0.0	0.12264000000000017	0.1207464216170956	25	18.015884596550293	hscB
PA2753	PA2753	0.00669801551988104	5510.0	2.23826801155	-2.23826801155	0.5881543472729429	5534.0	99.7296322999279	0.0	0.4345199999999994	0.20765925013508715	25	8.68609517937015	
PA0160	PA0160	0.0608392155817524	5509.0	2.20193932555	2.20193932555	0.877116025763029	5121.5	92.29452054794521	0.0	0.14602000000000012	0.09977229074247047	25	20.606115287627134	
PA4587	PA4587	0.0102900630266696	5508.0	2.10528456125	-2.10528456125	0.558164334126191	5547.0	99.96395097332372	0.0	0.58052	0.27866614882328294	25	5.471653330297159	ccpR
PA3337	PA3337	0.16019279753535	5507.0	2.0836979115000003	-2.0836979115000003	0.5660842574077989	5527.0	99.60346070656092	0.0	0.43954000000000015	0.20070749446229758	25	8.191811252015063	rfaD
PA2127	PA2127	0.0107403307325185	5506.0	2.07989257025	-2.07989257025	0.578140677073151	5473.0	98.63013698630137	0.0	0.26774000000000003	0.12185092668229182	25	14.871881729508045	cgrA
PA2662	PA2662	0.0090135728193922	5505.0	2.0622972794	-2.0622972794	0.728140262368655	5176.0	93.27685652487384	0.0	0.21088000000000007	0.16038964794108956	25	11.54324673173432	
PA0874	PA0874	0.5851276032948389	5504.0	2.0351264234	2.0351264234	0.852740010521519	2957.0	53.280461427541454	0.0	0.0668199999999999	0.04508045585395054	25	43.66207896780865	
PA4236	PA4236	0.0102900630266696	5503.0	1.98344872285	-1.98344872285	0.722186020781913	5410.0	97.49459264599857	0.0	0.24107999999999982	0.16448592138336104	25	10.592813708287702	katA
PA2550	PA2550	0.0142622087774008	5502.0	1.9442941661000002	1.9442941661000002	0.8577759769463751	952.0	17.141312184571014	0.0	0.09545999999999996	0.1285152325601913	25	14.386109173743913	
PA0835	PA0835	0.0990909021528693	5501.0	1.9366331852	-1.9366331852	0.606700529505172	5432.0	97.89113193943764	0.0	0.23370000000000019	0.15416231975853711	25	11.046364558260974	pta
PA1076	PA1076	0.0152522787932249	5500.0	1.9134639121	-1.9134639121	0.8151106639301691	5178.5	93.32191780821918	0.0	0.15525999999999962	0.07515693580768158	25	23.39376789653922	
PA3809	PA3809	0.0441990452719354	5499.0	1.8618020251499998	-1.8618020251499998	0.7939805603002879	4780.0	86.13914924297045	0.0	0.16301999999999991	0.15785399899907526	25	10.7617294203611	fdx2
PA0836	PA0836	0.016063805094295	5498.0	1.8104783728	-1.8104783728	0.5660842574077989	5484.0	98.8284066330209	0.0	0.2698199999999998	0.1673320600881176	25	9.20719180764693	ackA
PA4611	PA4611	0.0434472009681334	5497.0	1.7794801628499999	-1.7794801628499999	0.786967310913545	5468.0	98.54001441961067	0.0	0.2775399999999999	0.21232713164674297	25	7.073708155907447	
PA4235	PA4235	0.14983488647047502	5496.0	1.75668290735	-1.75668290735	0.811471512978125	5184.5	93.43006488824801	0.0	0.1859199999999997	0.11511522126403019	25	13.645136499779403	ftnA
PA0518	PA0518	0.0663523521664579	5495.0	1.6909530291	-1.6909530291	0.5660842574077989	5530.0	99.65753424657534	0.0	0.4456000000000001	0.23602926195707155	25	5.27626540359433	nirM
PA0506	PA0506	0.484634025327071	5494.0	1.679316271	-1.679316271	0.8784174947669001	3753.5	67.63698630136986	0.0	0.09338000000000035	0.06621072420688359	25	23.952860960175357	
PA0459	PA0459	0.0287923360091975	5493.0	1.6633267963499998	-1.6633267963499998	0.8404853279801979	5001.5	90.13157894736842	0.0	0.18730000000000022	0.16234094780225164	25	9.092141054565946	
PA0515	PA0515	0.0367644438710963	5492.0	1.6051454498500002	-1.6051454498500002	0.5660842574077989	5518.0	99.44124008651767	0.0	0.3798000000000003	0.18122453844149658	25	6.7614764556046545	
PA2126	PA2126	0.0385842178056549	5491.0	1.59448219125	-1.59448219125	0.7183814323183051	5155.5	92.90735400144196	0.0	0.17267999999999994	0.05854536702421444	25	24.2854774599319	cgrC
PA3458	PA3458	0.0990909021528693	5490.0	1.5825451432	-1.5825451432	0.6633414385656291	5343.0	96.28695025234319	0.0	0.21156000000000044	0.12710406825379988	25	10.786319919063745	
PA0527	PA0527	0.0540995611261791	5489.0	1.5820486397	-1.5820486397	0.5933085757748989	5499.0	99.098774333093	0.0	0.33317999999999964	0.14941844765623805	25	8.358195786997	dnr
PA4922	PA4922	0.0608392155817524	5488.0	1.5645428147	-1.5645428147	0.7822236124648059	5255.0	94.70079307858688	0.0	0.16427999999999948	0.10620450790809308	25	13.184589263496758	azu
PA5446	PA5446	0.520425875223178	5487.0	1.5640370724500001	1.5640370724500001	0.8327583086025161	5318.0	95.83633741888968	0.0	0.24367999999999973	0.2026213052305536	25	6.5163782799031225	
PA3691	PA3691	0.145571348262444	5486.0	1.5550409888499999	-1.5550409888499999	0.8646020983473749	4863.5	87.64419610670512	0.0	0.15410000000000004	0.16689742358706422	25	8.394024058251448	
PA0839	PA0839	0.258553011694732	5485.0	1.5539447599	1.5539447599	0.814657766658975	3322.5	59.868421052631575	0.0	0.09938000000000029	0.09918294124159313	25	14.66547313168423	
PA0517	PA0517	0.114845653383673	5484.0	1.5437480751	-1.5437480751	0.5660842574077989	5525.0	99.56741167988464	0.0	0.42332000000000053	0.21749036760279802	25	5.151621598002141	nirC
PA4918	PA4918	0.520425875223178	5483.0	1.5352614345500002	1.5352614345500002	0.775323423612755	5353.5	96.47620764239366	0.0	0.22894000000000025	0.14328412333542045	25	9.1170005729942	pcnA
PA0520	PA0520	0.0990909021528693	5482.0	1.5125745511000002	-1.5125745511000002	0.8305663607367149	4165.5	75.0630857966835	0.0	0.10703999999999986	0.08786103136961966	25	15.997246210178249	nirQ
PA5494	PA5494	0.17129672767689702	5481.0	1.5030869833000002	-1.5030869833000002	0.5660842574077989	5497.0	99.06272530641672	0.0	0.32907999999999954	0.17056350723410874	25	6.883107660823397	
PA3397	PA3397	0.7780909028708449	5480.0	1.4923747685	-1.4923747685	0.9069321155488309	3172.0	57.15573179524152	0.0	0.08359999999999994	0.06879210831677376	25	20.478726455262525	fprA
PA0665	PA0665	0.518682151799898	5479.0	1.4917448767500001	-1.4917448767500001	0.728140262368655	5260.5	94.79992790194665	0.0	0.19000000000000028	0.15399560329221526	25	8.45313014735795	
PA3880	PA3880	0.638683297960603	5478.0	1.4875555949000001	-1.4875555949000001	0.656943525354707	5504.0	99.18889689978371	0.0	0.31062000000000034	0.16854285310666073	25	6.9830050530542955	
PA2501	PA2501	0.520425875223178	5477.0	1.4600199212	-1.4600199212	0.695256333390834	5465.0	98.48594087959626	0.0	0.33423999999999987	0.25112700637990604	25	4.482910609370763	
PA5051	PA5051	0.0909120050229344	5476.0	1.45160402865	-1.45160402865	0.7343424468573171	5262.5	94.83597692862293	0.0	0.1777799999999995	0.11918936963225044	25	10.687396305394397	argS
PA5231	PA5231	0.0608392155817524	5475.0	1.4454861553	-1.4454861553	0.634434150988899	5322.0	95.90843547224225	0.0	0.20321999999999998	0.12604274076677333	25	9.85591195290383	
PA3879	PA3879	0.11771421301450301	5474.0	1.42511729505	-1.42511729505	0.5660842574077989	5475.0	98.66618601297765	0.0	0.2810199999999998	0.1501555082794722	25	7.619416085093497	narL
PA1847	PA1847	0.14688807799740602	5473.0	1.38736617675	-1.38736617675	0.876678383256929	3066.0	55.2451333813987	0.0	0.10234000000000026	0.09591008375904315	25	13.398238499909947	nfuA
PA1777	PA1777	0.717094875218039	5472.0	1.3622547211000002	-1.3622547211000002	0.8074377989755809	3378.5	60.87779379956741	0.0	0.09701999999999962	0.07875866089940044	25	16.064705857760874	oprF
PA1431	PA1431	0.7780909028708449	5471.0	1.34463980855	1.34463980855	0.7843230174420358	5481.0	98.77433309300649	0.0	0.3295000000000003	0.27891194847119744	25	3.6396425972938578	rsaL
PA5208	PA5208	0.349103466044831	5470.0	1.3256841451999999	-1.3256841451999999	0.60487304967213	5368.0	96.73756308579668	0.0	0.2116200000000002	0.11623918229237504	25	9.584239352250496	
PA3611	PA3611	0.42442703892731803	5469.0	1.324046902	-1.324046902	0.90016546576338	3447.5	62.12148521989906	0.0	0.09532000000000003	0.09015390544322958	25	13.629214352491209	
PA0962	PA0962	0.177916655137847	5468.0	1.3184911341	-1.3184911341	0.7806530885868259	5112.0	92.12328767123287	0.0	0.18098000000000003	0.12175140998499112	25	9.342899061622584	dps
PA3399	PA3399	0.21067444951432898	5467.0	1.30056696735	1.30056696735	0.8205887203802621	4673.5	84.21953857245855	0.0	0.11083999999999998	0.06468347934364711	25	18.393057692974104	
PA3427	PA3427	0.258553011694732	5466.0	1.30038257675	1.30038257675	0.8784174947669001	2020.5	36.400504686373466	0.0	0.07093999999999975	0.06505371498487468	25	18.898883438645306	
PA2634	PA2634	0.666990557317978	5465.0	1.29488140815	-1.29488140815	0.7498556209852589	5055.0	91.0958904109589	0.0	0.16994000000000006	0.1088766810050093	25	10.332252946783367	aceA
PA3017	PA3017	0.580460656746561	5464.0	1.2887754516	1.2887754516	0.786967310913545	4070.5	73.3507570295602	0.0	0.1028000000000003	0.07206897737584435	25	16.45611599863644	
PA4210	PA4210	0.42442703892731803	5463.0	1.28336197085	1.28336197085	0.8029959969138292	5285.0	95.24152847873107	0.0	0.18811999999999984	0.1245839977685734	25	8.791193014086094	phzA1
PA3516	PA3516	0.12787989359223598	5462.0	1.2776248308	-1.2776248308	0.8458544626017259	5274.5	95.05227108868061	0.0	0.2040200000000001	0.23718015656177166	25	4.5265373223597996	
PA2027	PA2027	0.22829289396650698	5461.0	1.26844152375	1.26844152375	0.900166881836772	1003.5	18.06957462148522	0.0	0.0693200000000003	0.06754626192469863	25	17.752596362575837	
PA2805	PA2805	0.145571348262444	5460.0	1.23993515005	-1.23993515005	0.7806530885868259	5371.0	96.79163662581111	0.0	0.23932000000000053	0.1686041888566243	25	5.934699231588434	
PA1244	PA1244	0.6760778113141839	5459.0	1.23410338275	-1.23410338275	0.7806530885868259	5479.0	98.73828406633021	0.0	0.27554000000000023	0.21735885841928151	25	4.4100497661841205	
PA0542	PA0542	0.177916655137847	5458.0	1.228575538	-1.228575538	0.7118108485684329	5289.0	95.31362653208363	0.0	0.17063999999999965	0.10360115025101498	25	10.21161961461558	
PA2249	PA2249	0.17713782169868902	5457.0	1.21856088575	1.21856088575	0.7508227424579741	5442.0	98.07137707281903	0.0	0.25786000000000003	0.15752642106431933	25	6.098665095411126	bkdB
PA0713	PA0713	0.721855472174068	5456.0	1.2067335012	1.2067335012	0.8217152135870109	5235.0	94.34030281182409	0.0	0.1944400000000002	0.16516439537624342	25	6.129005581947622	
PA4206	PA4206	0.421461537440115	5455.0	1.205527647	-1.205527647	0.868610334674563	4734.5	85.31903388608508	0.0	0.12014000000000002	0.10757957519901214	25	10.089160930335844	mexH
PA0706	PA0706	0.258553011694732	5454.0	1.20069509125	1.20069509125	0.7943167336631272	4099.5	73.87346791636627	0.0	0.11469999999999998	0.09953119276555097	25	10.9111029524995	cat
PA0867	PA0867	0.49330011603233004	5453.0	1.1983465873999999	-1.1983465873999999	0.781432356048629	4980.5	89.75306416726748	0.0	0.16213999999999995	0.13566721846734628	25	7.637855327957537	mliC
PA3031	PA3031	0.293490618624852	5452.0	1.1960410959999999	-1.1960410959999999	0.786967310913545	5083.0	91.60057678442682	0.0	0.1547599999999987	0.11559755259808324	25	9.007812644791816	
PA1368	PA1368	0.307213537198972	5451.0	1.1955482801000001	-1.1955482801000001	0.8551029070517109	2673.5	48.1705118961788	0.0	0.07747999999999979	0.05427639143003805	25	20.599532331495986	
PA3278	PA3278	0.293490618624852	5450.0	1.1920648012000001	-1.1920648012000001	0.5660842574077989	5520.0	99.47728911319395	0.0	0.3761199999999999	0.21399548671253188	25	3.812906588521137	
PA3810	PA3810	0.30196668309274605	5449.0	1.1920064254	-1.1920064254	0.7806530885868259	4874.0	87.8334534967556	0.0	0.13283999999999996	0.0771163514870014	25	13.734654259136356	hscA
PA0525	PA0525	0.196529407670441	5448.0	1.1859138306	-1.1859138306	0.850197457268665	4990.5	89.93330930064889	0.0	0.14792000000000013	0.11611871439752196	25	8.939074429006522	
PA4239	PA4239	0.84727158056281	5447.0	1.1853663212	-1.1853663212	0.8551029070517109	4744.0	85.4902667627974	0.0	0.13805999999999968	0.10178954186621181	25	10.288938352591654	rpsD
PA3436	PA3436	0.5597213000153061	5446.0	1.18503715555	1.18503715555	0.886395498639098	2923.0	52.6676279740447	0.0	0.08271999999999996	0.08157563974618871	25	13.512822687994936	
PA1928	PA1928	0.177916655137847	5445.0	1.1815941007	1.1815941007	0.8144697234164829	4589.0	82.69646719538572	0.0	0.13511999999999968	0.10732837850882374	25	9.75020880068515	rimJ
PA4217	PA4217	0.37437369539020704	5444.0	1.15976675595	1.15976675595	0.855232972092089	5217.0	94.01586157173756	0.0	0.1661000000000001	0.10314169056852462	25	9.633997178762877	phzS
PA5025	PA5025	0.177916655137847	5443.0	1.15912565035	-1.15912565035	0.7806530885868259	5259.0	94.77289113193945	0.0	0.19170000000000015	0.11239522899126973	25	8.607355125591178	metY
PA1178	PA1178	0.784161412742984	5442.0	1.1544124520999999	-1.1544124520999999	0.786967310913545	5406.5	97.43150684931507	0.0	0.2842599999999998	0.19508908862363353	25	4.460282521380275	oprH
PA2951	PA2951	0.421461537440115	5441.0	1.1531054884	-1.1531054884	0.8866820619921991	3834.0	69.08795962509012	0.0	0.11300000000000017	0.12101480625664524	25	8.594861410546487	etfA
PA4919	PA4919	0.8374030884804301	5440.0	1.1525989029	1.1525989029	0.8442633960356278	5174.0	93.24080749819755	0.0	0.18920000000000062	0.1602247770061378	25	6.012796028813285	pncB1
PA0825	PA0825	0.307213537198972	5439.0	1.1501578261	-1.1501578261	0.813187113656908	2821.5	50.8381398702235	0.0	0.09261999999999995	0.11499730793950501	25	9.196196372321376	
PA0500	PA0500	0.37437369539020704	5438.0	1.14901570445	-1.14901570445	0.924133065656214	3398.0	61.229271809661135	0.0	0.12483999999999978	0.1273977302257251	25	8.039198992284645	bioB
PA3235	PA3235	0.365134960729036	5437.0	1.1462013981499999	-1.1462013981499999	0.827935743877107	5170.0	93.16870944484499	0.0	0.18328000000000086	0.1496372057121268	25	6.435039959263036	
PA3038	PA3038	0.612698359546992	5436.0	1.13442483095	-1.13442483095	0.8784174947669001	5163.5	93.05155010814708	0.0	0.2064600000000001	0.23406707194021695	25	3.9645253100231517	opdQ
PA4245	PA4245	0.885369311844932	5435.0	1.1340867723499999	-1.1340867723499999	0.79163659749934	4666.0	84.0843547224225	0.0	0.14168000000000022	0.10938501192271874	25	9.072602863097385	rpmD
PA1897	PA1897	0.37437369539020704	5434.0	1.12971018195	-1.12971018195	0.825709286464576	4557.0	82.11968276856526	0.0	0.18206000000000014	0.1487865725348445	25	6.369191559460572	
PA2820	PA2820	0.29571887448218	5433.0	1.12370689375	1.12370689375	0.9396795949871869	944.0	16.997116077865897	0.0	0.06173999999999955	0.07175321131024982	25	14.800269902321437	
PA0887	PA0887	0.428418250539089	5432.0	1.1220201725499999	-1.1220201725499999	0.827289298055328	4753.5	85.66149963950973	0.0	0.17505999999999994	0.1556429755348222	25	6.08418188675746	acsA
PA2867	PA2867	0.29571887448218	5431.0	1.1207000213	-1.1207000213	0.8551029070517109	4183.5	75.38752703677001	0.0	0.10836000000000015	0.08635555376851355	25	11.722928950391529	
PA4644	PA4644	0.45518160375256206	5430.0	1.1191712839499999	1.1191712839499999	0.7806530885868259	4174.5	75.22530641672675	0.0	0.10462000000000016	0.07414881995015128	25	13.682635605422467	
PA0840	PA0840	0.739050008709303	5429.0	1.1187770601	1.1187770601	0.8551029070517109	2616.5	47.14311463590483	0.0	0.08432000000000021	0.0910217327528616	25	11.364945808147976	
PA4770	PA4770	0.43152342987355397	5428.0	1.11589663485	-1.11589663485	0.810251010703833	5080.0	91.5465032444124	0.0	0.16445999999999997	0.137240658455624	25	6.932614908413906	lldP
PA2639	PA2639	0.421461537440115	5427.0	1.1066713373000001	-1.1066713373000001	0.8070506693673148	4907.5	88.43727469358328	0.0	0.12794000000000022	0.09102212643088478	25	10.752674933859883	nuoD
PA5111	PA5111	0.467591033167535	5426.0	1.1022667913	-1.1022667913	0.883958500033202	3292.0	59.31867339581831	0.0	0.0859399999999999	0.06251005252490696	25	16.258613618906292	gloA3
PA1455	PA1455	0.22744690382930902	5425.0	1.1021036339499999	-1.1021036339499999	0.786967310913545	3500.5	63.076784426820474	0.0	0.14963999999999988	0.1880234648476974	25	5.065663664487375	fliA
PA1183	PA1183	0.28965915653649105	5424.0	1.0957489462	-1.0957489462	0.855232972092089	5402.0	97.35039653929344	0.0	0.24649999999999994	0.19002406645826034	25	4.469165206432111	dctA
PA2647	PA2647	0.42442703892731803	5423.0	1.08855849955	-1.08855849955	0.835804672163299	3969.5	71.53028118240807	0.0	0.12364000000000004	0.10848689629013598	25	8.894332242388371	nuoL
PA3925	PA3925	0.7780909028708449	5422.0	1.08744214285	-1.08744214285	0.884002684649722	944.0	16.997116077865897	0.0	0.06873999999999966	0.07374125936904882	25	13.814547670684032	
PA3042	PA3042	0.507425190619016	5421.0	1.07389837325	1.07389837325	0.861807465134981	3753.5	67.63698630136986	0.0	0.1184199999999996	0.10188439936189118	25	9.378063562569201	
PA1564	PA1564	0.8412023263083209	5420.0	1.0727334144	1.0727334144	0.7701316305308579	4626.5	83.37238644556597	0.0	0.12082000000000002	0.0947936223241489	25	10.041956315846976	
PA0526	PA0526	0.668191925808178	5419.0	1.06151136235	-1.06151136235	0.631548896309985	5500.0	99.11679884643115	0.0	0.34320000000000045	0.22517867905288003	25	3.1899617022858298	
PA5300	PA5300	0.885369311844932	5418.0	1.0503482816	1.0503482816	0.937129634468399	4128.5	74.39617880317232	0.0	0.14196000000000006	0.15081244698852528	25	6.02329780955756	cycB
PA4917	PA4917	0.395535296433735	5417.0	1.0477767538	1.0477767538	0.8120373369432842	3383.0	60.958904109589035	0.0	0.10341999999999953	0.07232056530936896	25	13.057928263700411	nadD2
PA1829	PA1829	0.30196668309274605	5416.0	1.04766622755	1.04766622755	0.8784174947669001	1588.5	28.613914924297042	0.0	0.06612000000000036	0.06075879223069974	25	16.154801494787634	
PA3920	PA3920	0.428418250539089	5415.0	1.04517801375	-1.04517801375	0.786967310913545	5307.0	95.63806777217015	0.0	0.16982	0.13808548680678456	25	6.339247041760735	
PA5426	PA5426	0.768728653762641	5414.0	1.0165196209	-1.0165196209	0.8551029070517109	3363.5	60.60742609949531	0.0	0.13291999999999937	0.18050130885952062	25	4.895253261502291	purE
PA3533	PA3533	0.510907322356034	5413.0	1.01605542435	-1.01605542435	0.7701316305308579	4605.5	82.99387166546504	0.0	0.14602000000000054	0.10838275923780526	25	8.02743379545296	grxD
PA2707	PA2707	0.423897376408747	5412.0	1.01574889685	-1.01574889685	0.8784174947669001	2309.0	41.60057678442682	0.0	0.08526000000000006	0.09105871732019961	25	10.218559235553704	
PA2567	PA2567	0.44788466814639205	5411.0	1.0032926815	-1.0032926815	0.7182368570259351	5441.0	98.0533525594809	0.0	0.3021199999999999	0.24068986268640402	25	2.9131791163700207	
PA2532	PA2532	0.5597213000153061	5410.0	0.9976818623	-0.9976818623	0.7806530885868259	4680.0	84.33669790915646	0.0	0.13867999999999994	0.10829260901218822	25	7.932229818226286	tpx
PA3277	PA3277	0.421461537440115	5409.0	0.996142538249996	0.996142538249996	0.885130290026952	2914.5	52.51441961067051	0.0	0.08968000000000018	0.07367579317523512	25	12.303397074993255	
PA3082	PA3082	0.8412023263083209	5408.0	0.9954832022499979	-0.9954832022499979	0.8673104510349169	2962.0	53.37058399423215	0.0	0.07241999999999996	0.04857161379516457	25	19.004169928195616	gbt
PA1323	PA1323	0.418309878928716	5407.0	0.991592609600001	-0.991592609600001	0.8784174947669001	3513.0	63.30209084354722	0.0	0.1173200000000001	0.16078420320417008	25	5.437552894980704	
