	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA3332	PA3332	0.0050214587485885	5493.0	1.4659404994	1.4659404994	0.75142983785688	4626.0	0.21785999999999994	0.19099348374573802	25	6.534675816801791	
PA2250	PA2250	0.00185032170559843	5492.0	1.46588777035	-1.46588777035	0.7768621904938342	5096.0	0.3040600000000003	0.3802695951558578	25	3.0552739034363543	lpdV
PA0511	PA0511	0.0010959475021229401	5491.0	1.4563909142500002	-1.4563909142500002	0.6394690824739421	5409.0	0.3218999999999999	0.1762407799006802	25	6.437164627218163	nirJ
PA0899	PA0899	0.00281124347275956	5490.0	1.4464151907499998	1.4464151907499998	0.675019384211261	4919.5	0.2770200000000002	0.23419763199770643	25	4.993198183837537	aruB
PA0865	PA0865	0.343685812088005	5489.0	1.44559576315	-1.44559576315	0.6191700908338089	5449.0	0.43038000000000026	0.35804644368200805	25	2.8354303779976764	hpd
PA2014	PA2014	0.00274410716956264	5488.0	1.4212142716999998	-1.4212142716999998	0.7730760718910269	5305.5	0.33496000000000026	0.3539940830484785	25	3.0685661815178986	liuB
PA3250	PA3250	0.00272815197023338	5487.0	1.4195551659	1.4195551659	0.598970204550306	5456.0	0.31845999999999924	0.15260944979478386	25	7.215117853977322	
PA0179	PA0179	0.00227499152429669	5486.0	1.4182536821	1.4182536821	0.607833443230081	5476.0	0.3978399999999994	0.23279795961305186	25	4.3832587012192645	
PA2249	PA2249	0.00180537807636627	5485.0	1.4176773644	-1.4176773644	0.788898397263071	5244.0	0.3159999999999999	0.38084508552253477	25	2.892717816979191	bkdB
PA1173	PA1173	0.00274410716956264	5484.0	1.4073255003999998	1.4073255003999998	0.598970204550306	5523.0	0.48228000000000004	0.2887298723143597	25	3.2038441086305065	napB
PA2443	PA2443	0.00185032170559843	5483.0	1.39749971435	1.39749971435	0.872734625612785	2282.0	0.1331199999999997	0.15919918603225727	25	7.94212423984259	sdaA
PA2365	PA2365	0.00227879423461588	5482.0	1.38456872345	1.38456872345	0.598970204550306	5466.0	0.42068	0.28811806318475286	25	3.3454644002376064	hsiB3
PA1341	PA1341	0.00185032170559843	5481.0	1.3808328431	-1.3808328431	0.8048032198274641	4888.0	0.17931999999999984	0.13513934783523748	25	8.890917873637292	aatQ
PA4496	PA4496	0.0021398036187759103	5480.0	1.37693602	-1.37693602	0.7517954253906891	4870.5	0.19974	0.15349797229931075	25	7.669130753757103	dppA1
PA0525	PA0525	0.0073828508295686705	5479.0	1.3667332179499998	-1.3667332179499998	0.7172804900557279	5099.0	0.22415999999999983	0.2030649382997137	25	5.626639574103231	
PA0518	PA0518	0.00274410716956264	5478.0	1.3562311405	-1.3562311405	0.653796610348617	5431.0	0.3705600000000001	0.21967373155052758	25	4.486977726207031	nirM
PA3790	PA3790	0.0366285151831848	5477.0	1.35522824215	-1.35522824215	0.7417119745868149	5391.0	0.28916000000000014	0.18688614626736436	25	5.704372760861867	oprC
PA1256	PA1256	0.0021719772002072603	5476.0	1.3548508514	1.3548508514	0.637517849413051	5116.0	0.25824000000000025	0.18627483727009428	25	5.887058431890824	lhpO
PA1074	PA1074	0.0373893582407545	5475.0	1.35481909995	-1.35481909995	0.722179249955869	4305.0	0.17661999999999956	0.12501443916604224	25	9.424504143758424	braC
PA2679	PA2679	0.00274410716956264	5474.0	1.35467799165	1.35467799165	0.819401055084739	4020.0	0.17216000000000029	0.175895134478852	25	6.722857884350262	
PA3836	PA3836	0.0053638543359931104	5473.0	1.3468496195	-1.3468496195	0.7326839088292679	4420.5	0.16327999999999976	0.11108143409229135	25	10.6549724458602	
PA0328	PA0328	0.004061469201620979	5472.0	1.3462937438	1.3462937438	0.8929221874423421	985.5	0.08081999999999986	0.08127113571250233	25	15.571010946329451	aaaA
PA3478	PA3478	0.00576768888253295	5471.0	1.34339923585	1.34339923585	0.8665050378472221	4065.5	0.15301999999999993	0.12397878514756752	25	9.601475239760852	rhlB
PA2009	PA2009	0.198169630699388	5470.0	1.34336699255	-1.34336699255	0.607833443230081	5512.0	0.5455999999999999	0.43792833793517727	25	1.821683877118924	hmgA
PA4141	PA4141	0.00528880113221475	5469.0	1.33999430485	1.33999430485	0.607833443230081	5424.5	0.4052199999999992	0.3164899972089696	25	2.9535666627492025	
PA2634	PA2634	0.0030332150047789603	5468.0	1.3393089062999999	1.3393089062999999	0.6191700908338089	5318.0	0.28713999999999984	0.21256619165176135	25	4.9498412617925895	aceA
PA3838	PA3838	0.00310663143880051	5467.0	1.33301271775	-1.33301271775	0.7326839088292679	3861.0	0.16360000000000008	0.11702821953130202	25	9.992570359811483	
PA1340	PA1340	0.00185032170559843	5466.0	1.3244519939	-1.3244519939	0.8242337625451981	5154.0	0.19341999999999998	0.17522792775886653	25	6.454633164734037	aatM
PA0893	PA0893	0.0053638543359931104	5465.0	1.31661994735	1.31661994735	0.8742707278363979	373.0	0.0820399999999998	0.09355690336189322	25	13.196032606748915	argR
PA1217	PA1217	0.00349521104805906	5464.0	1.3123800674	1.3123800674	0.6913254924286372	4152.5	0.1638000000000004	0.11853629894115407	25	9.689690648855153	
PA2747	PA2747	0.00735796956631547	5463.0	1.3029746948999998	1.3029746948999998	0.607833443230081	5532.0	0.4858199999999993	0.2758386031722177	25	2.962437764339375	
PA1001	PA1001	0.00431108665748166	5462.0	1.3028432812000001	-1.3028432812000001	0.613037522530151	5377.5	0.32121999999999995	0.22929725430831782	25	4.2810075688045055	phnA
PA0896	PA0896	0.00274410716956264	5461.0	1.2970425983	1.2970425983	0.679626854269663	4962.5	0.22997999999999993	0.1981546891530278	25	5.38499796729991	aruF
PA3278	PA3278	0.00631894176051011	5460.0	1.2941094656	1.2941094656	0.64498785988187	5206.0	0.2417200000000001	0.16588067247271493	25	6.344256084283137	
PA4607	PA4607	0.011026570961148997	5459.0	1.2883108373	1.2883108373	0.598970204550306	5537.0	0.5584799999999995	0.22797210538426238	25	3.201404119463745	
PA5445	PA5445	0.0053638543359931104	5458.0	1.2861214269499999	1.2861214269499999	0.8206855247430881	2890.0	0.1632399999999998	0.15871732734644975	25	7.07472489439646	
PA2001	PA2001	0.010696762135365998	5457.0	1.28088141075	-1.28088141075	0.8326663527125608	5018.0	0.2532000000000001	0.253312430606948	25	4.056971891539743	atoB
PA0447	PA0447	0.0030332150047789603	5456.0	1.27997953925	1.27997953925	0.7435970557353749	2500.0	0.17694000000000001	0.19303148059319258	25	5.714298703301245	gcdH
PA0795	PA0795	0.00349521104805906	5455.0	1.26985956485	-1.26985956485	0.778747239826979	4888.0	0.27049999999999996	0.2731266113606166	25	3.6589608016280697	prpC
PA0852	PA0852	0.0053459276003673	5454.0	1.26360889025	1.26360889025	0.7479746426478759	4639.5	0.19610000000000036	0.16229878568040274	25	6.577429928232046	cbpD
PA2939	PA2939	0.00281124347275956	5453.0	1.2573984847	1.2573984847	0.625716571073683	5428.5	0.3157199999999997	0.18892795584560804	25	4.9843258001983575	
PA3602	PA3602	0.0030332150047789603	5452.0	1.25573577125	1.25573577125	0.906084541046496	1956.0	0.08700000000000012	0.08476093833049887	25	13.788612942118204	
PA0131	PA0131	0.0027806221275124	5451.0	1.25147986745	-1.25147986745	0.7457599985753851	5133.0	0.22456000000000045	0.13695485265833593	25	7.498236444471797	bauB
PA3189	PA3189	0.0135628171897017	5450.0	1.2489554639	-1.2489554639	0.819401055084739	4947.0	0.19866000000000006	0.18958395897332658	25	5.5400017469187395	
PA1556	PA1556	0.00272815197023338	5449.0	1.2461110621	-1.2461110621	0.7172804900557279	5507.0	0.3707799999999997	0.20625076161475578	25	4.2440137202255865	ccoO2
PA4730	PA4730	0.00281124347275956	5448.0	1.23565910455	-1.23565910455	0.645304176756716	5034.0	0.23842000000000024	0.17476100823696336	25	5.70630207853811	panC
PA0999	PA0999	0.0115669127202019	5447.0	1.2276738526	-1.2276738526	0.6191700908338089	5450.0	0.3580599999999995	0.19987252812730455	25	4.350842313087261	pqsD
PA0898	PA0898	0.0313841108466954	5446.0	1.2126811811	1.2126811811	0.639312082946061	5260.0	0.27543999999999974	0.19839466768707945	25	4.724124856915389	aruD
PA2366	PA2366	0.00491854653535658	5445.0	1.21056442475	1.21056442475	0.598970204550306	5463.0	0.42485999999999985	0.26910614076977163	25	2.9196822580953063	hsiC3
PA0523	PA0523	0.0139354799712248	5444.0	1.2041099614	-1.2041099614	0.692345925405953	5028.0	0.27864	0.24800094589873387	25	3.731719482142204	norC
PA0315	PA0315	0.00514666295138277	5443.0	1.1971472816	1.1971472816	0.7376325759145559	4589.0	0.16493999999999956	0.12724364096750276	25	8.11205396003734	
PA3326	PA3326	0.0052195347740047705	5442.0	1.1884680491500001	1.1884680491500001	0.7206058751708259	4707.0	0.19207999999999964	0.11806324929178125	25	8.43944288444518	clpP2
PA0897	PA0897	0.008711462375614891	5441.0	1.18640575985	1.18640575985	0.686699854229556	4875.5	0.22859999999999991	0.21580638506154817	25	4.438264231972715	aruG
PA0713	PA0713	0.0109565289202019	5440.0	1.18480797935	-1.18480797935	0.6713874056842571	4772.0	0.20162000000000013	0.15373247054542555	25	6.395447727222227	
PA5168	PA5168	0.0052195347740047705	5439.0	1.1769047149	-1.1769047149	0.75142983785688	4097.0	0.1695400000000001	0.1329040944942379	25	7.57963641928033	dctQ
PA5415	PA5415	0.004352355229761871	5438.0	1.1744670416	1.1744670416	0.8228109277378071	4913.5	0.21884000000000003	0.20581918237456248	25	4.643041676557099	glyA1
PA1555	PA1555	0.0053638543359931104	5437.0	1.1706954129	-1.1706954129	0.7172804900557279	5484.0	0.3632400000000003	0.21477988344659635	25	3.7594554943539134	ccoP2
PA4920	PA4920	0.0031917448300870003	5436.0	1.1646749194	-1.1646749194	0.7628306925224321	3137.5	0.1637999999999997	0.18178060265055757	25	5.5059500563105335	nadE
PA3688	PA3688	0.00559396100244615	5435.0	1.16283016605	1.16283016605	0.607833443230081	5444.5	0.30999999999999983	0.1678226991003702	25	5.081733106556376	
PA1989	PA1989	0.00283589686889327	5434.0	1.1548403264	1.1548403264	0.71755296534809	4976.5	0.18750000000000025	0.1490814235018346	25	6.488671114601315	pqqE
PA0045	PA0045	0.102211862772775	5433.0	1.1499252089	-1.1499252089	0.6250980665298	5488.5	0.36783999999999983	0.2249988759231181	25	3.4759516272749647	
PA5153	PA5153	0.0055163877855096705	5432.0	1.1461677828	-1.1461677828	0.788898397263071	4666.0	0.18800000000000036	0.16147148871137199	25	5.93397503451963	
PA0122	PA0122	0.00576768888253295	5431.0	1.14607083185	1.14607083185	0.783212186809226	5298.0	0.25586	0.18792454824565435	25	4.73706516876294	rahU
PA4619	PA4619	0.00363312139379849	5430.0	1.14012404975	1.14012404975	0.7541956808333521	2752.5	0.12776000000000015	0.1404749473512388	25	7.206723112119908	
PA1585	PA1585	0.0109959915739833	5429.0	1.1377198573	1.1377198573	0.7730760718910269	4670.5	0.1521800000000001	0.09023359500023612	25	10.922094562423464	sucA
PA1288	PA1288	0.0100244719670436	5428.0	1.1368842122	-1.1368842122	0.7172804900557279	5117.0	0.23757999999999987	0.1607212701127836	25	5.595427484918006	
PA1183	PA1183	0.00813047983235851	5427.0	1.135099053	-1.135099053	0.744019693733508	4848.0	0.23748000000000016	0.22489013428783391	25	3.991366966107767	dctA
PA2007	PA2007	0.366861309379659	5426.0	1.12834018085	-1.12834018085	0.622498837943921	5475.0	0.3537999999999996	0.2511480721938085	25	3.083998113480621	maiA
PA3328	PA3328	0.011026570961148997	5425.0	1.1234692226	1.1234692226	0.787147550536764	3887.0	0.1620599999999998	0.15296325266764765	25	6.285229987158492	
PA0512	PA0512	0.0100702673400147	5424.0	1.1201497579000002	-1.1201497579000002	0.704147304959345	5178.0	0.30598	0.2236152052075172	25	3.6409409509717476	nirH
PA0783	PA0783	0.08542663318922	5423.0	1.1182256996	-1.1182256996	0.65014526141327	5205.0	0.23948000000000058	0.15176396695746577	25	5.790213034206476	putP
PA1203	PA1203	0.00439186829499471	5422.0	1.11445767895	1.11445767895	0.8742707278363979	1115.5	0.0988800000000006	0.08804086172529983	25	11.535299167320149	
PA2081	PA2081	0.00524136577030153	5421.0	1.1125647677	-1.1125647677	0.613037522530151	5388.0	0.3171999999999998	0.22117969692838765	25	3.596011653626232	kynB
PA0587	PA0587	0.0122627681072761	5420.0	1.10615059225	1.10615059225	0.613037522530151	5491.0	0.36602000000000035	0.22306648298956375	25	3.317982075705326	
PA2015	PA2015	0.0055163877855096705	5419.0	1.1051904352	-1.1051904352	0.6862296459570301	5431.0	0.39470000000000005	0.37471536419883633	25	1.896080340124485	liuA
PA0743	PA0743	0.00816848596739699	5418.0	1.10375887685	1.10375887685	0.598970204550306	5514.0	0.4389400000000002	0.20774389882737831	25	3.2001848458732405	
PA2862	PA2862	0.00969138759908385	5417.0	1.0960045442	1.0960045442	0.598970204550306	5433.0	0.5260400000000004	0.45057019245988006	25	1.264985020620845	lipA
PA0892	PA0892	0.0109777162723748	5416.0	1.0901822722499999	1.0901822722499999	0.6269235631131589	3940.0	0.16256000000000007	0.1342936241971297	25	6.9074185598591225	aotP
PA0482	PA0482	0.00640312935471359	5415.0	1.0879911773	1.0879911773	0.7053062627141979	4262.5	0.16882000000000041	0.13600941143906206	25	6.758143922355159	glcB
PA1745	PA1745	0.0053638543359931104	5414.0	1.08564550655	1.08564550655	0.6191700908338089	5284.0	0.28194000000000013	0.15018518568753747	25	5.351429988721532	
PA1888	PA1888	0.00789409732981945	5413.0	1.0837841044499998	1.0837841044499998	0.613037522530151	5266.0	0.3395200000000001	0.2616925072166436	25	2.8440405587686794	
PA3871	PA3871	0.00640312935471359	5412.0	1.08312571775	-1.08312571775	0.801911448148593	3350.5	0.1667000000000001	0.16627011156548893	25	5.5116683877910715	
PA1196	PA1196	0.00431108665748166	5411.0	1.08287584935	1.08287584935	0.7745685826590442	3448.5	0.1747199999999998	0.174962083987741	25	5.190586603973188	ddaR
PA2554	PA2554	0.0295508696150343	5410.0	1.08219660755	-1.08219660755	0.8557131574207091	4591.0	0.20157999999999962	0.19326475148527866	25	4.556529842003179	
PA0513	PA0513	0.00838463258601585	5409.0	1.07770971115	-1.07770971115	0.6411656462277601	5366.0	0.3710000000000001	0.2521930890541345	25	2.802256452786068	nirG
PA3335	PA3335	0.0354985424674155	5408.0	1.0752816123	1.0752816123	0.86314667016322	3308.0	0.14253999999999986	0.1630405701044986	25	5.7209172643482065	
PA0514	PA0514	0.0055163877855096705	5407.0	1.0738393595	-1.0738393595	0.633959986105173	5355.0	0.2896400000000001	0.16290043738431137	25	4.813979459428539	nirL
PA1000	PA1000	0.0157818930073821	5406.0	1.06920283645	-1.06920283645	0.6191700908338089	5482.0	0.3816799999999998	0.21429792735037473	25	3.208257051062878	pqsE
PA1245	PA1245	0.0136694953288462	5405.0	1.0681178899	1.0681178899	0.6942532320056911	4403.5	0.19524000000000008	0.17376751230691342	25	5.023251344925146	aprX
PA4703	PA4703	0.0115669127202019	5404.0	1.0660595586	1.0660595586	0.598970204550306	5527.0	0.5104199999999994	0.22898874972364924	25	2.426492826702463	
PA3723	PA3723	0.0109565289202019	5403.0	1.0589364875	1.0589364875	0.598970204550306	5513.0	0.40055999999999964	0.18127036207462835	25	3.6320139705405854	
PA3465	PA3465	0.0115669127202019	5402.0	1.05883305615	1.05883305615	0.661680655708042	5064.5	0.21475999999999984	0.15453432196980305	25	5.462042641342401	
PA0494	PA0494	0.00530372417738097	5401.0	1.05171737385	-1.05171737385	0.7929123472155211	3002.5	0.11068000000000029	0.08076855823895818	25	11.651035927444557	
PA0516	PA0516	0.00576768888253295	5400.0	1.0514828625	-1.0514828625	0.732538793324932	5375.0	0.2997599999999997	0.2036117179011724	25	3.69194302886274	nirF
PA4661	PA4661	0.0224004571270842	5399.0	1.0492822290000001	1.0492822290000001	0.830843161218477	2901.5	0.11113999999999978	0.07088466571363275	25	13.234769742584453	pagL
PA5046	PA5046	0.0495767427882647	5398.0	1.03869699685	-1.03869699685	0.6191700908338089	5291.5	0.2350199999999998	0.1371946974193974	25	5.857930459172189	
PA0872	PA0872	0.037458760657481	5397.0	1.0319055624	-1.0319055624	0.607833443230081	5508.0	0.5005799999999997	0.4551151795608083	25	1.1674529575408492	phhA
PA3924	PA3924	0.0055163877855096705	5396.0	1.0269356244499999	1.0269356244499999	0.6086369885122621	5285.0	0.2539999999999997	0.14226969693742472	25	5.43289007489743	
PA4400	PA4400	0.0118382642672152	5395.0	1.01643665085	1.01643665085	0.8569991015543191	810.5	0.06392000000000005	0.05838087586416137	25	16.31555944906142	mutT
PA0105	PA0105	0.00846306642436939	5394.0	1.0137802173000001	1.0137802173000001	0.598970204550306	5546.0	0.6364399999999996	0.27997482476108476	25	1.3477648128613067	coxB
PA1174	PA1174	0.00791020956146792	5393.0	1.01194373045	1.01194373045	0.607833443230081	5494.0	0.43168000000000056	0.253958283975932	25	2.2848781357531616	napA
PA2013	PA2013	0.0495842220334838	5392.0	1.0118015642	-1.0118015642	0.702485690015923	5330.0	0.34551999999999994	0.28043216202853755	25	2.3759099504863403	liuC
PA4620	PA4620	0.00565662183033131	5391.0	1.0099752132	1.0099752132	0.821038455924176	2988.0	0.11201999999999998	0.08432569300041343	25	10.648655009518837	
PA0794	PA0794	0.0116551105865032	5390.0	1.0092453264	-1.0092453264	0.7172804900557279	4792.5	0.24078000000000016	0.192092104644274	25	4.000504486236347	
PA0517	PA0517	0.0267486699694787	5389.0	1.0088661338	-1.0088661338	0.686699854229556	5373.0	0.29759999999999986	0.20469387712712186	25	3.4747797236664764	nirC
PA2664	PA2664	0.0394119602575469	5388.0	1.0053492129500001	1.0053492129500001	0.796300547789843	4425.5	0.1750800000000005	0.15892350623282053	25	5.22433233843751	fhp
PA1250	PA1250	0.0354309055190823	5387.0	0.997384501649998	0.997384501649998	0.730673434984145	4582.5	0.1901600000000007	0.13486565228651382	25	5.985397230238418	aprI
