	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA2663	PA2663	0.0297136146125482	5480.0	1.4616923080500002	-1.4616923080500002	0.8070519245944291	5084.0	0.3076200000000004	0.19645229912966966	25	5.874567582883041	ppyR
PA0866	PA0866	0.020358701007828	5479.0	1.45699880725	1.45699880725	0.834540951262639	4139.0	0.24438000000000007	0.2275925764020725	25	5.328024430409135	aroP2
PA5173	PA5173	0.0100124094223292	5478.0	1.4507964516499998	-1.4507964516499998	0.8338148862014301	5505.0	0.6694800000000005	0.3092511614098374	25	2.526478633380309	arcC
PA3179	PA3179	0.0171674001837184	5477.0	1.43265792275	1.43265792275	0.8070519245944291	5345.0	0.46361999999999964	0.2303302556475518	25	4.207167312976932	
PA3049	PA3049	0.37236488790955397	5476.0	1.4300927543000002	-1.4300927543000002	0.8070519245944291	5549.0	0.96516	0.5520016930831526	25	0.8422668990436655	rmf
PA2194	PA2194	0.0602427270766477	5475.0	1.4218756785	-1.4218756785	0.765355222948496	5472.0	0.6562600000000001	0.24546881675683346	25	3.1189936408844745	hcnB
PA0513	PA0513	0.0208280052611537	5474.0	1.4131031557	-1.4131031557	0.8070519245944291	5480.0	0.6276599999999999	0.2671033164651207	25	2.9405967926368524	nirG
PA0512	PA0512	0.0249335172820867	5473.0	1.39366742775	-1.39366742775	0.8070519245944291	5384.0	0.5153399999999997	0.24214134646248855	25	3.627333541263127	nirH
PA3713	PA3713	0.0125269851966448	5472.0	1.38854780645	1.38854780645	0.818672577943062	5394.0	0.5320200000000002	0.2728286046220228	25	3.139435498842341	spdH
PA1000	PA1000	0.0403346232379762	5471.0	1.3829318164	-1.3829318164	0.888687331011984	5067.0	0.3763599999999995	0.26102173121536554	25	3.8562759189176155	pqsE
PA3876	PA3876	0.0140581469881037	5470.0	1.37971999045	-1.37971999045	0.8338148862014301	5215.0	0.40519999999999984	0.24393027521541188	25	3.9950760092793454	narK2
PA2321	PA2321	0.0167706463784839	5469.0	1.37780764635	1.37780764635	0.8338148862014301	4994.0	0.4830199999999996	0.31454562069753844	25	2.8446991071301944	
PA1658	PA1658	0.0523470300229102	5468.0	1.3632013824	-1.3632013824	0.765355222948496	5455.0	0.5855800000000001	0.22947429413044637	25	3.3887080265206317	hsiC2
PA3610	PA3610	0.0332096802312783	5467.0	1.3492615661000003	1.3492615661000003	0.829679000481668	5498.0	0.6208000000000002	0.3303215289683673	25	2.2053105904876094	potD
PA1634	PA1634	0.0253130707114297	5466.0	1.3484089562000001	1.3484089562000001	0.906850326358393	2277.0	0.10669999999999961	0.08946193324537545	25	13.879746515137914	kdpB
PA4129	PA4129	0.10638557917592802	5465.0	1.3335628264	-1.3335628264	0.8070519245944291	5494.0	0.6609999999999997	0.3281318650075507	25	2.0496723973592865	
PA4658	PA4658	0.0355458401608346	5464.0	1.32341163705	-1.32341163705	0.892156110982986	2325.0	0.13284000000000012	0.09493053600747586	25	12.54150336785459	
PA1514	PA1514	0.0249335172820867	5463.0	1.3128754375	1.3128754375	0.927406818788944	960.5	0.1592600000000003	0.17105080385663227	25	6.744285390596074	
PA3894	PA3894	0.0456258657419645	5462.0	1.30679302515	1.30679302515	0.831510884097759	3612.0	0.19665999999999986	0.14858700593703766	25	7.471265863048674	
PA1579	PA1579	0.07367988658052099	5461.0	1.29883707995	-1.29883707995	0.8471967826822201	4035.0	0.1944399999999996	0.12433953179366006	25	8.882107436134905	
PA4134	PA4134	0.0735138908985309	5460.0	1.2853836851	-1.2853836851	0.8070519245944291	5440.0	0.5213600000000005	0.25217778616153613	25	3.0297025631377106	
PA4720	PA4720	0.0332357548298363	5459.0	1.2840866376	1.2840866376	0.8070519245944291	5293.0	0.40161999999999937	0.15448977042725706	25	5.71213637744072	trmA
PA2007	PA2007	0.0357684342875949	5458.0	1.2818572191	1.2818572191	0.8297229426179691	4971.5	0.3471000000000003	0.26138700554286665	25	3.5761426516158714	maiA
PA1002	PA1002	0.0463494129259864	5457.0	1.26270275985	-1.26270275985	0.8942788131909549	4741.0	0.31132000000000026	0.22439956365079466	25	4.239681861995593	phnB
PA3692	PA3692	0.101201271195069	5456.0	1.26211781295	-1.26211781295	0.765355222948496	5531.0	0.7237599999999996	0.23217172703267142	25	2.3187914386933173	lptF
PA2009	PA2009	0.0309273981281159	5455.0	1.2594941129000001	1.2594941129000001	0.8620358877118531	4765.5	0.32597999999999977	0.2592034866663648	25	3.601472051576136	hmgA
PA3363	PA3363	0.058763656770810996	5454.0	1.24788608575	1.24788608575	0.834540951262639	4045.0	0.20390000000000033	0.12134609594049618	25	8.60337596902939	amiR
PA1342	PA1342	0.0254507499819812	5453.0	1.2477022099	-1.2477022099	0.82634108213267	4344.0	0.2904199999999998	0.22027244872354454	25	4.345900794435932	aatJ
PA3326	PA3326	0.548781168744413	5452.0	1.24683012745	-1.24683012745	0.8070519245944291	5468.0	0.6486999999999997	0.26926949790126614	25	2.2213066541584983	clpP2
PA0141	PA0141	0.0333827261768145	5451.0	1.2283938389	-1.2283938389	0.765355222948496	5499.0	0.6433	0.25071356498336267	25	2.3337143282966233	
PA0654	PA0654	0.0523470300229102	5450.0	1.22560119975	1.22560119975	0.765355222948496	5522.0	0.6692400000000004	0.24299730451179882	25	2.2895776595866946	speD
PA0586	PA0586	0.381467324604448	5449.0	1.2196314098999999	-1.2196314098999999	0.8070519245944291	5471.0	0.60136	0.28811237390990363	25	2.145938411146968	
PA4352	PA4352	0.0332357548298363	5448.0	1.2193098579000001	-1.2193098579000001	0.765355222948496	5527.0	0.7801399999999994	0.32583938144429414	25	1.347810862988278	
PA0751	PA0751	0.0976130414325606	5447.0	1.21827940405	1.21827940405	0.9277283792920581	1611.0	0.12322000000000008	0.14779046823120917	25	7.409540122282083	
PA4673	PA4673	0.0622744260557745	5446.0	1.20824909805	1.20824909805	0.8070519245944291	5375.0	0.45166000000000006	0.18969282845344124	25	3.9884960555359075	
PA3904	PA3904	0.0531028598847218	5445.0	1.2018450337	-1.2018450337	0.8361323099449409	4568.5	0.3530999999999996	0.2922563800273087	25	2.9041112246059195	
PA0713	PA0713	0.0612280318009167	5444.0	1.1842795374500001	-1.1842795374500001	0.8226762297727219	5194.0	0.44545999999999997	0.2676230994016274	25	2.760671777219196	
PA2968	PA2968	0.0547971698854371	5443.0	1.17889928075	1.17889928075	0.8070519245944291	5391.0	0.4587800000000001	0.19759966261779535	25	3.6443345662127045	fabD
PA2629	PA2629	0.0424067021788673	5442.0	1.1765276107	1.1765276107	0.765355222948496	5442.0	0.50164	0.16452403066624227	25	4.102061005720767	purB
PA3870	PA3870	0.0332357548298363	5441.0	1.1712991227	-1.1712991227	0.8070519245944291	4225.5	0.21732000000000004	0.1474191077619637	25	6.471204019497807	moaA1
PA5425	PA5425	0.0355458401608346	5440.0	1.16370727165	1.16370727165	0.810656270055068	5328.0	0.4067199999999998	0.19264637724770908	25	3.9294134801021925	purK
PA3009	PA3009	0.10638557917592802	5439.0	1.1618247045	1.1618247045	0.7868439630752478	4597.0	0.3112399999999998	0.21577414503750608	25	3.942014018186242	
PA4390	PA4390	0.0496877450056213	5438.0	1.16041154315	1.16041154315	0.8070519245944291	4930.5	0.33616	0.22091489311497303	25	3.731081827611442	
PA1561	PA1561	0.0397032198281415	5437.0	1.14945063815	-1.14945063815	0.810656270055068	4897.5	0.3131599999999998	0.1711935259679329	25	4.885059954350433	aer
PA3914	PA3914	0.0355458401608346	5436.0	1.14887089345	-1.14887089345	0.8070519245944291	4660.5	0.29616000000000003	0.1896966174360173	25	4.495129670604752	moeA1
PA0588	PA0588	0.45098240088226293	5435.0	1.1437803094499999	-1.1437803094499999	0.8070519245944291	5526.0	0.7174200000000002	0.27525225854356433	25	1.5489802398207004	
PA1633	PA1633	0.0346565131136351	5434.0	1.14016696385	1.14016696385	0.8786539027079331	1374.0	0.09822000000000022	0.0680649322338604	25	15.308131950679595	kdpA
PA3393	PA3393	0.0884413508358588	5433.0	1.13880268055	-1.13880268055	0.8070519245944291	4929.0	0.33380000000000004	0.13954031675469264	25	5.768961252719302	nosD
PA1140	PA1140	0.0924952698748471	5432.0	1.13815180085	1.13815180085	0.892156110982986	2973.0	0.16908000000000015	0.12414538520084661	25	7.805943002087453	
PA0858	PA0858	0.0456258657419645	5431.0	1.13549427885	1.13549427885	0.765355222948496	5393.0	0.4726999999999995	0.20492229218250857	25	3.234368851680131	
PA3332	PA3332	0.5690706659282231	5430.0	1.1332891458499998	-1.1332891458499998	0.8070519245944291	5490.0	0.6956200000000003	0.2672863742006565	25	1.637454012232714	
PA1340	PA1340	0.0860698700524509	5429.0	1.13318027655	-1.13318027655	0.905874695370887	3116.5	0.21972000000000044	0.19172751280571804	25	4.764367216694821	aatM
PA2014	PA2014	0.0457519083025414	5428.0	1.12867653875	-1.12867653875	0.8338148862014301	5307.0	0.4191400000000003	0.22052746994422265	25	3.217451952491273	liuB
PA3979	PA3979	0.163554047400224	5427.0	1.12206938625	1.12206938625	0.8130728508312121	5005.5	0.36739999999999995	0.18328421690551172	25	4.117481575836144	
PA3651	PA3651	0.0523470300229102	5426.0	1.1169655922	1.1169655922	0.8070519245944291	5271.0	0.3772399999999998	0.18397130210986695	25	4.02087490666473	cdsA
PA0510	PA0510	0.0597213816146232	5425.0	1.1133463205	-1.1133463205	0.765355222948496	5453.0	0.5856199999999998	0.2515859395912255	25	2.0975986231879453	nirE
PA2001	PA2001	0.0465377188172987	5424.0	1.1065450466	1.1065450466	0.8907755080864901	4200.5	0.25489999999999996	0.16543849562098084	25	5.147804586854541	atoB
PA1585	PA1585	0.0904383509436668	5423.0	1.0965603218000002	1.0965603218000002	0.872290924514009	4733.5	0.26844000000000035	0.16981658733272562	25	4.876557318734974	sucA
PA3823	PA3823	0.0884413508358588	5422.0	1.0953817122	1.0953817122	0.8070519245944291	5388.0	0.44889999999999963	0.19753153756636777	25	3.2728025112586985	tgt
PA3818	PA3818	0.218578242081637	5421.0	1.09083406485	1.09083406485	0.765355222948496	5463.0	0.5658200000000003	0.21736748261872088	25	2.4153293699909764	
PA4920	PA4920	0.0456258657419645	5420.0	1.0906640881999998	-1.0906640881999998	0.8942788131909549	2780.5	0.14229999999999957	0.11696972542785072	25	8.107773910993494	nadE
PA0492	PA0492	0.135323730995527	5419.0	1.08998356765	-1.08998356765	0.8887595509440219	3812.5	0.20542000000000052	0.17498634946760816	25	5.055043266753454	
PA2305	PA2305	0.0756681563056489	5418.0	1.0826937719499998	-1.0826937719499998	0.8070519245944291	4907.5	0.37470000000000003	0.19203509878838965	25	3.6867935935511635	ambB
PA5015	PA5015	0.0970692893977093	5417.0	1.0817048814	1.0817048814	0.8468166478037851	5066.0	0.34448000000000006	0.23796159003783254	25	3.0980835238274866	aceE
PA0132	PA0132	0.0597213816146232	5416.0	1.0816812856	-1.0816812856	0.8338148862014301	5294.0	0.4576999999999998	0.20447019954017787	25	3.0516979344825725	bauA
PA3790	PA3790	0.351437004840286	5415.0	1.08137995735	-1.08137995735	0.834540951262639	5082.0	0.31830000000000036	0.1681013459196568	25	4.539404209855107	oprC
PA2250	PA2250	0.117834788555503	5414.0	1.0806118818000001	-1.0806118818000001	0.8338148862014301	5353.0	0.4965599999999995	0.26007003543917445	25	2.245748460847192	lpdV
PA3364	PA3364	0.11702520321895199	5413.0	1.0776251232	1.0776251232	0.855183467554935	3319.0	0.1759800000000005	0.10082632344779767	25	8.942556788424621	amiC
PA4236	PA4236	0.0622744260557745	5412.0	1.0741435146	-1.0741435146	0.8070519245944291	5411.0	0.5342400000000004	0.27652215553188453	25	1.952478323342687	katA
PA5172	PA5172	0.0439708870619114	5411.0	1.07326343374999	-1.07326343374999	0.765355222948496	5518.0	0.7352800000000002	0.3086784694467688	25	1.0949368589125865	arcB
PA0745	PA0745	0.0622744260557745	5410.0	1.06403554155	-1.06403554155	0.8338148862014301	5397.0	0.4903200000000003	0.26311756244436924	25	2.1804532400656456	
PA0622	PA0622	0.195452993990485	5409.0	1.0593039691500001	-1.0593039691500001	0.905847053505245	3872.0	0.34530000000000044	0.4354461792231043	25	1.6397065888231714	
PA2249	PA2249	0.0976130414325606	5408.0	1.0559353026	-1.0559353026	0.8338148862014301	5349.0	0.46608000000000027	0.21881692690466167	25	2.695656642947916	bkdB
PA1557	PA1557	0.0904383509436668	5407.0	1.05214234295001	-1.05214234295001	0.765355222948496	5506.0	0.63556	0.3026798129487111	25	1.3763135998124847	ccoN2
PA1562	PA1562	0.267981600144104	5406.0	1.04598953355	-1.04598953355	0.8070519245944291	5436.0	0.4950800000000001	0.19904122688528622	25	2.767816206576674	acnA
PA3040	PA3040	0.202996995629434	5405.0	1.0439737517	-1.0439737517	0.8070519245944291	5464.0	0.5812400000000004	0.25877826415678745	25	1.7881476761882926	
PA2002	PA2002	0.31777549730381	5404.0	1.04188132095	1.04188132095	0.848406644909011	2785.5	0.14971999999999994	0.12068511714374723	25	7.392471765075661	
PA4645	PA4645	0.0930518428986954	5403.0	1.03893196495	1.03893196495	0.8070519245944291	5434.0	0.5321999999999999	0.2533804780693783	25	1.9998855823898611	
PA4438	PA4438	0.137471743964786	5402.0	1.0388196988	1.0388196988	0.816704384300206	5405.0	0.4583	0.2232054826835581	25	2.600830821091487	
PA1323	PA1323	0.22311037601223999	5401.0	1.0369468063	-1.0369468063	0.765355222948496	5539.0	0.7912199999999997	0.313276371595433	25	0.7843770822822649	
PA2000	PA2000	0.0970692893977093	5400.0	1.03578926525	1.03578926525	0.834540951262639	4997.0	0.3570800000000002	0.260890489477865	25	2.60151018386427	dchB
PA4839	PA4839	0.0597405227346886	5399.0	1.0355766006	1.0355766006	0.846972548628775	4496.0	0.2494199999999996	0.16728740737624737	25	4.699436813147864	speA
PA0958	PA0958	0.0520377546270931	5398.0	1.03534626525	-1.03534626525	0.8887595509440219	4018.5	0.2190999999999998	0.19597602957164603	25	4.165031136890097	oprD
PA1659	PA1659	0.17098319010639904	5397.0	1.0350382002	-1.0350382002	0.765355222948496	5347.5	0.49480000000000013	0.1796512245992226	25	3.0071501121420003	hsiF2
PA3911	PA3911	0.07784728356811	5396.0	1.03470610395	-1.03470610395	0.8070519245944291	5309.5	0.46045999999999965	0.19313768404948825	25	2.9732473327310873	
PA1768	PA1768	0.0656237978311078	5395.0	1.0344356572	1.0344356572	0.8070519245944291	5068.0	0.3575800000000002	0.20735118559262364	25	3.264296055339644	
PA3871	PA3871	0.0496877450056213	5394.0	1.0318993886499999	-1.0318993886499999	0.8070519245944291	4716.0	0.3150200000000002	0.19146319707278822	25	3.744215074281168	
PA5171	PA5171	0.058763656770810996	5393.0	1.03061844905	-1.03061844905	0.765355222948496	5507.0	0.7416799999999995	0.3463882960878829	25	0.8341461080333196	arcA
PA3691	PA3691	0.29751412296199503	5392.0	1.026559697	-1.026559697	0.765355222948496	5536.0	0.8029599999999998	0.274608430314876	25	0.8142492083859648	
PA0125	PA0125	0.0826696546801018	5391.0	1.0251472151999999	1.0251472151999999	0.811270680081897	3848.0	0.19347999999999996	0.09140642756392996	25	9.098563824938122	
PA4753	PA4753	0.111592207447884	5390.0	1.0224506334999999	1.0224506334999999	0.8070519245944291	5160.0	0.37431999999999915	0.19085088420020446	25	3.3960054008453286	
PA3537	PA3537	0.0825923235739539	5389.0	1.0216923298	1.0216923298	0.765355222948496	4974.0	0.2927000000000005	0.09717220538816627	25	7.502066325323691	argF
PA3309	PA3309	0.0602427270766477	5388.0	1.01527168615	-1.01527168615	0.79889128480082	5529.0	0.69036	0.3737038577983019	25	0.8694362644909158	
PA3041	PA3041	0.0622744260557745	5387.0	1.0146600492	-1.0146600492	0.8070519245944291	5401.0	0.5367399999999997	0.22368854463293372	25	2.1365423517071602	
PA3892	PA3892	0.0884413508358588	5386.0	1.01265948425	1.01265948425	0.9030712729354309	2713.0	0.12745999999999982	0.08591552537230991	25	10.303137650780112	
