	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA0905	PA0905	0.9997611525928001	5508.0	0.876999999999999	0.99934564768333	4146.0	0.13593999999999976	0.1281976273831413	25	5.7806062025251865	rsmA
PA5220	PA5220	0.478447863302003	5507.0	0.828500000000001	0.99934564768333	5456.0	0.1808199999999996	0.134803165145828	25	4.804634960160995	
PA3161	PA3161	0.9997611525928001	5506.0	0.8270000000000001	0.99934564768333	1115.5	0.06039999999999984	0.07466285332524202	25	10.26748866214075	himD
PA5561	PA5561	0.710471952571611	5505.0	0.826999999999998	0.99934564768333	3916.5	0.07777999999999996	0.05608997236583366	25	13.357467803930918	atpI
PA3154	PA3154	0.9997611525928001	5504.0	0.821499999999999	0.99934564768333	2519.0	0.059140000000000394	0.05025218071553406	25	15.170684916452515	wzy
PA4230	PA4230	0.9997611525928001	5502.5	0.819999999999999	0.99934564768333	5266.0	0.18106000000000053	0.1442934885340754	25	4.428058441799406	pchB
PA0169	PA0169	0.8059945662923079	5502.5	0.819999999999999	0.99934564768333	4922.0	0.1420400000000004	0.1201982667650965	25	5.640347554469616	siaD
PA0527	PA0527	0.9997611525928001	5501.0	0.8069999999999989	0.99934564768333	4481.0	0.11914000000000033	0.10003681822209248	25	6.876068353882222	dnr
PA2731	PA2731	0.9997611525928001	5500.0	0.806000000000001	0.99934564768333	4547.5	0.11048000000000019	0.0984163646622518	25	7.067117367999793	
PA5172	PA5172	0.9997611525928001	5499.0	0.7885000000000011	0.99934564768333	5309.5	0.17303999999999983	0.13866010000477227	25	4.43862365582326	arcB
PA2501	PA2501	0.9997611525928001	5498.0	0.7879999999999979	0.99934564768333	4879.5	0.13949999999999999	0.1333508842615355	25	4.863109859310135	
PA2397	PA2397	0.9997611525928001	5497.0	0.7845000000000021	0.99934564768333	2091.5	0.07647999999999963	0.0787348503946418	25	8.992460091702744	pvdE
PA0171	PA0171	0.9997611525928001	5496.0	0.7845	0.99934564768333	4826.0	0.14635999999999996	0.11864447240951984	25	5.378590228774929	
PA1151	PA1151	0.9997611525928001	5495.0	0.7740000000000021	0.99934564768333	4971.0	0.12438000000000045	0.10225746509016663	25	6.352788028015286	imm2
PA4674	PA4674	0.9997611525928001	5494.0	0.7585	0.99934564768333	3858.5	0.10632000000000011	0.09438847916986447	25	6.909529698283583	
PA3153	PA3153	0.9997611525928001	5493.0	0.757499999999999	0.99934564768333	2329.5	0.054079999999999996	0.04481180090110197	25	15.697204438456325	wzx
PA4352	PA4352	0.9997611525928001	5492.0	0.7535000000000011	0.99934564768333	5450.0	0.16464000000000062	0.10885325749221597	25	5.409668149270677	
PA4228	PA4228	0.9997611525928001	5491.0	0.7515	0.99934564768333	5375.5	0.16286000000000014	0.1338622208342098	25	4.397357195567811	pchD
PA5170	PA5170	0.9997611525928001	5490.0	0.7479999999999979	0.99934564768333	5395.0	0.17794000000000004	0.13498906745856648	25	4.2230086534598215	arcD
PA3309	PA3309	0.594964567230922	5489.0	0.746	0.99934564768333	5484.0	0.1910800000000002	0.12526968241890465	25	4.429802880351646	
PA2985	PA2985	0.9997611525928001	5488.0	0.7440000000000021	0.99934564768333	1138.5	0.04687999999999988	0.04456929997206556	25	15.641259800735753	
PA2621	PA2621	0.9997611525928001	5487.0	0.7379999999999979	0.99934564768333	4540.5	0.10439999999999984	0.09060847550496266	25	6.992723323827422	clpS
PA4739	PA4739	0.9997611525928001	5486.0	0.7334999999999979	0.99934564768333	5355.5	0.15132000000000004	0.14255823956077301	25	4.083804638677604	
PA1420	PA1420	0.9997611525928001	5485.0	0.7204999999999989	0.99934564768333	3446.0	0.06534000000000045	0.052663182901656225	25	12.440569747245453	
PA3336	PA3336	0.9997611525928001	5484.0	0.72	0.99934564768333	5403.5	0.13871999999999995	0.09147097444909325	25	6.35480275028121	
PA1718	PA1718	0.9997611525928001	5483.0	0.7165	0.99934564768333	5047.0	0.12127999999999989	0.10095575350947886	25	5.895850204754444	pscE
PA3156	PA3156	0.9997611525928001	5482.0	0.7155	0.99934564768333	4490.0	0.09685999999999984	0.09943020164919698	25	6.221852010143202	wbpD
PA4525	PA4525	0.9997611525928001	5481.0	0.7149999999999979	0.99934564768333	5457.0	0.18422000000000044	0.16107898424892916	25	3.2951536320823673	pilA
PA3009	PA3009	0.9997611525928001	5480.0	0.7125	0.99934564768333	4819.0	0.13815999999999984	0.1296070760671139	25	4.431393851540883	
PA5315	PA5315	0.9997611525928001	5479.0	0.709999999999997	0.99934564768333	5084.5	0.1301999999999998	0.08039524757927757	25	7.211869077562796	rpmG
PA3530	PA3530	0.9997611525928001	5478.0	0.7090000000000001	0.99934564768333	5494.0	0.23571999999999985	0.21167275647407574	25	2.2359041753111217	bfd
PA1776	PA1776	0.9997611525928001	5477.0	0.706	0.99934564768333	5110.5	0.12335999999999998	0.11717575118882993	25	4.972359844837432	sigX
PA3157	PA3157	0.9997611525928001	5476.0	0.7034999999999979	0.999349905840128	3485.5	0.08515999999999976	0.07526214187757357	25	8.21581720336675	
PA3724	PA3724	0.9997611525928001	5475.0	0.703	0.99934564768333	5526.0	0.2574000000000001	0.24023924707119243	25	1.8548176679389563	lasB
PA1673	PA1673	0.9997611525928001	5474.0	0.6964999999999979	0.99934564768333	5297.0	0.16215999999999972	0.13020838426665685	25	4.103729594752597	
PA1706	PA1706	0.9997611525928001	5473.0	0.693499999999999	0.99934564768333	2687.0	0.07644000000000006	0.06731801393386438	25	9.166342913892567	pcrV
PA5212	PA5212	0.9997611525928001	5472.0	0.6934999999999979	0.99934564768333	4892.0	0.12622000000000033	0.12388494998720945	25	4.579087290736822	
PA1710	PA1710	0.9997611525928001	5471.0	0.6895000000000021	0.99934564768333	4249.5	0.08240000000000013	0.06604685836586018	25	9.191958785337379	exsC
PA3155	PA3155	0.9997611525928001	5470.0	0.6890000000000001	0.99934564768333	5162.5	0.16878	0.13683993690927104	25	3.8016679322566582	wbpE
PA0170	PA0170	0.9997611525928001	5469.0	0.688499999999999	0.99934564768333	4917.0	0.16665999999999961	0.141111932521669	25	3.6980572136935774	
PA0161	PA0161	0.9997611525928001	5468.0	0.6815	0.99934564768333	2725.0	0.05490000000000004	0.035877395390411994	25	17.46503594203092	
PA5171	PA5171	0.9997611525928001	5467.0	0.6789999999999979	0.99934564768333	5365.5	0.17899999999999971	0.151087171306281	25	3.3093478134315446	arcA
PA2837	PA2837	0.9997611525928001	5466.0	0.6765000000000021	0.99934564768333	1984.5	0.04835999999999978	0.04432703276030692	25	14.170585326488998	
PA0258	PA0258	0.9997611525928001	5465.0	0.676500000000001	0.99934564768333	4577.5	0.09558000000000026	0.09421912403187219	25	6.165627264837325	
PA1421	PA1421	0.9997611525928001	5464.0	0.6764999999999979	0.99934564768333	1979.0	0.0573200000000005	0.056528363087332154	25	10.953439409582938	gbuA
PA3148	PA3148	0.9997611525928001	5463.0	0.6745	0.99934564768333	4444.0	0.10664000000000012	0.09419798741657587	25	6.028366588011353	wbpI
PA5446	PA5446	0.9997611525928001	5461.5	0.6710000000000009	0.99934564768333	5545.0	0.27979999999999994	0.19904563965750885	25	1.9653783959956406	
PA2730	PA2730	0.9997611525928001	5461.5	0.6710000000000009	0.99934564768333	3674.0	0.09288000000000039	0.08115498033598044	25	7.12365399642255	
PA3684	PA3684	0.9997611525928001	5460.0	0.6649999999999979	0.99934564768333	5107.0	0.12768000000000027	0.10184239048647677	25	5.275995559740384	
PA0665	PA0665	0.9997611525928001	5459.0	0.663999999999999	0.99934564768333	3858.5	0.09284000000000014	0.09496553322126904	25	6.014392597251048	
PA3295	PA3295	0.9997611525928001	5458.0	0.658500000000001	0.99934564768333	5012.0	0.1156399999999998	0.07762201685089092	25	6.9936343066531705	
PA0438	PA0438	0.9997611525928001	5457.0	0.656500000000001	0.99934564768333	4249.5	0.10360000000000028	0.08350386717591814	25	6.621250233060497	codB
PA4616	PA4616	0.9997611525928001	5456.0	0.6514999999999991	0.99934564768333	5294.0	0.12321999999999936	0.07834593161102832	25	6.7429155431171965	
PA0960	PA0960	0.9997611525928001	5455.0	0.649000000000001	0.99934564768333	2687.0	0.06257999999999991	0.06312218310546623	25	9.290236350352377	
PA2592	PA2592	0.9997611525928001	5454.0	0.647500000000001	0.99934564768333	4613.5	0.10218000000000023	0.07209352721754382	25	7.564063252925404	
PA4564	PA4564	0.9997611525928001	5453.0	0.646999999999999	0.99934564768333	2793.5	0.07132000000000005	0.05263947346494507	25	10.936279603620456	
PA0648	PA0648	0.9997611525928001	5452.0	0.645000000000001	0.99934564768333	4414.5	0.0963999999999999	0.08541186978400533	25	6.422994852909013	
PA0852	PA0852	0.9997611525928001	5451.0	0.644500000000001	0.99934564768333	5481.0	0.2236799999999999	0.19975416558026193	25	2.106689483934262	cbpD
PA1664	PA1664	0.9997611525928001	5450.0	0.6415000000000021	0.99934564768333	5407.0	0.14386000000000007	0.08010572701124484	25	6.212289914429536	orfX
PA1557	PA1557	0.9997611525928001	5449.0	0.6354999999999991	0.99934564768333	5100.0	0.16759999999999983	0.14642916376186826	25	3.1954017080977515	ccoN2
PA2394	PA2394	0.9997611525928001	5448.0	0.6295	0.99934564768333	3549.5	0.0820599999999998	0.0845206237159507	25	6.476999055754572	pvdN
PA4278	PA4278	0.9997611525928001	5447.0	0.6255	0.99934564768333	5282.5	0.11898000000000025	0.06513839113763885	25	7.776059419854441	
PA4067	PA4067	0.9997611525928001	5446.0	0.623999999999999	0.99934564768333	5398.5	0.1486399999999999	0.10890042470073286	25	4.365088577995235	oprG
PA5482	PA5482	0.9997611525928001	5445.0	0.623499999999998	0.99934564768333	5444.0	0.18617999999999976	0.16317123418870946	25	2.6801292652737576	
PA1714	PA1714	0.9997611525928001	5444.0	0.6225	0.99934564768333	813.0	0.05938000000000002	0.0744156793514198	25	7.5672224577931795	exsD
PA2829	PA2829	0.9997611525928001	5443.0	0.6205	0.99934564768333	4779.5	0.11843999999999985	0.08293337185154533	25	6.053775323385035	
PA2386	PA2386	0.9997611525928001	5442.0	0.618000000000001	0.99934564768333	4466.5	0.11189999999999968	0.10817356809005316	25	4.678592089877994	pvdA
PA3135	PA3135	0.9997611525928001	5441.0	0.6135000000000009	0.99934564768333	1138.5	0.044580000000000154	0.04148460557845547	25	13.714002870873683	
PA4349	PA4349	0.9997611525928001	5440.0	0.6125	0.99934564768333	4149.5	0.0790399999999997	0.04261722069774106	25	12.517475125455016	
PA4527	PA4527	0.9997611525928001	5439.0	0.611499999999999	0.99934564768333	3858.5	0.10080000000000006	0.09369987548906691	25	5.450380775154696	
PA2761	PA2761	0.9997611525928001	5438.0	0.6085000000000009	0.99934564768333	5513.0	0.21029999999999963	0.13259894104655012	25	3.003040573756991	
PA1713	PA1713	0.9997611525928001	5437.0	0.607	0.99934564768333	2881.5	0.06514000000000032	0.06558812773665618	25	8.261556148936428	exsA
PA0820	PA0820	0.9997611525928001	5436.0	0.605999999999999	0.99934564768333	2815.5	0.07887999999999969	0.06836243486008993	25	7.710667431299065	
PA4738	PA4738	0.9997611525928001	5435.0	0.605	0.99934564768333	4672.0	0.13697999999999955	0.13520921134794475	25	3.4614505575038588	
PA1560	PA1560	0.9997611525928001	5434.0	0.6035000000000009	0.99934564768333	4453.0	0.10010000000000004	0.07493260861156062	25	6.718036504101316	
PA3531	PA3531	0.9997611525928001	5433.0	0.600999999999999	0.99934564768333	4422.0	0.09339999999999955	0.07622622580188505	25	6.659125447444711	bfrB
PA0165	PA0165	0.9997611525928001	5432.0	0.5994999999999971	0.99934564768333	5289.0	0.15166000000000027	0.0885651502191087	25	5.056616500870243	
PA2321	PA2321	0.9997611525928001	5431.0	0.5985000000000009	0.99934564768333	4291.5	0.10371999999999983	0.08315385839915446	25	5.95017488695428	
PA3554	PA3554	0.9997611525928001	5430.0	0.597	0.99934564768333	5479.5	0.18153999999999962	0.13534784815430198	25	3.069572258927673	arnA
PA3046	PA3046	0.9997611525928001	5429.0	0.5959999999999979	0.99934564768333	4552.5	0.0811400000000001	0.054637349862525546	25	9.423224246700295	
PA5440	PA5440	0.9997611525928001	5428.0	0.5925000000000009	0.99934564768333	2120.5	0.07501999999999953	0.09767329471252599	25	5.298070486135018	
PA3559	PA3559	0.9997611525928001	5427.0	0.5925	0.99934564768333	5311.5	0.1565599999999996	0.13529853719337334	25	3.222059964897772	
PA1369	PA1369	0.9997611525928001	5426.0	0.5879999999999991	0.99934564768333	987.0	0.03315999999999991	0.026949304258180755	25	20.588286609720967	
PA1556	PA1556	0.9997611525928001	5425.0	0.5795000000000029	0.99934564768333	5380.0	0.17500000000000016	0.13666183934563936	25	2.9598606453478093	ccoO2
PA4940	PA4940	0.9997611525928001	5424.0	0.5785	0.99934564768333	4835.5	0.1211399999999999	0.09691442961018079	25	4.719214691141873	
PA4229	PA4229	0.9997611525928001	5423.0	0.5755000000000021	0.99934564768333	5319.0	0.15963999999999998	0.1475540522430117	25	2.81835702699041	pchC
PA0653	PA0653	0.9997611525928001	5422.0	0.5749999999999991	0.999349905840128	3989.5	0.0638600000000001	0.04521857103742567	25	11.303762774302355	
PA2046	PA2046	0.9997611525928001	5421.0	0.5745	0.99934564768333	4261.5	0.08533999999999993	0.05653220321197463	25	8.652767311506205	
PA1545	PA1545	0.9997611525928001	5420.0	0.574499999999999	0.99934564768333	4233.5	0.09413999999999988	0.07951290775716865	25	6.0412832777668255	
PA3437	PA3437	0.9997611525928001	5419.0	0.573499999999999	0.99934564768333	4955.5	0.10288000000000055	0.05482781380528246	25	8.583599588183032	folM
PA2031	PA2031	0.9997611525928001	5418.0	0.573	0.99934564768333	5324.0	0.1891600000000003	0.17928542885577686	25	2.140943647510659	
PA1711	PA1711	0.9997611525928001	5417.0	0.5715	0.99934564768333	4202.5	0.09489999999999993	0.08123102342496193	25	5.867216488294829	exsE
PA1656	PA1656	0.9997611525928001	5415.5	0.5699999999999991	0.999349905840128	5243.0	0.12460000000000017	0.08157843873638862	25	5.459775976336811	hsiA2
PA4916	PA4916	0.9997611525928001	5415.5	0.5699999999999991	0.99934564768333	4939.0	0.10532000000000004	0.06460212844790807	25	7.1929518603198	nrtR
PA0408	PA0408	0.9997611525928001	5414.0	0.568000000000001	0.99934564768333	5134.5	0.10941999999999975	0.07813845617449393	25	5.8688131612931915	pilG
PA4221	PA4221	0.9997611525928001	5413.0	0.566999999999998	0.99934564768333	5285.5	0.15515999999999983	0.13699138659054466	25	3.0063203990405034	fptA
PA3350	PA3350	0.9997611525928001	5412.0	0.5655	0.99934564768333	2023.0	0.05336000000000005	0.04661444697373004	25	10.986722641772854	
PA2426	PA2426	0.9997611525928001	5411.0	0.564000000000001	0.99934564768333	4301.0	0.1422999999999999	0.15056739908315683	25	2.800739088061822	pvdS
PA3555	PA3555	0.9997611525928001	5410.0	0.5630000000000009	0.99934564768333	5103.0	0.1321999999999999	0.09618504301605316	25	4.478866843445723	arnD
PA3553	PA3553	0.9997611525928001	5409.0	0.5619999999999991	0.99934564768333	5430.5	0.16706000000000035	0.13608692993818325	25	2.9021155828807226	arnC
PA4919	PA4919	0.9997611525928001	5408.0	0.561	0.99934564768333	1470.5	0.05066	0.05314126613721838	25	9.603459554054073	pncB1
PA4328	PA4328	0.9997611525928001	5407.0	0.560999999999999	0.99934564768333	4701.0	0.11019999999999984	0.08645687749778307	25	5.214160088207658	
PA3578	PA3578	0.9997611525928001	5406.0	0.5545	0.99934564768333	3012.0	0.05791999999999973	0.04240840129031043	25	11.709472295374173	
PA5427	PA5427	0.9997611525928001	5405.0	0.5530000000000009	0.99934564768333	5510.0	0.22674000000000022	0.11230864466579017	25	2.905030160152768	adhA
PA4466	PA4466	0.9997611525928001	5404.0	0.547499999999998	0.99934564768333	5156.5	0.11130000000000022	0.08102468759581884	25	5.383544360898063	
PA1456	PA1456	0.9997611525928001	5403.0	0.544500000000003	0.99934564768333	3191.5	0.07572000000000004	0.07892692823111778	25	5.939417769145885	cheY
PA4001	PA4001	0.9997611525928001	5402.0	0.544499999999998	0.99934564768333	4740.0	0.09652000000000001	0.0489179755645443	25	9.157778808914845	sltB1
PA0124	PA0124	0.9997611525928001	5401.0	0.5435000000000011	0.99934564768333	1324.0	0.03699999999999942	0.022122292678050427	25	22.89545696601995	
PA3345	PA3345	0.9997611525928001	5400.0	0.5435	0.99934564768333	4063.5	0.07662000000000024	0.0563732501576178	25	8.281942210084006	hptB
PA4226	PA4226	0.9997611525928001	5399.0	0.542000000000002	0.99934564768333	4747.5	0.1136999999999998	0.0960580336740937	25	4.458762933386094	pchE
PA1933	PA1933	0.9997611525928001	5398.0	0.541000000000003	0.99934564768333	3779.0	0.06387999999999977	0.05196178082655227	25	9.182133337435518	
PA5034	PA5034	0.9997611525928001	5397.0	0.5399999999999989	0.99934564768333	573.0	0.02948000000000036	0.026761088044646632	25	19.076952295372926	hemE
PA5027	PA5027	0.9997611525928001	5396.0	0.539499999999999	0.99934564768333	5383.0	0.15705999999999992	0.11423206642620108	25	3.3479215772313116	
PA4379	PA4379	0.9997611525928001	5395.0	0.538499999999999	0.999349905840128	2822.0	0.06549999999999975	0.06352017396071939	25	7.446453158212388	
PA4206	PA4206	0.9997611525928001	5394.0	0.533499999999999	0.99934564768333	4804.5	0.11955999999999976	0.08997711746142223	25	4.6005030131963975	mexH
PA1956	PA1956	0.9997611525928001	5393.0	0.5325000000000011	0.99934564768333	620.5	0.05072000000000007	0.05142775677264855	25	9.368092840017319	fapA
PA3692	PA3692	0.9997611525928001	5392.0	0.532499999999998	0.99934564768333	4984.5	0.15351999999999974	0.14333915782739412	25	2.6439390725063254	lptF
PA1555	PA1555	0.9997611525928001	5391.0	0.529499999999999	0.99934564768333	5201.0	0.14579999999999957	0.10412642556046924	25	3.684943547564433	ccoP2
PA4775	PA4775	0.9997611525928001	5390.0	0.528000000000001	0.99934564768333	5166.0	0.14391999999999994	0.10653624969933954	25	3.605157878974804	
PA3841	PA3841	0.9997611525928001	5389.0	0.527	0.99934564768333	4355.5	0.09647999999999998	0.10022573272368714	25	4.295503642631408	exoS
PA3904	PA3904	0.9997611525928001	5388.0	0.526	0.99934564768333	5308.0	0.1944999999999999	0.16424911212342427	25	2.018275750257304	
PA4111	PA4111	0.9997611525928001	5387.0	0.525000000000001	0.99934564768333	2920.0	0.0832200000000001	0.07946449416773087	25	5.5594640679082055	
PA5481	PA5481	0.9997611525928001	5386.0	0.524500000000002	0.99934564768333	5106.0	0.14069999999999985	0.1388330082029011	25	2.7644722603654004	
PA3278	PA3278	0.9997611525928001	5385.0	0.523000000000001	0.99934564768333	3774.5	0.09463999999999993	0.08976746812366565	25	4.771884614255611	
PA1774	PA1774	0.9997611525928001	5384.0	0.522499999999999	0.99934564768333	4900.5	0.13254000000000057	0.10013115565763418	25	3.894492153204937	crfX
PA4999	PA4999	0.9997611525928001	5383.0	0.521500000000003	0.99934564768333	3058.5	0.060200000000000066	0.04464862819841162	25	10.331784393241753	waaL
PA3552	PA3552	0.9997611525928001	5382.0	0.5215000000000011	0.99934564768333	5398.5	0.17149999999999996	0.12804019551166976	25	2.7335166007935503	arnB
PA4662	PA4662	0.9997611525928001	5381.0	0.521000000000001	0.99934564768333	4997.0	0.10152	0.05288912931784768	25	7.9313084826761475	murI
PA2554	PA2554	0.9997611525928001	5380.0	0.521	0.99934564768333	2504.5	0.06060000000000027	0.053911192406277446	25	8.539970634119948	
PA4513	PA4513	0.9997611525928001	5379.0	0.52	0.99934564768333	1339.0	0.04154000000000032	0.03357948282309698	25	14.248581567518977	
PA3268	PA3268	0.9997611525928001	5378.0	0.518500000000002	0.99934564768333	4834.0	0.11292000000000052	0.08399127930922333	25	4.828834652069212	
PA2734	PA2734	0.9997611525928001	5377.0	0.5179999999999989	0.99934564768333	3741.0	0.09583999999999965	0.0904357184229037	25	4.66806707971132	
PA4211	PA4211	0.9997611525928001	5376.0	0.5165	0.99934564768333	5544.0	0.2917400000000003	0.22533739148219495	25	0.9974376579119987	phzB1
PA2462	PA2462	0.9997611525928001	5375.0	0.5159999999999989	0.99934564768333	1553.5	0.06415999999999979	0.062122144468244204	25	7.273412788107663	
PA2971	PA2971	0.9997611525928001	5374.0	0.514000000000001	0.99934564768333	5182.0	0.12422000000000047	0.07719092671205985	25	5.049557203192687	
PA0979	PA0979	0.9997611525928001	5373.0	0.510999999999999	0.99934564768333	5151.0	0.1567400000000002	0.11253917095838205	25	3.14788172849618	
PA3051	PA3051	0.9997611525928001	5372.0	0.510499999999999	0.99934564768333	4900.5	0.09602000000000002	0.06832542840455978	25	6.066262732314432	
PA0433	PA0433	0.9997611525928001	5371.0	0.509499999999998	0.99934564768333	3453.0	0.0615599999999997	0.03867528280439617	25	11.582074325493528	
PA4006	PA4006	0.9997611525928001	5370.0	0.5094999999999971	0.99934564768333	5504.5	0.1824800000000001	0.09776028078928554	25	3.3451213249362732	nadD1
PA3031	PA3031	0.9997611525928001	5369.0	0.5085	0.999349905840128	2644.0	0.07615999999999983	0.0795890120138029	25	5.43215689026295	
PA4811	PA4811	0.9997611525928001	5367.5	0.508000000000001	0.99934564768333	4301.0	0.0894	0.07778803999759033	25	5.381289977392002	fdnH
PA3612	PA3612	0.9997611525928001	5367.5	0.508000000000001	0.99934564768333	5327.0	0.10815999999999988	0.05886720932177183	25	6.792236367354376	
PA5232	PA5232	0.9997611525928001	5366.0	0.507	0.99934564768333	4422.0	0.11096000000000013	0.09900041245705304	25	4.000387373858714	
