	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)	Gene Name
PA2009	PA2009	0.198169630699385	5470.0	1.34336699255	0.607833846251579	5512.0	0.5455999999999999	0.43792833793517716	25	1.8216838771189245	hmgA
PA4141	PA4141	0.00528880113221458	5469.0	1.33999430485	0.607833846251579	5424.5	0.40521999999999947	0.31648999720896925	25	2.953566662749205	
PA2634	PA2634	0.00303321500477887	5468.0	1.3393089062999999	0.619170090833806	5318.0	0.2871399999999999	0.21256619165176127	25	4.949841261792592	aceA
PA3838	PA3838	0.00310663143880042	5467.0	1.33301271775	0.732683064861566	3851.5	0.16359999999999952	0.11702821953130214	25	9.992570359811477	
PA1340	PA1340	0.00185032170559837	5466.0	1.3244519939	0.824234352919822	5154.0	0.19342000000000031	0.17522792775886667	25	6.45463316473403	aatM
PA0893	PA0893	0.0053638543359929396	5465.0	1.31661994735	0.874264255828453	369.0	0.08203999999999943	0.09355690336189339	25	13.196032606748895	argR
PA1217	PA1217	0.0034952110480589603	5464.0	1.3123800674	0.6913260764829772	4152.5	0.16380000000000017	0.11853629894115418	25	9.689690648855146	
PA2747	PA2747	0.00735796956631523	5463.0	1.3029746948999998	0.607833846251579	5532.0	0.4858199999999996	0.27583860317221737	25	2.962437764339377	
PA1001	PA1001	0.00431108665748153	5462.0	1.3028432812000001	0.613036697920992	5378.0	0.3212199999999995	0.22929725430831824	25	4.2810075688045	phnA
PA0896	PA0896	0.0027441071695625103	5461.0	1.2970425983	0.679626560044692	4960.0	0.22998000000000013	0.198154689153028	25	5.384997967299903	aruF
PA3278	PA3278	0.0063189417605099	5460.0	1.2941094656	0.6449935390297801	5206.0	0.24171999999999985	0.16588067247271493	25	6.344256084283138	
PA4607	PA4607	0.0110265709611486	5459.0	1.2883108373	0.598971416534533	5537.0	0.5584799999999998	0.22797210538426277	25	3.201404119463738	
PA5445	PA5445	0.0053638543359929396	5458.0	1.2861214269499999	0.820684963050894	2891.0	0.16323999999999997	0.1587173273464497	25	7.074724894396461	
PA2001	PA2001	0.0106967621353657	5457.0	1.28088141075	0.832666352712558	5018.0	0.2532000000000002	0.2533124306069482	25	4.05697189153974	atoB
PA0447	PA0447	0.00303321500477887	5456.0	1.27997953925	0.743597346815121	2500.5	0.17694000000000007	0.19303148059319228	25	5.714298703301254	gcdH
PA0795	PA0795	0.0034952110480589603	5455.0	1.26985956485	0.778748092478015	4891.5	0.2705	0.2731266113606168	25	3.6589608016280675	prpC
PA0852	PA0852	0.00534592760036713	5454.0	1.26360889025	0.7479743522057379	4635.0	0.19610000000000005	0.16229878568040285	25	6.5774299282320445	cbpD
PA2939	PA2939	0.0028112434727594897	5453.0	1.2573984847	0.6257161041954921	5428.0	0.31571999999999983	0.18892795584560784	25	4.984325800198362	
PA3602	PA3602	0.00303321500477887	5452.0	1.25573577125	0.9060836015292171	1957.0	0.08699999999999983	0.08476093833049886	25	13.788612942118212	
PA0131	PA0131	0.00278062212751232	5451.0	1.25147986745	0.745759393301229	5133.0	0.22456000000000004	0.13695485265833665	25	7.49823644447176	bauB
PA3189	PA3189	0.0135628171897014	5450.0	1.2489554639	0.819401030477775	4947.0	0.1986599999999999	0.1895839589733269	25	5.540001746918732	
PA1556	PA1556	0.0027281519702333197	5449.0	1.2461110621	0.717280360918649	5507.0	0.37077999999999983	0.2062507616147553	25	4.244013720225595	ccoO2
PA4730	PA4730	0.0028112434727594897	5448.0	1.23565910455	0.6453035930675161	5031.5	0.23841999999999997	0.17476100823696344	25	5.706302078538109	panC
PA0999	PA0999	0.0115669127202016	5447.0	1.2276738526	0.619170090833806	5450.0	0.3580599999999999	0.199872528127304	25	4.350842313087272	pqsD
PA0898	PA0898	0.0313841108466951	5446.0	1.2126811811	0.6393120829460159	5260.0	0.27544	0.1983946676870795	25	4.7241248569153855	aruD
PA2366	PA2366	0.00491854653535646	5445.0	1.21056442475	0.598971416534533	5463.0	0.42485999999999974	0.26910614076977163	25	2.9196822580953063	hsiC3
PA0523	PA0523	0.0139354799712245	5444.0	1.2041099614	0.6923468417009421	5027.5	0.2786400000000001	0.24800094589873373	25	3.7317194821422057	norC
PA0315	PA0315	0.0051466629513826296	5443.0	1.1971472816	0.737633123620664	4589.0	0.16493999999999964	0.12724364096750268	25	8.112053960037345	
PA3326	PA3326	0.0052195347740046395	5442.0	1.1884680491500001	0.7206057704107521	4709.0	0.19207999999999992	0.11806324929178122	25	8.439442884445178	clpP2
PA0897	PA0897	0.00871146237561465	5441.0	1.18640575985	0.686700184172107	4875.5	0.2286	0.21580638506154862	25	4.438264231972705	aruG
PA0713	PA0713	0.0109565289202017	5440.0	1.18480797935	0.671392220325837	4771.0	0.20161999999999997	0.1537324705454253	25	6.395447727222239	
PA5168	PA5168	0.0052195347740046395	5439.0	1.1769047149	0.751429489286752	4097.0	0.16953999999999986	0.13290409449423807	25	7.579636419280322	dctQ
PA5415	PA5415	0.00435235522976176	5438.0	1.1744670416	0.822810952119859	4913.5	0.21884000000000028	0.20581918237456215	25	4.643041676557106	glyA1
PA1555	PA1555	0.0053638543359929396	5437.0	1.1706954129	0.717280360918649	5484.0	0.36324000000000006	0.21477988344659604	25	3.75945549435392	ccoP2
PA4920	PA4920	0.00319174483008693	5436.0	1.1646749194	0.762830899014782	3141.5	0.16379999999999983	0.1817806026505575	25	5.505950056310535	nadE
PA3688	PA3688	0.00559396100244601	5435.0	1.16283016605	0.607833846251579	5445.0	0.3099999999999999	0.1678226991003699	25	5.081733106556385	
PA1989	PA1989	0.00283589686889321	5434.0	1.1548403264	0.717552965348091	4971.0	0.18750000000000025	0.14908142350183448	25	6.4886711146013205	pqqE
PA0045	PA0045	0.102211862772773	5433.0	1.1499252089	0.625102302153984	5489.0	0.3678399999999997	0.22499887592311812	25	3.4759516272749647	
PA5153	PA5153	0.0055163877855095795	5432.0	1.1461677828	0.788898497017134	4666.5	0.18799999999999972	0.1614714887113719	25	5.933975034519638	
PA0122	PA0122	0.00576768888253276	5431.0	1.14607083185	0.783211873476782	5298.5	0.2558600000000002	0.18792454824565466	25	4.737065168762931	rahU
PA4619	PA4619	0.00363312139379841	5430.0	1.14012404975	0.75419654522624	2765.0	0.12775999999999976	0.14047494735123878	25	7.206723112119913	
PA1585	PA1585	0.010995991573983	5429.0	1.1377198573	0.773075946159893	4665.0	0.15217999999999976	0.09023359500023628	25	10.922094562423448	sucA
PA1288	PA1288	0.0100244719670433	5428.0	1.1368842122	0.717280360918649	5117.0	0.23757999999999996	0.1607212701127843	25	5.59542748491798	
PA1183	PA1183	0.00813047983235832	5427.0	1.135099053	0.7440200809645809	4850.5	0.23748000000000005	0.22489013428783403	25	3.991366966107765	dctA
PA2007	PA2007	0.36686130937965794	5426.0	1.12834018085	0.622499925487839	5475.0	0.3537999999999997	0.2511480721938086	25	3.0839981134806203	maiA
PA3328	PA3328	0.0110265709611486	5425.0	1.1234692226	0.7871474588499069	3887.0	0.16205999999999984	0.15296325266764796	25	6.285229987158479	
PA0512	PA0512	0.0100702673400144	5424.0	1.1201497579000002	0.7041475573469309	5180.0	0.30598000000000014	0.22361520520751757	25	3.640940950971741	nirH
PA0783	PA0783	0.0854266331892182	5423.0	1.1182256996	0.650144969643381	5205.0	0.23948000000000008	0.15176396695746594	25	5.790213034206474	putP
PA1203	PA1203	0.0043918682949946	5422.0	1.11445767895	0.874264255828453	1118.0	0.09888000000000023	0.08804086172529992	25	11.53529916732014	
PA2081	PA2081	0.00524136577030156	5421.0	1.1125647677	0.613036697920992	5388.0	0.31719999999999987	0.22117969692838746	25	3.5960116536262343	kynB
PA0587	PA0587	0.012262768107276	5420.0	1.10615059225	0.613036697920992	5491.0	0.36602000000000046	0.22306648298956358	25	3.317982075705328	
PA2015	PA2015	0.0055163877855095795	5419.0	1.1051904352	0.686228407344976	5431.0	0.3947000000000002	0.37471536419883633	25	1.8960803401244846	liuA
PA0743	PA0743	0.00816848596739679	5418.0	1.10375887685	0.598971416534533	5514.0	0.4389400000000002	0.20774389882737795	25	3.2001848458732463	
PA2862	PA2862	0.009691387599083591	5417.0	1.0960045442	0.598971416534533	5433.0	0.5260400000000004	0.45057019245988006	25	1.264985020620845	lipA
PA0892	PA0892	0.0109777162723745	5416.0	1.0901822722499999	0.626929165446104	3939.0	0.16255999999999993	0.13429362419712995	25	6.90741855985911	aotP
PA0482	PA0482	0.00640312935471345	5415.0	1.0879911773	0.7053058255183001	4262.5	0.16882000000000005	0.13600941143906206	25	6.758143922355162	glcB
PA1745	PA1745	0.0053638543359929396	5414.0	1.08564550655	0.619170090833806	5284.0	0.28193999999999997	0.15018518568753744	25	5.3514299887215335	
PA1888	PA1888	0.0078940973298193	5413.0	1.0837841044499998	0.613036697920992	5266.0	0.33952	0.26169250721664405	25	2.8440405587686746	
PA3871	PA3871	0.00640312935471345	5412.0	1.08312571775	0.801911448148603	3351.0	0.16670000000000024	0.1662701115654886	25	5.511668387791081	
PA1196	PA1196	0.00431108665748153	5411.0	1.08287584935	0.7745683696917759	3449.5	0.17471999999999938	0.17496208398774105	25	5.1905866039731885	ddaR
PA2554	PA2554	0.0295508696150336	5410.0	1.08219660755	0.85569768408904	4599.0	0.20158	0.19326475148527847	25	4.556529842003181	
PA0513	PA0513	0.008384632586015659	5409.0	1.07770971115	0.641171507831045	5366.0	0.37099999999999994	0.2521930890541345	25	2.8022564527860685	nirG
PA3335	PA3335	0.0354985424674151	5408.0	1.0752816123	0.863146435260126	3307.5	0.14253999999999994	0.16304057010449843	25	5.720917264348212	
PA0514	PA0514	0.0055163877855095795	5407.0	1.0738393595	0.633963130226317	5355.0	0.28963999999999973	0.16290043738431179	25	4.81397945942853	nirL
PA1000	PA1000	0.0157818930073818	5406.0	1.06920283645	0.619170090833806	5482.0	0.3816799999999994	0.21429792735037523	25	3.2082570510628727	pqsE
PA1245	PA1245	0.0136694953288459	5405.0	1.0681178899	0.6942529677823411	4402.0	0.19523999999999975	0.17376751230691326	25	5.0232513449251535	aprX
PA4703	PA4703	0.0115669127202016	5404.0	1.0660595586	0.598971416534533	5527.0	0.5104200000000002	0.22898874972364944	25	2.4264928267024573	
PA3723	PA3723	0.0109565289202017	5403.0	1.0589364875	0.598971416534533	5513.0	0.40055999999999975	0.18127036207462824	25	3.6320139705405863	
PA3465	PA3465	0.0115669127202016	5402.0	1.05883305615	0.661681256551821	5066.0	0.2147599999999997	0.154534321969803	25	5.4620426413424035	
PA0494	PA0494	0.00530372417738089	5401.0	1.05171737385	0.792912283604512	2982.5	0.11068000000000021	0.08076855823895826	25	11.651035927444546	
PA0516	PA0516	0.00576768888253276	5400.0	1.0514828625	0.7325300564181879	5375.0	0.2997599999999998	0.20361171790117236	25	3.6919430288627404	nirF
PA4661	PA4661	0.0224004571270838	5399.0	1.0492822290000001	0.8308429545011179	2900.0	0.11113999999999943	0.07088466571363203	25	13.234769742584593	pagL
PA5046	PA5046	0.0495767427882637	5398.0	1.03869699685	0.619170090833806	5291.0	0.2350199999999999	0.13719469741939713	25	5.8579304591721995	
PA0872	PA0872	0.0374587606574802	5397.0	1.0319055624	0.607833846251579	5508.0	0.5005800000000001	0.4551151795608081	25	1.1674529575408488	phhA
PA3924	PA3924	0.0055163877855095795	5396.0	1.0269356244499999	0.608637628553413	5285.0	0.2539999999999998	0.14226969693742492	25	5.432890074897423	
PA4400	PA4400	0.011838264267215	5395.0	1.01643665085	0.8569997190440841	813.0	0.06391999999999994	0.058380875864161366	25	16.315559449061425	mutT
PA0105	PA0105	0.00846306642436922	5394.0	1.0137802173000001	0.598971416534533	5546.0	0.6364399999999999	0.2799748247610849	25	1.3477648128613051	coxB
PA1174	PA1174	0.00791020956146777	5393.0	1.01194373045	0.607833846251579	5494.0	0.4316800000000008	0.2539582839759321	25	2.28487813575316	napA
PA2013	PA2013	0.0495842220334835	5392.0	1.0118015642	0.7024852011326751	5329.5	0.3455200000000002	0.2804321620285374	25	2.375909950486341	liuC
PA4620	PA4620	0.00565662183033121	5391.0	1.0099752132	0.8210384369534659	3003.0	0.11202	0.08432569300041343	25	10.648655009518837	
PA0794	PA0794	0.0116551105865029	5390.0	1.0092453264	0.717280360918649	4792.5	0.24077999999999974	0.19209210464427406	25	4.0005044862363475	
PA0517	PA0517	0.0267486699694783	5389.0	1.0088661338	0.686700184172107	5373.0	0.29759999999999953	0.204693877127122	25	3.4747797236664755	nirC
PA2664	PA2664	0.0394119602575461	5388.0	1.0053492129500001	0.7963017853833639	4418.0	0.17508000000000037	0.1589235062328204	25	5.224332338437517	fhp
PA1250	PA1250	0.0354309055190816	5387.0	0.997384501649998	0.730673263405765	4583.0	0.1901600000000003	0.1348656522865135	25	5.985397230238434	aprI
PA2746	PA2746	0.0279373334185918	5386.0	0.99402916635	0.598971416534533	5544.0	0.76586	0.46640762572382266	25	0.4892054798544557	
PA4211	PA4211	0.0557716540035071	5385.0	0.991950252400001	0.717280360918649	5304.0	0.32231999999999994	0.2706320487919584	25	2.474319857493162	phzB1
PA2381	PA2381	0.0808840838818934	5384.0	0.9916321411499991	0.8436212687933872	5238.0	0.25256000000000006	0.20431110469086108	25	3.6173860557813233	
PA4658	PA4658	0.0206619186888546	5383.0	0.9834931967499971	0.759462113070669	2887.5	0.15613999999999986	0.15322481576646363	25	5.399603142685458	
PA2370	PA2370	0.00958514180440825	5382.0	0.97870643815	0.607833846251579	5231.5	0.3067799999999997	0.22966239171154354	25	2.925713840836167	hsiH3
PA3732	PA3732	0.0321135878316234	5381.0	0.97711117585	0.820684963050894	3693.5	0.16808000000000003	0.14447207631003742	25	5.599913813890354	
PA2572	PA2572	0.0124148560012447	5380.0	0.974688478500001	0.607833846251579	5480.0	0.33397999999999994	0.16662760875677288	25	3.8451519725956476	
PA0524	PA0524	0.0309226563417928	5379.0	0.973674105400001	0.658132691385624	5159.0	0.2698400000000001	0.2502193504374378	25	2.8128684059388127	norB
PA2069	PA2069	0.008886936682490859	5378.0	0.9697259178999991	0.741192935938853	4317.0	0.1829600000000001	0.16878196734248554	25	4.661433506717725	
PA2232	PA2232	0.0431413861182001	5377.0	0.966141668199998	0.795032142946592	4192.5	0.1713799999999998	0.16170203307318004	25	4.914976349371687	pslB
PA0782	PA0782	0.0317006641573868	5376.0	0.963716614199999	0.717280360918649	5240.0	0.30762	0.2616631613353322	25	2.50740918535026	putA
PA2788	PA2788	0.018529221227105	5375.0	0.9621820153499979	0.666441600338534	4088.0	0.1485999999999998	0.09209585133616675	25	8.83407888136323	
PA1339	PA1339	0.009098712859219541	5374.0	0.9601425069499999	0.819401030477775	4777.5	0.19714000000000023	0.19650744896822572	25	3.8828172212106495	aatP
PA0900	PA0900	0.0131676204981685	5373.0	0.959928556200001	0.819401030477775	2596.0	0.1642000000000001	0.2007275309135913	25	3.964222309607067	
PA0176	PA0176	0.035688596137951	5372.0	0.9541177454	0.598971416534533	5303.0	0.28078	0.18110534917555576	25	3.7179340558698533	aer2
PA1342	PA1342	0.008886936682490859	5371.0	0.952338033349999	0.819401030477775	4290.5	0.1671799999999992	0.138858882203	25	5.6543594539538695	aatJ
PA0515	PA0515	0.00813047983235832	5370.0	0.9522266598999991	0.6757288869254771	5436.0	0.35152	0.25232124365578107	25	2.3807216990396913	
PA4714	PA4714	0.0256210789361912	5369.0	0.95222388665	0.653794585062528	4971.0	0.21008000000000013	0.13984579900733538	25	5.3068729408959365	
