	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PA4635	PA4635	8.417569794702679e-09	5504.0	3.14466666666667	6.96922578806254e-05	5044.5	0.7541066666666671	0.4694508584703181	25	5.092247584314834
PA2482	PA2482	3.6881463910698197e-08	5501.0	3.1189999999999998	0.0294767426504696	2376.0	0.3201600000000003	0.8950068493427125	25	3.1271715988044675
gcdH	gcdH	9.60372600812912e-09	5496.0	3.02566666666667	0.0146063478228138	1868.5	0.20042666666666697	0.4269067957086438	25	6.617931661898815
PA3386	PA3386	5.571388853756009e-08	5492.0	3.00933333333333	0.00019862896049650501	4675.0	0.6550266666666674	0.5043043239068165	25	4.668424510874673
eco	eco	1.0850932456439301e-07	5489.0	3.0023333333333397	0.0477404677076911	339.5	0.054493333333333886	0.5006257022004601	25	5.888311341273554
PA1096	PA1096	3.9699721943952103e-08	5482.0	2.9343333333333304	0.00581310024297695	3761.5	0.5912400000000005	0.9667045755018951	25	2.4237946035549065
PA4326	PA4326	2.51875475004e-08	5481.0	2.93233333333334	7.33699635925302e-05	5159.0	0.8214133333333341	0.39897090165871807	25	5.290912172351102
PA1029	PA1029	9.5803813485243e-08	5476.0	2.84166666666667	0.0011123599296873699	4008.0	0.6701466666666679	0.7951915275929163	25	2.7308138035289424
lexA	lexA	2.40813953083236e-08	5475.0	2.8343333333333396	0.0392997104686254	3342.5	0.579960000000001	0.7266112703145665	25	3.1025851448152864
PA5482	PA5482	2.81930072861971e-06	5469.0	2.77566666666667	0.00020414331169451498	5504.0	1.2489600000000005	0.8370945691962032	25	1.8238162363574373
capB	capB	3.2400020054564097e-07	5468.0	2.76833333333333	0.0180535704105751	4083.5	0.380293333333334	0.4263524050985678	25	5.601094239043658
gapA	gapA	6.64353542776708e-08	5465.0	2.74166666666667	0.00607508024517195	1835.0	-0.25059999999999943	0.512622767590216	25	5.837170831746296
zwf	zwf	1.1292912492198299e-06	5460.0	2.7	0.0366274702807157	2189.0	-0.1186533333333332	0.5358858232455452	25	5.259802015777182
PA3369	PA3369	1.7015304480463e-07	5457.0	2.68633333333333	0.00010009358677036	5473.0	1.127066666666667	0.5939924397822915	25	2.6250614691967478
rpmE	rpmE	1.3434732016702698e-07	5456.0	2.6853333333333302	0.0705117314872323	1914.0	0.33109333333333424	0.5913143044664705	25	3.981368254103329
PA2747	PA2747	8.48402453127908e-08	5452.0	2.66266666666666	9.772087474559979e-05	5470.0	1.1457066666666675	0.510265102848691	25	2.9728860381224558
PA3031	PA3031	2.94238544508546e-07	5446.0	2.62766666666667	0.00899747530472795	712.0	0.09538666666666742	0.3235495365358958	25	7.826560430628407
PA5178	PA5178	1.50486675345537e-07	5444.0	2.6203333333333303	8.18295544577458e-05	5073.0	0.7398133333333342	0.5282404236568649	25	3.5599698845114265
PA5526	PA5526	4.82717783046349e-07	5442.0	2.60633333333333	0.000179941557011781	5009.0	0.8308133333333345	0.4917659982522558	25	3.610497688555577
phoB	phoB	1.84213956356358e-07	5436.0	2.55	0.00200487678946103	3315.5	0.29860000000000064	0.26733619075779586	25	8.421605745253352
algU	algU	5.73584752523471e-07	5435.0	2.503	0.000447387931515968	4992.5	0.759360000000001	0.562544474949579	25	3.0995593728945288
PA2486	PA2486	1.0479930334196e-07	5432.0	2.4926666666666697	0.00044474602688618397	5479.5	1.012266666666667	0.9714377898916783	25	1.5239267150242086
PA3577	PA3577	3.2419424081315303e-07	5430.0	2.484	0.000250935909452073	5077.0	0.8194533333333339	0.5712158562614003	25	2.9140414230814606
PA0039	PA0039	7.43267394107556e-07	5426.0	2.47033333333333	0.000162682812196615	4181.0	0.5832666666666677	0.4468472997112758	25	4.223068300705776
PA5481	PA5481	1.5344756430045798e-06	5424.0	2.45833333333334	0.000384681650182248	5081.0	0.8060400000000009	0.6575160490929597	25	2.512932324028699
PA3496	PA3496	2.47042575141098e-07	5423.0	2.4583333333333304	0.00201055944813635	4759.0	0.5428933333333343	0.400625722626031	25	4.7811208612483105
pstS	pstS	2.56266168526799e-07	5421.0	2.45433333333334	0.0018996532103937398	4585.5	0.5083600000000004	0.35395155454237326	25	5.497852201410173
PA0329	PA0329	3.36666449844756e-07	5417.0	2.431	8.71384904852055e-05	5362.0	0.8693066666666677	0.37225735223941014	25	4.195198090618126
PA0833	PA0833	1.18934620841825e-07	5405.0	2.394	0.0450248632635336	1986.0	0.3170533333333348	0.5068978609951726	25	4.097367194623938
amrZ	amrZ	4.48937415318865e-07	5403.5	2.38566666666667	0.00032025561836527595	3908.0	0.46130666666666703	0.37086016032801183	25	5.18891001475591
mexG	mexG	6.60741515151676e-07	5402.0	2.38433333333333	0.0010399171276344401	4753.0	0.6028266666666673	0.5009667978944241	25	3.556137201416101
PA3730	PA3730	3.8900346660606396e-07	5399.0	2.36633333333334	0.000531656634436315	4327.0	-0.3920399999999993	0.38461615449210684	25	7.171756311109255
PA1592	PA1592	1.11962632470482e-06	5397.0	2.349	0.000220703740192612	4889.5	0.8894666666666673	1.0065503979949062	25	1.4500350268012303
PA2883	PA2883	1.9042485605041602e-05	5396.0	2.34333333333333	5.35596915040451e-05	5442.5	1.0351066666666664	0.4976087422567755	25	2.6290266942126874
mucA	mucA	1.1173927246024799e-06	5388.5	2.3226666666666698	0.000161948081101768	5053.0	0.9092933333333337	0.7401708656589845	25	1.909523055970313
PA0460	PA0460	2.16381231256916e-07	5383.0	2.2933333333333303	9.281408049081049e-05	4291.5	0.5680666666666672	0.41452578885954633	25	4.162024928324145
PA1095	PA1095	4.76153747709584e-05	5382.0	2.29133333333333	0.00169845392191265	2984.0	0.5511866666666676	1.047825265861527	25	1.660722186571733
PA4739	PA4739	9.03152289946346e-06	5378.0	2.28033333333333	0.0037577460128329796	4962.0	0.5995600000000014	0.7686081981232197	25	2.1867751832955014
PA5048	PA5048	1.8624159997543998e-06	5376.0	2.278	0.0678103194225389	876.0	0.1412800000000005	0.40839095602493813	25	5.232045343995135
pauC	pauC	6.15878985489115e-06	5375.0	2.26233333333334	0.00890368732283602	898.5	0.10550666666666678	0.47331982688084995	25	4.556806083700391
mgtA	mgtA	4.90405003148137e-07	5372.0	2.2506666666666697	6.90369871271817e-05	4881.0	0.6051733333333342	0.36672435303796147	25	4.487003166552733
PA5348	PA5348	1.3697687809447901e-06	5367.0	2.22433333333334	0.017336383115848	1659.0	0.23157333333333366	0.3805734041232066	25	5.236204050020457
PA3352	PA3352	4.16451155859837e-07	5365.0	2.22066666666667	0.0067542179501133	2219.0	0.2800133333333349	0.4928316657244557	25	3.9377610415528017
PA3674	PA3674	2.01224366343324e-06	5363.0	2.206	0.000676103495505425	3777.0	-0.3274799999999995	0.29433995651287287	25	8.607326134089439
blc	blc	8.786650468298279e-07	5360.0	2.201	0.000189021039713779	4561.0	0.6115200000000002	0.37537936465315647	25	4.2343297199318615
phaF	phaF	7.57252460905198e-07	5354.0	2.175	0.0039732424151262	3456.5	0.36412000000000105	0.3851169360654563	25	4.702156229484057
PA1030	PA1030	5.774703235766571e-06	5352.0	2.1643333333333303	0.0062760047822899	3210.0	0.5339200000000003	0.7330375936496729	25	2.224187882664751
PA1428	PA1428	3.9377965772266605e-06	5350.0	2.149	0.0023760044855427698	1980.0	0.15544000000000027	0.26782886880051404	25	7.4434097001128565
PA0060	PA0060	4.86974408100659e-07	5348.0	2.14366666666667	0.000277688510330702	5131.0	0.6670933333333344	0.4882849854716379	25	3.023999052330276
PA0922	PA0922	9.67204928184888e-07	5347.0	2.135	0.0007337102646483451	4727.0	0.6146400000000011	0.3489763326369585	25	4.3566278220409735
motY	motY	3.67579018264424e-07	5346.0	2.133	0.000431921443380201	4115.0	0.563306666666667	0.4455672718049481	25	3.522909855956573
fliE	fliE	7.4530231805919e-07	5340.0	2.115	0.00236789298868362	4202.0	0.3922533333333336	0.27669802834297347	25	6.226089419514342
fimS	fimS	8.83344476510687e-07	5338.0	2.1069999999999998	3.63846044438445e-05	5018.0	0.7582666666666676	0.45089997453652303	25	2.9912029485468166
PA0462	PA0462	5.24949491778863e-07	5334.0	2.09033333333333	0.000156374538083628	4873.0	0.6166533333333336	0.4425505775656653	25	3.3299696683399604
himA	himA	2.76910372534868e-06	5326.5	2.06266666666667	0.00336188373268382	3044.0	0.2275333333333345	0.36761421757456897	25	4.992008593794625
PA2754	PA2754	9.12996209004257e-06	5318.5	2.04933333333333	0.000521743566561001	5120.0	0.6632133333333341	0.47733682377680975	25	2.903861447421265
PA1574	PA1574	1.3104701709189899e-06	5317.0	2.041	0.0300700991146992	2680.5	-0.10623999999999922	0.47005997962435103	25	4.568012792146161
PA4114	PA4114	4.15598991024739e-06	5316.0	2.0403333333333302	0.00244399939460549	723.0	0.12937333333333367	0.3881739696846516	25	4.922947310332118
grxD	grxD	1.0932241655477699e-05	5311.0	2.0193333333333303	0.0409454294835446	1700.0	0.17250666666666756	0.3195398039310546	25	5.7796451144632455
PA5424	PA5424	2.50051316475587e-05	5310.0	2.01733333333333	5.54311336070278e-05	4930.0	0.7182800000000007	0.3399794612532854	25	3.8209759158525523
PA3008	PA3008	4.1358073567371595e-06	5308.5	2.01	0.0240051112695276	2729.0	0.36450666666666653	0.5504853256025122	25	2.989168387971692
PA1579	PA1579	2.91384340800395e-06	5308.5	2.01	0.0427403692413712	1253.0	-0.1181999999999999	0.25064051281998906	25	8.491045505993203
PA3371	PA3371	1.25015075299247e-06	5301.0	1.9923333333333302	3.8617320781218e-05	5435.0	1.0137066666666674	0.5969553485380191	25	1.6393632606917428
PA0456	PA0456	3.93899289596612e-06	5299.0	1.99066666666667	0.0561925375421564	1408.5	-0.2592799999999991	0.44704845499242046	25	5.032892165357816
PA2485	PA2485	2.20272738034474e-05	5298.0	1.98666666666667	0.000110314567756548	5454.0	1.217240000000001	0.7075490397871408	25	1.087453481525667
obg	obg	1.6733545017852e-06	5281.0	1.9433333333333302	0.12006944610762199	495.0	0.19297333333333402	0.6550685709088718	25	2.6720256133971856
PA2604	PA2604	5.1168813644881e-06	5277.0	1.94	0.00925361428261268	4366.5	0.47720000000000096	0.3577995636914301	25	4.088322481190984
PA3990	PA3990	1.7860686551866901e-06	5276.0	1.936	0.00648434566426607	4023.0	0.33537333333333386	0.8105720049355178	25	1.9746878215884078
rubA1	rubA1	2.9722675674224102e-05	5273.0	1.9166666666666698	0.0179945710226857	306.0	-0.043493333333332905	0.4392915078724936	25	4.462093996519842
fur	fur	1.94964374303147e-06	5270.0	1.913	0.00176112147535111	3802.0	0.36266666666666686	0.2660337628252533	25	5.827581119287042
PA1360	PA1360	7.56311000392845e-06	5269.0	1.90933333333334	0.0128412717403659	1657.0	0.17218666666666713	0.277344235229101	25	6.263503783418097
PA4656	PA4656	8.69511989759454e-06	5267.0	1.90733333333334	0.0059790731995893	3576.0	0.410026666666667	0.4017729679530188	25	3.7267481540514193
PA0469	PA0469	2.2455385929623e-06	5266.0	1.9	0.00165184001640408	2192.0	0.23713333333333367	0.2999881170486101	25	5.543108450516442
algR	algR	2.35394830943567e-05	5260.0	1.8869999999999998	9.164217880585931e-05	4944.0	0.754493333333333	0.4534576945435371	25	2.4974913432810504
PA4573	PA4573	3.6921908729380604e-05	5259.0	1.88166666666667	2.8865563191602504e-05	5544.0	1.4171733333333336	0.5409497659295714	25	0.8586626015728985
PA0760	PA0760	5.745495183737381e-06	5258.0	1.8806666666666698	0.0046065081520199795	3912.0	0.43396000000000046	0.22850886035175846	25	6.331074709486801
mgtE	mgtE	1.7033363133906098e-06	5257.0	1.8653333333333302	0.00337382462644703	4054.0	0.4900533333333341	0.34664773826529516	25	3.967370469174883
PA0250	PA0250	6.4692896060592904e-06	5253.0	1.857	8.522853461478399e-05	4896.5	0.6438933333333341	0.3607708403672049	25	3.362540790247694
betI	betI	1.8772227784403e-05	5253.0	1.857	0.0111250131799795	2822.5	-0.32130666666666646	0.5373209600174498	25	4.054013948378126
ppgL	ppgL	3.1187644431541995e-05	5242.0	1.8406666666666698	0.0173666504143142	1809.5	0.14338666666666686	0.2691938871685037	25	6.305046588734682
rpsI	rpsI	2.0775719363562e-06	5240.0	1.838	0.0329933808229588	2644.5	-0.10781333333333228	0.5492340211603799	25	3.5427764092660645
dadA	dadA	2.8575078713137398e-05	5231.0	1.8030000000000002	0.0026924262911186604	3474.0	-0.3437733333333329	0.5032159329603795	25	4.266107634358943
PA5437	PA5437	1.10205194771637e-05	5224.0	1.7926666666666697	0.0348082205558339	465.0	0.014986666666666617	0.30080939393822353	25	5.9096558678785165
PA5463	PA5463	1.23310470100976e-05	5221.0	1.781	0.0672433337385164	1100.0	0.10917333333333414	0.4400368894468674	25	3.7992875296618323
osmE	osmE	3.24724278363013e-05	5218.0	1.778	8.71384904852055e-05	5211.0	0.8030666666666675	0.5722562638202245	25	1.7036656389306204
PA1296	PA1296	5.855334331276171e-06	5217.0	1.77466666666667	0.0136933660135114	3390.0	0.33193333333333347	0.41490321272065994	25	3.477276842164824
pauB3	pauB3	1.69358542316742e-05	5214.5	1.77266666666667	0.00961266564919751	1004.0	0.049653333333333514	0.4213165924944223	25	4.0895928715557215
PA0537	PA0537	2.91384340800395e-06	5214.5	1.77266666666667	0.0320827442769491	670.5	-0.02106666666666569	0.2574168330275354	25	6.968205273279326
PA4015	PA4015	5.33410998909189e-05	5211.0	1.7643333333333302	0.0108504466175315	811.0	0.08853333333333469	0.42099112553327933	25	3.9806064744885545
bauR	bauR	7.9034961532298e-06	5209.0	1.76066666666667	0.00108144612779095	2203.0	0.23268000000000036	0.3076772521352223	25	4.966199665600006
PA0310	PA0310	3.76625972476524e-06	5206.0	1.758	0.0052251428490360605	1504.0	0.11724000000000132	0.29216513785490944	25	5.615865096179982
PA2985	PA2985	1.2629236785849099e-05	5204.0	1.75733333333333	0.0009098212400863731	4860.0	0.6707866666666669	0.2534397415414409	25	4.287199237413198
PA3413	PA3413	0.000196268089337746	5202.0	1.7519999999999998	0.00159709571313175	4599.0	0.5497733333333339	0.3151631076830605	25	3.8146173754437935
PA3664	PA3664	2.80176037488271e-05	5199.0	1.74733333333333	0.068460240195194	441.0	0.010946666666667583	0.3029938069285194	25	5.730766197067193
PA5180	PA5180	3.0002919492567103e-05	5197.0	1.74066666666667	0.00047958100041538894	3096.0	0.1671866666666668	0.36460521623216485	25	4.315571829334661
PA5183	PA5183	3.93899289596612e-06	5195.5	1.7396666666666698	6.69897263530886e-05	5200.0	0.8042800000000008	0.46051081420526824	25	2.0311937044973054
rpmA	rpmA	3.9904515792763495e-06	5194.0	1.73866666666667	0.0239732738826657	783.0	0.014906666666667406	0.45158139334433944	25	3.817163473530457
PA1645	PA1645	0.000101089929999165	5193.0	1.73333333333333	0.00057227616926876	3645.5	0.38898666666666704	0.27759221824400954	25	4.842883115278662
PA4574	PA4574	1.1519302179878599e-05	5188.0	1.7156666666666698	0.00432965103454901	4418.0	0.47801333333333396	0.41477131673391593	25	2.9839414718431825
PA4738	PA4738	9.51232038553647e-05	5186.0	1.712	0.0005537778257082441	5164.0	0.7720800000000009	0.5343945022865346	25	1.7588504297449294
PA4714	PA4714	6.6774736303372e-06	5181.0	1.7080000000000002	0.00916203690024723	3641.0	0.4161733333333341	0.5301809362709917	25	2.4365769839871683
PA4154	PA4154	1.59026853722103e-05	5180.0	1.7066666666666699	0.000368138263270839	2863.0	0.32474666666666757	0.37324963446684034	25	3.7024014825197975
PA3902	PA3902	1.6803837697006398e-05	5179.0	1.7063333333333301	0.00635268038647866	2311.0	0.27654666666666683	0.33842666857090326	25	4.22480495613516
PA1053	PA1053	5.745495183737381e-06	5178.0	1.7056666666666698	0.0193713998287365	779.0	0.199786666666667	0.5057996957514128	25	2.9772259901478924
carO	carO	0.000167418048692997	5177.0	1.7043333333333301	0.00493900991513181	4977.0	0.6046000000000002	0.4127890121097197	25	2.664153601649212
PA5182	PA5182	1.63101212591422e-05	5170.0	1.68733333333334	7.04006420624374e-05	5364.0	0.9468400000000012	0.47175345805323543	25	1.569661696575793
PA4611	PA4611	4.09919572842699e-05	5167.0	1.6683333333333301	0.00157766636371213	3775.0	0.4278533333333344	0.7024817915130671	25	1.7658535993198354
PA2826	PA2826	0.000100768099516485	5165.0	1.6676666666666697	0.00181674642607762	4107.0	0.6240133333333334	0.6027582778207867	25	1.731462464699054
PA3952	PA3952	3.25408865010381e-05	5164.0	1.6626666666666698	6.38747162050546e-05	4706.0	0.7119600000000007	0.5415659506365681	25	1.7554771778934557
PA3129	PA3129	3.940148433394629e-05	5162.0	1.65033333333333	0.0114492008947835	2094.0	0.2596800000000005	0.48489292899834396	25	2.8679596054453476
PA1679	PA1679	1.0514205741459e-05	5158.0	1.6469999999999998	0.012672350475049998	1410.0	0.2315333333333339	0.3614633837303271	25	3.9159337581000657
PA3967	PA3967	4.29136605272872e-05	5153.5	1.63966666666667	0.0016764023885746699	4348.0	-0.3801066666666664	0.46769788562941184	25	4.318542793100709
PA3973	PA3973	8.826036978922689e-06	5152.0	1.6369999999999998	0.000315543541021669	3947.5	0.430360000000001	0.22656936064963762	25	5.3256980402832275
PA3796	PA3796	1.8040797734614498e-05	5151.0	1.63433333333333	0.000117217156567697	4800.0	0.655506666666667	0.3020016727939933	25	3.241129950079308
flgM	flgM	6.26908089424046e-06	5150.0	1.6340000000000001	0.0257972156739564	2021.0	0.2771466666666677	0.4936294539204269	25	2.7487284694159624
PA0655	PA0655	1.1415729163189099e-05	5147.0	1.625	0.0158077504363244	1704.0	0.19601333333333362	0.3267512146822052	25	4.373317075673258
pcnA	pcnA	3.7734346024712106e-05	5146.0	1.6233333333333302	0.0011402640326991	2271.0	0.32540000000000047	0.9926548671039628	25	1.307537369075726
himD	himD	1.86815384167601e-05	5143.0	1.61433333333333	0.0561884032707626	2161.0	0.22973333333333382	0.30234547629663183	25	4.579529407747983
algB	algB	5.10847114491224e-05	5141.0	1.61033333333333	0.129498125233675	290.5	0.07770666666666706	0.2818493378726645	25	5.437751524394504
gloA1	gloA1	7.50422836951609e-06	5138.0	1.609	0.00766475095669052	878.5	-0.09531999999999961	0.4157861193414674	25	4.099030536900425
PA3306	PA3306	7.59981170143183e-06	5137.0	1.6086666666666698	0.0005358943695076531	4217.0	0.6018533333333339	0.522201705388935	25	1.9280161725696834
ahpF	ahpF	3.31648570641856e-05	5136.0	1.60833333333333	0.0085556556133318	399.5	-0.04829333333333301	0.6863880456849898	25	2.4135424226589075
PA0125	PA0125	0.000461394215136703	5129.0	1.598	0.00047286067642189297	4536.0	0.6011733333333342	0.41477223915104355	25	2.4033109561695167
ssb	ssb	1.65374493972051e-05	5128.0	1.5973333333333302	0.0375805640220531	3207.0	-0.3597333333333321	0.2685460164719696	25	7.287639907594525
PA0124	PA0124	0.000112332715429647	5126.0	1.5933333333333302	0.000162913715496158	4175.0	0.646320000000001	0.5455225958588642	25	1.7359745325349223
PA0332	PA0332	2.65802371219908e-05	5124.0	1.59233333333334	0.00022608255200478702	4493.0	0.5370400000000003	0.26534045774913156	25	3.97712939174574
PA1541	PA1541	0.00048706623686216907	5123.0	1.59	0.0018681314840877801	3407.5	0.3598000000000009	0.36133390990113934	25	3.4046071135050147
PA4642	PA4642	8.684728108231601e-05	5120.0	1.5836666666666699	0.21118671544314999	988.5	0.1892800000000009	0.41333348655911145	25	3.373514878444903
PA3414	PA3414	0.000520386915833065	5119.0	1.58333333333334	0.000659613036727839	3969.0	0.48476000000000075	0.39069215076152614	25	2.8118643571211526
PA1672	PA1672	8.0957180272363e-05	5117.5	1.5816666666666699	0.000235954879620159	4131.5	0.4989866666666669	0.27939379616114085	25	3.8751039388704442
PA0490	PA0490	3.70832048048581e-05	5115.0	1.578	8.422900490714459e-05	4688.5	0.6055066666666673	0.30870206360514374	25	3.150265087237106
PA2748	PA2748	8.88302612704942e-05	5114.0	1.57533333333334	0.000769468320839045	4279.0	0.49722666666666737	0.39491093369968383	25	2.729999538292185
smpB	smpB	2.57692277365323e-05	5110.5	1.5646666666666698	0.0180954679896107	1594.0	-0.08523999999999958	0.35206279059071055	25	4.686398877593295
PA2559	PA2559	0.000102387178814086	5107.5	1.5626666666666698	0.00235442047857719	2896.0	0.3358266666666674	0.3620890278288957	25	3.388227495752074
PA1359	PA1359	0.000140496114076406	5105.0	1.5606666666666698	0.020733644342438	859.0	0.07446666666666753	0.16858655321800073	25	8.815649716013732
PA5347	PA5347	5.6247799864391394e-05	5102.0	1.55833333333334	0.0132705385645038	2947.0	0.37568000000000046	0.3268839339831438	25	3.617961026479584
PA2274	PA2274	3.9882076511223e-05	5097.5	1.5556666666666699	3.19093981827436e-05	5477.0	1.103466666666667	0.4909467045073898	25	0.9210775749146438
PA3850	PA3850	1.4655676341246698e-05	5092.0	1.5516666666666699	0.000627603969768728	2169.5	-0.18970666666666658	0.23676796189049232	25	7.354767593677813
PA3662	PA3662	2.1864879629492603e-05	5090.0	1.551	0.0237049057632401	820.5	-0.09038666666666567	0.3471084482043253	25	4.728743063321996
PA0665	PA0665	3.31648570641856e-05	5088.5	1.5496666666666699	0.00250449762073194	4592.0	0.5185866666666672	0.2749732188979709	25	3.7497469903881293
PA1520	PA1520	2.11982961550678e-05	5088.5	1.5496666666666699	0.078070913600513	307.5	0.08920000000000097	0.2664708829900207	25	5.480773922760496
PA3965	PA3965	6.25482678701833e-05	5086.0	1.5476666666666699	0.0567054774618053	429.0	-0.008973333333333085	0.3439638078506389	25	4.525592415455379
PA2915	PA2915	2.20539718066007e-05	5083.5	1.545	0.00090732431783057	3005.0	0.2674000000000009	0.23976412019594012	25	5.328570425616302
PA0309	PA0309	0.000187749954178913	5078.5	1.54	0.0437568911633695	1883.5	0.2288666666666669	0.3275443566229702	25	4.0029184042470085
PA0536	PA0536	5.38589734830686e-05	5076.0	1.5390000000000001	0.00274374777517045	1209.5	-0.09673333333333302	0.21077959350240005	25	7.7603970391692965
zipA	zipA	2.5243607880504802e-05	5075.0	1.53800000000001	0.0355642983467708	1787.0	0.14680000000000035	0.21658342418022103	25	6.423390918606863
wapB	wapB	3.13927098326805e-05	5074.0	1.5376666666666698	0.00664702603075794	1179.5	0.13994666666666758	0.46529074622059574	25	3.0039711972636978
ispA	ispA	6.54198728160247e-05	5068.5	1.53066666666667	0.011932585393498998	2768.0	-0.19829333333333238	0.3443995891940599	25	5.020215047427888
tpx	tpx	3.31043884144992e-05	5068.5	1.53066666666667	0.0312060392931839	253.5	-0.02479999999999962	0.39323872449753017	25	3.9555276979758363
recA	recA	4.62691725506104e-05	5067.0	1.5290000000000001	0.309983315524378	681.0	0.11224000000000112	0.31108358290908833	25	4.554274406740506
PA2737	PA2737	0.00012013434611265	5064.0	1.525	0.00329673515782384	2945.0	0.27354666666666716	0.37736547615354665	25	3.3162899428142905
crc	crc	3.24244781171932e-05	5059.0	1.5143333333333302	0.0195064703687533	801.0	-0.04837333333333239	0.3292421336836966	25	4.746375104493635
PA1545	PA1545	0.0001060829487647	5058.0	1.51333333333333	0.0009985116182645401	5043.0	0.7402266666666668	0.7230636960313508	25	1.069209629677138
PA1968	PA1968	2.35394830943567e-05	5056.0	1.5123333333333302	0.000861950311890695	2078.5	0.2709733333333337	0.2452105655992043	25	5.0624246021641435
PA4325	PA4325	1.6325267162777e-05	5055.0	1.50933333333334	5.13304773756099e-05	5147.0	0.7793866666666677	0.2554287550157366	25	2.8577309810780758
PA2464	PA2464	2.2657066609418803e-05	5054.0	1.5056666666666698	0.00587043968302475	969.5	-0.04579999999999918	0.5782889352154271	25	2.6828572573132647
PA4395	PA4395	2.50051316475587e-05	5053.0	1.5043333333333302	0.0292805938238024	638.5	-0.03543999999999949	0.2596446417702471	25	5.930310453684755
rpoH	rpoH	3.6966641245776596e-05	5050.0	1.50133333333333	0.000520334673661716	4676.0	0.6090666666666672	0.41370772694419716	25	2.15675610716117
PA5062	PA5062	6.97649635167875e-05	5048.0	1.49833333333334	0.0215069606707706	369.0	-0.03803999999999951	0.20675234156047861	25	7.430983957605742
sutA	sutA	2.35394830943567e-05	5046.0	1.49666666666667	0.00661033070050531	839.5	-0.05370666666666623	0.5080519013294253	25	3.0516042342848357
PA2577	PA2577	6.50201417812796e-05	5045.0	1.4956666666666698	0.00464093402071459	561.0	0.09270666666666705	0.35802969460957057	25	3.9185576535206756
PA0563	PA0563	3.31648570641856e-05	5043.0	1.49133333333333	0.000149789973390751	5179.0	-0.6115333333333326	0.4941194562421484	25	4.255786004986072
PA3349	PA3349	2.66250747707487e-05	5042.0	1.4909999999999999	0.00402772560583488	3292.5	0.2698800000000013	0.37543770603272036	25	3.252523602127419
PA1440	PA1440	2.3089841946612698e-05	5041.0	1.4880000000000002	0.0117973400190343	2991.0	0.27504000000000167	0.238536458118778	25	5.085008847561622
algQ	algQ	0.000126218185552648	5040.0	1.48733333333333	0.0124228016343558	2545.0	0.28252000000000044	0.39300446562348323	25	3.0656479473380776
PA1439	PA1439	2.20272738034474e-05	5039.0	1.48533333333333	0.014276756885411001	193.0	0.0010266666666666597	0.30259485687533966	25	4.905260723840243
PA5072	PA5072	5.70520530005138e-05	5032.0	1.4736666666666698	0.0167165956376898	1848.0	0.23741333333333384	0.4730831917287864	25	2.613183801385332
mvaU	mvaU	5.40479336840145e-05	5031.0	1.473	0.11614198442653001	1467.0	0.11385333333333371	0.3968685886621254	25	3.424676846430337
PA4674	PA4674	0.0005002211311158019	5030.0	1.4709999999999999	0.00022553665322111202	5112.0	0.8167733333333331	0.4970854006662787	25	1.3161252891148292
trxA	trxA	5.44998404054486e-05	5029.0	1.4703333333333302	0.111069342987868	721.0	0.05972000000000052	0.2645477041627416	25	5.3321700061534605
pyrE	pyrE	2.5625196988888298e-05	5028.0	1.47	0.0797565607636831	15.5	0.05878666666666718	0.2849178874563564	25	4.953052775773869
