	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA0642	PA0642	0.0599880112677822	5454.0	2.11	0.0469104628989536	5401.0	0.8423199999999995	0.43406349253946197	25	2.9204944018293633	
PA0982	PA0982	0.0112515154916113	5453.0	2.10466666666666	0.0352365356888886	5354.0	0.8565466666666669	0.4870469583414215	25	2.5626276452897114	
PA4739	PA4739	0.32416792694921603	5452.0	2.0646666666666698	0.331138624192662	5113.0	0.5722933333333343	0.43625084442240236	25	3.4209064633656876	
PA2730	PA2730	0.0140259666900954	5451.0	2.06233333333333	0.0199283285383915	5532.0	1.735266666666666	0.54850640632337	25	0.5962859556353896	
PA4377	PA4377	0.11256797586531801	5450.0	2.048	0.113551712625755	5389.0	0.8054133333333344	0.561216282332895	25	2.2140958945478424	
PA2939	PA2939	0.0688216086108992	5449.0	2.03066666666667	0.30785340680006895	4388.5	0.42914666666666634	0.34670377846224837	25	4.61927472236761	
PA3866	PA3866	0.0370238011465812	5448.0	2.024	0.0293690072642637	5476.0	1.186813333333333	0.6389795835143323	25	1.3101931396026973	
PA2358	PA2358	0.153768181962249	5447.0	2.02266666666667	0.0673450668900957	5370.0	1.028546666666667	0.9023288894936338	25	1.1017268886934124	
PA1404	PA1404	0.0772894277484324	5446.0	2.01966666666667	0.0321094180219912	5450.0	1.124000000000001	0.6367529391809323	25	1.4066156770611569	
PA2493	PA2493	0.3499477791076989	5445.0	2.01433333333333	0.553937341291566	5260.0	0.773053333333334	0.7240865617375379	25	1.714270179274404	mexE
PA2444	PA2444	0.14977612412986302	5444.0	1.9980000000000002	0.26882269887614196	5099.5	0.6670799999999995	0.5506525193232445	25	2.4169870350102274	glyA2
PA2167	PA2167	0.0402957865821506	5443.0	1.9613333333333303	0.134778289707372	5006.0	0.48246666666666727	0.24502121979156938	25	6.035667718594663	
PA1718	PA1718	0.384468648825123	5442.0	1.96	0.5134697660457349	5053.0	0.5080799999999995	0.3409262747498576	25	4.258750667032907	pscE
PA3409	PA3409	0.0104331333046449	5441.0	1.94	0.45499907159064	1904.0	0.2602133333333336	0.2741044150873357	25	6.12827292888168	hasS
PA2732	PA2732	0.00590523969530486	5440.0	1.91033333333333	0.0314728808112747	5514.0	1.5279466666666668	0.47842431074425057	25	0.7992626170518209	
PA5182	PA5182	0.13395556862702399	5439.0	1.879	0.13612633096979	5298.0	0.8178000000000014	0.6965213631032872	25	1.5235713593505864	
PA0997	PA0997	0.0670548365890958	5438.0	1.8746666666666698	0.372671389934799	4837.5	0.5614533333333338	0.5251500215987662	25	2.5006441575216747	pqsB
PA1088	PA1088	0.0751872609130802	5437.0	1.8730000000000002	0.028489784819875998	5477.0	1.0998266666666672	0.46467396096618097	25	1.663905013583502	
PA4389	PA4389	0.10041130823851699	5436.0	1.86033333333334	0.163602260931965	4857.0	0.49537333333333267	0.3701910957970322	25	3.687176746002518	
PA0737	PA0737	0.19391663441544701	5435.0	1.8216666666666699	0.133981055434708	4954.0	0.6746133333333336	0.5740307263682105	25	1.9982437884301716	
PA4865	PA4865	0.0102858572431527	5434.0	1.82	0.35783570385707403	4252.0	0.4567999999999999	0.41971881019276397	25	3.2478887457389014	ureA
PA1372	PA1372	0.00626079418554679	5433.0	1.8083333333333302	0.0434175140338279	5481.0	1.0648266666666673	0.36754982176771817	25	2.022873152517918	
PA0998	PA0998	0.10067368004432001	5432.0	1.8016666666666699	0.459806268891576	5048.0	0.58668	0.49648225025152276	25	2.4471905411545847	pqsC
PA4026	PA4026	0.024822188654608	5431.0	1.7973333333333301	0.308446074714185	3402.5	0.3853066666666665	0.358351200071373	25	3.9403430667608466	
PA1901	PA1901	0.0862061403445681	5430.0	1.7883333333333302	0.25294036099608996	5245.0	0.7484266666666664	0.560024904538811	25	1.8568936099780111	phzC2
PA5526	PA5526	0.237078758477373	5429.0	1.7843333333333302	0.24715419349630702	4943.0	0.672026666666667	0.5717679366083174	25	1.9453813259707764	
PA2495	PA2495	0.38183233196466604	5428.0	1.778	0.49058083270883	4410.0	0.5228666666666676	0.5385827853419265	25	2.330437153754356	oprN
PA5505	PA5505	0.17067848975901403	5427.0	1.7730000000000001	0.134340316040971	4908.5	0.6580799999999989	0.5546636308009858	25	2.0100831172037603	
PA3152	PA3152	0.126212585109425	5426.0	1.7630000000000001	0.0293690072642637	5507.0	1.4751866666666669	0.4801672170153814	25	0.5994022980625802	hisH2
PA3146	PA3146	0.0280370374695478	5425.0	1.75933333333333	0.0226698644433675	5526.0	1.7592933333333323	0.4852573421888097	25	8.243048898012527e-05	wbpK
PA3157	PA3157	0.12142627812225598	5424.0	1.7480000000000002	0.0226698644433675	5492.0	1.3400000000000005	0.47956216528242723	25	0.8507760401818133	
PA2402	PA2402	0.0116923342587941	5423.0	1.7463333333333302	0.0793890295096785	5396.0	0.9610666666666655	0.7504222453367806	25	1.046433086900624	
PA0365	PA0365	0.180984032008346	5422.0	1.744	0.12530381625454198	5333.0	0.6779066666666672	0.39225041038148617	25	2.7178896570088877	
PA4918	PA4918	0.0370238011465812	5421.0	1.7436666666666698	0.0436398106899234	5485.0	1.101293333333334	0.4210088668020266	25	1.5257952598784643	pcnA
PA4917	PA4917	0.128655911821113	5420.0	1.73933333333333	0.0459536585459293	5420.0	0.8192533333333328	0.37416712793834495	25	2.4590081043987584	nadD2
PA2462	PA2462	0.0280370374695478	5419.0	1.734	0.0684019452655019	5425.5	0.8527733333333332	0.3027749396401134	25	2.910500676555718	
PA4934	PA4934	0.0466300658651051	5418.0	1.732	0.102009878022535	5126.0	0.7612666666666666	0.5777003500470155	25	1.6803405662716515	rpsR
PA0630	PA0630	0.0938645568996977	5417.0	1.7316666666666698	0.0568667076936076	5472.0	0.9181333333333334	0.46697157697626945	25	1.7421474313300198	
PA0026	PA0026	0.17843119443585	5416.0	1.72133333333333	0.314321312699793	4837.5	0.5583199999999999	0.41316422929674185	25	2.814893572255582	plcB
PA0508	PA0508	0.23531451161028896	5415.0	1.71	0.26072008992796203	4164.0	0.3734666666666666	0.35854967629377493	25	3.7276099288352307	
PA4738	PA4738	0.418749701313314	5414.0	1.7063333333333301	0.43577608468449	4797.0	0.46527999999999997	0.2717309174192036	25	4.567214305682918	
PA2099	PA2099	0.0218625366013622	5413.0	1.706	0.17568751725354803	4455.5	0.40667999999999976	0.28226754579194435	25	4.603150519322231	
PA4527	PA4527	0.0606455669072384	5412.0	1.7033333333333303	0.0226698644433675	5531.0	1.8432133333333325	0.5199074871409191	25	-0.26904786612947595	
PA3006	PA3006	0.0679766366059544	5411.0	1.7023333333333301	0.21264413182451003	4196.0	0.4868400000000003	0.46210027891982186	25	2.6303670194153415	psrA
PA3148	PA3148	0.13151277188531402	5410.0	1.7016666666666698	0.0244432577371628	5534.0	1.9060933333333323	0.5797692989457095	25	-0.3526000204536622	wbpI
PA2146	PA2146	0.372470765957479	5409.0	1.69733333333334	0.10435513936826499	5474.0	1.0955066666666666	0.7860544352557176	25	0.765629757525493	
PA2411	PA2411	0.067190816465336	5408.0	1.6769999999999998	0.132796525191776	5428.0	1.0916000000000001	0.9567794648948345	25	0.6118442352484484	
PA4011	PA4011	0.0862061403445681	5407.0	1.675	0.288843164734341	1712.0	0.3750400000000001	0.470265737720784	25	2.7643094015321172	
PA2575	PA2575	0.158778276888602	5406.0	1.6683333333333301	0.20183932820255202	4731.0	0.48898666666666607	0.43442337772167716	25	2.7147403366083083	
PA3038	PA3038	0.09807235624997598	5405.0	1.65766666666667	0.340692394442979	4818.0	0.49589333333333374	0.3769028109325919	25	3.0824215146039764	opdQ
PA3459	PA3459	0.0862061403445681	5404.0	1.6553333333333302	0.083887877947855	5233.0	0.798280000000001	0.584279713899152	25	1.4668545098268782	
PA4154	PA4154	0.165823338420716	5403.0	1.6440000000000001	0.190982710317661	4927.0	0.6400000000000011	0.6477935770895843	25	1.5498764351921854	
PA3022	PA3022	0.0543878509626471	5402.0	1.6326666666666698	0.29464391483877195	4142.0	0.3100133333333332	0.17967824844138264	25	7.36123234062376	
PA2483	PA2483	0.0365504656560319	5401.0	1.631	0.18383278302815198	4662.5	0.46731999999999935	0.3491773066530547	25	3.3326335298079446	
PA2414	PA2414	0.130669672472346	5400.0	1.62966666666667	0.13647973317598	4649.0	0.5052800000000004	0.34240471342809753	25	3.283794359632209	
PA3410	PA3410	0.0372368391106648	5399.0	1.62666666666666	0.301517754503836	3165.5	0.3926133333333331	0.42754487180576417	25	2.8863715008935102	hasI
PA1942	PA1942	0.126750411254962	5398.0	1.61566666666667	0.16137121512051	4988.0	0.5289466666666669	0.40790430613437184	25	2.664154272600436	
PA3163	PA3163	0.0300417134488917	5397.0	1.60966666666667	0.19876279319944198	4311.0	0.40865333333333254	0.3137217964304605	25	3.8282750736433253	cmk
PA1802	PA1802	0.14977612412986302	5396.0	1.5759999999999998	0.389969430387084	3786.0	0.2978933333333339	0.2532929192910118	25	5.045962872725358	clpX
PA3229	PA3229	0.436546120022079	5395.0	1.5746666666666698	0.411599970214911	5313.0	0.7450533333333341	0.521122743414355	25	1.5919729925770936	
PA2223	PA2223	0.14059219878440699	5394.0	1.5706666666666698	0.0776503412135333	5470.0	0.9846400000000005	0.3806647927566259	25	1.5394821843724837	
PA1180	PA1180	0.168840164761986	5393.0	1.5646666666666698	0.41418503299884496	4136.5	0.5403333333333346	0.5748960050884576	25	1.7817715278361064	phoQ
PA2754	PA2754	0.0944459553640148	5392.0	1.5643333333333302	0.393410159071913	4748.0	0.5903066666666673	0.5742753559438587	25	1.6960969273455713	
PA1366	PA1366	0.0499317204699527	5391.0	1.557	0.0302097154641775	5479.0	1.0749466666666663	0.44820155725513317	25	1.0755280197719856	
PA1830	PA1830	0.0670548365890958	5390.0	1.551	0.290979148856258	5223.0	0.6615066666666661	0.5891991592486018	25	1.5096649738395644	
PA1324	PA1324	0.0470944023583768	5389.0	1.5503333333333302	0.11983450996956199	5337.0	0.8642933333333346	0.7022983387896251	25	0.976849811694486	
PA3405	PA3405	0.0833674672375666	5388.0	1.5456666666666699	0.545124008728146	651.0	0.21138666666666683	0.2599763643102964	25	5.132312714426089	hasE
PA4632	PA4632	0.0273031836822014	5387.0	1.541	0.22199928322580498	4790.0	0.5222799999999994	0.38086251626577283	25	2.67477096456801	
PA5476	PA5476	0.0321088989566773	5385.5	1.5303333333333302	0.13109655202760198	4734.0	0.4454933333333336	0.34386756063818963	25	3.1548192507214807	citA
PA5508	PA5508	0.0291365549667784	5385.5	1.5303333333333302	0.31245237967809697	3394.0	0.3688666666666665	0.31752894297942325	25	3.6578292856343806	pauA7
PA4290	PA4290	0.14059219878440699	5384.0	1.5223333333333302	0.314596969691854	3632.0	0.3642933333333332	0.32890027645450737	25	3.52094565709547	
PA2031	PA2031	0.10712877959455899	5383.0	1.518	0.310536365551998	4976.0	0.7097733333333334	0.7518704190464186	25	1.0749547344763524	
PA1156	PA1156	0.10067368004432001	5382.0	1.50366666666666	0.196570773751175	5044.0	0.524453333333333	0.27136509983306234	25	3.6084718850571313	nrdA
PA2415	PA2415	0.045289117030887	5381.0	1.49733333333334	0.38103796850377003	3996.0	0.36625333333333354	0.3397142900863737	25	3.329503741842667	
PA3234	PA3234	0.103035506548566	5380.0	1.4923333333333302	0.31425501772804804	4686.5	0.48684000000000005	0.4302612160932871	25	2.336936948356796	
PA0355	PA0355	0.0577170676080517	5379.0	1.49033333333334	0.13191474107965498	5186.0	0.7371733333333332	0.5273816184524073	25	1.4281119660752348	pfpI
PA2166	PA2166	0.17843119443585	5378.0	1.48933333333333	0.304280279271138	4540.0	0.5190800000000005	0.4188676786554705	25	2.3163719302662837	
PA0070	PA0070	0.150327983672389	5376.0	1.4869999999999999	0.125988739628975	5422.0	0.8867999999999998	0.49627712165833454	25	1.2094049348767117	tagQ1
PA2453	PA2453	0.146794414457338	5376.0	1.4869999999999999	0.0720889467009704	5292.0	0.7340399999999999	0.46620727706159315	25	1.6150756048806214	
PA2387	PA2387	0.0617946947154929	5376.0	1.4869999999999999	0.21194469392514703	4593.0	0.4292933333333334	0.30677661555576874	25	3.4478073393908555	fpvI
PA1774	PA1774	0.25173805310202496	5374.0	1.482	0.15970230618062303	5387.0	0.791746666666668	0.4795187139591497	25	1.4394711055888734	crfX
PA1198	PA1198	0.163580481605683	5373.0	1.47533333333334	0.200707863261156	5009.0	0.6259599999999989	0.4469561077132986	25	1.900350657873042	
PA4709	PA4709	0.0370238011465812	5372.0	1.47533333333333	0.280998185255118	4715.0	0.48730666666666683	0.4841421290397186	25	2.0407781256846715	phuS
PA1784	PA1784	0.13566281343938402	5371.0	1.4743333333333302	0.23816660242737198	5020.0	0.5911600000000008	0.46474183514434536	25	1.9003525539271116	
PA2174	PA2174	0.126212585109425	5370.0	1.47266666666667	0.180766012000315	4828.5	0.58404	0.6955151323006995	25	1.2776525274542558	
PA2426	PA2426	0.0599880112677822	5369.0	1.47266666666666	0.21938517640564398	4959.0	0.6568266666666664	0.5513259615925276	25	1.4797779477741377	pvdS
