	Gene ID	Adj P-value (Real)_grp_1v2	Rank (Real)_grp_1v2	Test statistic (Real)_grp_1v2	Median adj p-value (simulated)_grp_1v2	Rank (simulated)_grp_1v2	Mean test statistic (simulated)_grp_1v2	Std deviation (simulated)_grp_1v2	Number of experiments (simulated)_grp_1v2	Z score_grp_1v2	Gene Name_grp_1v2	Adj P-value (Real)_grp_1v3	Rank (Real)_grp_1v3	Test statistic (Real)_grp_1v3	Median adj p-value (simulated)_grp_1v3	Rank (simulated)_grp_1v3	Mean test statistic (simulated)_grp_1v3	Std deviation (simulated)_grp_1v3	Number of experiments (simulated)_grp_1v3	Z score_grp_1v3	Gene Name_grp_1v3	mean Z score	max Z score
10	PA0755	0.00130276043595332	5539.0	2.4905	0.93153371097495	2117.0	0.10894000000000004	0.07249027520985163	25	32.853510255074056	opdH	0.0707114492791756	5194.0	0.650500000000001	0.975161790432787	2364.0	0.08683999999999997	0.06312037441798593	25	8.929921680556255	opdH	20.891715967815156	32.853510255074056
11	PA4133	0.00822749482601912	5538.0	2.4635	0.6587821131526179	5537.0	0.9487800000000002	0.4510691715247229	25	3.35806589237717		0.00184478485488418	5543.0	2.591	0.9679037971685992	5513.0	0.3365600000000001	0.2450753846608557	25	9.198965465747516		6.278515679062343	9.198965465747516
12	PA0515	0.00158009116573401	5537.0	2.2875	0.698655367590459	5511.0	0.7007799999999998	0.3810792262334261	25	4.163753599699163		0.00514539511203675	5436.0	1.135	0.970918182788261	5488.0	0.24578000000000014	0.1718523518411469	25	5.174325462952974		4.669039531326069	5.174325462952974
13	PA3190	0.00948374212558262	5536.0	2.2365	0.92347201037686	3534.0	0.1806600000000006	0.14919930183035998	25	13.779152950310015		0.742648910131277	2263.5	0.15200000000000302	0.970918182788261	3428.0	0.18859999999999988	0.23426689729167216	25	-0.15623206019768265		6.811460445056166	13.779152950310015
14	PA3187	0.00857644317639251	5535.0	2.216	0.8924994014279599	4436.0	0.2267	0.14586409199434008	25	13.638037798070204		0.8865476001169158	1230.0	0.0785	0.970918182788261	5305.0	0.20782000000000006	0.18167518405109734	25	-0.7118198375603568		6.4631089802549235	13.638037798070204
15	PA3584	0.007599669686430459	5534.0	2.2155	0.7570009833318659	5030.0	0.43646	0.3399402190091664	25	5.2333907567201665	glpD	0.136934244091513	5125.0	0.6	0.9733200224012322	4708.5	0.22036000000000008	0.2122290684614152	25	1.788821874177058	glpD	3.5111063154486124	5.2333907567201665
16	PA0998	0.058130245414931	5533.0	2.195	0.6587821131526179	5457.0	0.6850199999999999	0.500511727301835	25	3.0168723680861973	pqsC	0.00940584144318978	5508.0	1.5659999999999998	0.9621645734876628	5496.0	0.3304799999999999	0.2115012056703224	25	5.841668826823933	pqsC	4.429270597455066	5.841668826823933
17	PA2195	0.0137905307608391	5532.0	2.152	0.6587821131526179	5462.0	0.6248600000000002	0.33209808164657184	25	4.5984607692652215	hcnC	0.0134311968158001	5504.0	1.5495	0.96967085134317	5205.0	0.2660200000000001	0.2524550075425983	25	5.083995015561062	hcnC	4.8412278924131416	5.083995015561062
18	PA4587	0.00330561108985099	5531.0	2.1515	0.5488815952719489	5548.0	1.1936200000000001	0.4743899872467798	25	2.019182583425199	ccpR	0.0006456847240718308	5533.0	1.9885	0.9624700951031828	5531.0	0.42391999999999996	0.2961298870428309	25	5.28342483639183	ccpR	3.6513037099085146	5.28342483639183
19	PA0999	0.0208291680335675	5530.0	2.13	0.6740393429707049	5436.0	0.6694	0.4699884528723374	25	3.1077359264329445	pqsD	0.00162442044378974	5513.0	1.6305	0.96967085134317	5481.0	0.32241999999999943	0.2342209907331109	25	5.58481114739424	pqsD	4.346273536913593	5.58481114739424
20	PA3452	0.00327878227580453	5529.0	2.125	0.5488815952719489	5427.0	0.6334199999999993	0.2837319627159878	25	5.257003778220977	mqoA	0.000926790925320934	5522.0	1.764	0.9621645734876628	5251.0	0.19753999999999985	0.13171551730908526	25	11.892752137351641	mqoA	8.57487795778631	11.892752137351641
21	PA0517	0.00337811099736005	5528.0	2.0885	0.6740393429707049	5531.0	0.7493199999999999	0.4064131436522854	25	3.295119808294785	nirC	0.0586056099438727	5264.0	0.7195	0.973142675814635	5482.0	0.2598599999999998	0.2324649400088825	25	1.9772443964343072	nirC	2.636182102364546	3.295119808294785
22	PA2110	0.0530709759581141	5527.0	2.083	0.7698983485510641	4366.0	0.3070599999999998	0.23393283045922905	25	7.591666362150566		0.16383910472746202	5321.0	0.815	0.970918182788261	5382.0	0.2970799999999996	0.2713168381554429	25	1.9089121173646937		4.750289239757629	7.591666362150566
23	PA3919	0.0126358285234339	5526.0	2.076	0.6329305320152969	5487.0	0.7172199999999992	0.2511417295738275	25	5.410411094586986		0.321493995526882	4379.0	0.373500000000003	0.970918182788261	4403.0	0.18307999999999994	0.20200890450670755	25	0.942631714502864		3.176521404544925	5.410411094586986
24	PA2113	0.00531208876236628	5525.0	2.067	0.7408751489234421	3959.0	0.3147000000000001	0.2837972427632093	25	6.1744785923169045	opdO	0.0459988855788772	5292.0	0.7635000000000011	0.9621645734876628	5476.0	0.3183399999999996	0.2641748836787228	25	1.6850958493896198	opdO	3.929787220853262	6.1744785923169045
25	PA0754	0.00531208876236628	5524.0	2.029	0.949434730350187	1861.5	0.1271600000000001	0.1601737155923733	25	11.873608556599882		0.16926966344241298	5043.0	0.555	0.981101111789734	3715.5	0.10518000000000004	0.0958419793201288	25	4.693350483690693		8.283479520145288	11.873608556599882
26	PA3873	0.00516862100643986	5523.0	2.017	0.8297638358181291	4806.5	0.32119999999999976	0.213401519051138	25	7.946522628049481	narJ	0.00119674585609249	5532.0	1.9545	0.979565478336555	1398.0	0.1848000000000001	0.2921019727766318	25	6.058500677615335	narJ	7.002511652832408	7.946522628049481
27	PA1657	0.00857644317639251	5522.0	2.015	0.6329305320152969	5517.0	0.7747600000000001	0.3742881332164654	25	3.313596905522839	hsiB2	0.00836997267464548	5426.0	1.105	0.9621645734876628	5501.0	0.30894000000000044	0.22074902415790348	25	3.6061767567795533	hsiB2	3.459886831151196	3.6061767567795533
28	PA2193	0.0357876539747202	5520.5	2.012	0.6329305320152969	5535.0	0.8688600000000001	0.4235334628652932	25	2.6990547388308275	hcnA	0.0277112480358644	5402.0	1.006	0.96967085134317	5485.0	0.33607999999999977	0.2931844442212671	25	2.2849779829874257	hcnA	2.4920163609091266	2.6990547388308275
29	PA4132	0.0615371032461054	5520.5	2.012	0.6740393429707049	5478.0	0.6143399999999998	0.3197961499142852	25	4.370471628175055		0.00251707150267013	5536.0	2.087	0.96967085134317	5416.5	0.2531	0.14691813196471054	25	12.482462004352865		8.42646681626396	12.482462004352865
30	PA0519	0.00625019228917303	5519.0	2.004	0.6740393429707049	5547.0	1.0104799999999998	0.5356292148803439	25	1.8548652172043043	nirS	0.09245320772714803	5111.0	0.5909999999999979	0.96967085134317	5479.0	0.3391000000000002	0.2931915258552564	25	0.859165350243978	nirS	1.3570152837241412	1.8548652172043043
31	PA3877	0.007599669686430459	5518.0	1.993	0.700186944601479	5250.0	0.4571999999999996	0.24999291656631645	25	6.143374064731125	narK1	0.0127955477335196	5491.0	1.414	0.9627488062498348	5296.0	0.2444199999999999	0.20275907706766996	25	5.7683237510972605	narK1	5.955848907914193	6.143374064731125
32	PA1123	0.0144918692956724	5517.0	1.9885	0.6329305320152969	5519.0	0.6765400000000003	0.3033729113374056	25	4.324578599375547		0.0025772204852756	5537.0	2.1755	0.968301598131613	4335.5	0.17960000000000004	0.15696967594623704	25	12.715194753180267		8.519886676277906	12.715194753180267
33	PA3872	0.00531208876236628	5516.0	1.981	0.7993079743008241	5018.5	0.3617400000000005	0.2382284932580482	25	6.797087862391098	narI	0.0011036747834704199	5529.0	1.8915	0.970918182788261	4200.5	0.22376	0.24097164943896104	25	6.9208971423936925	narI	6.858992502392395	6.9208971423936925
34	PA3967	0.00948374212558262	5515.0	1.971	0.6740393429707049	5248.5	0.4972799999999999	0.28976096758075154	25	5.085985225354063		0.0202309207002557	5456.5	1.2085	0.967584366504568	3440.5	0.1460200000000004	0.13501307652717698	25	7.869459961429228		6.477722593391645	7.869459961429228
35	PA3915	0.00516862100643986	5514.0	1.967	0.7661941288025691	4319.0	0.26043999999999995	0.18396231045153466	25	9.276682793400758	moaB1	0.000917066444148015	5535.0	2.0655	0.9882072457000458	4505.0	0.16063999999999973	0.13528215267851573	25	14.080645246137573	moaB1	11.678664019769165	14.080645246137573
36	PA0511	0.00625019228917303	5513.0	1.961	0.698655367590459	5440.0	0.5070400000000003	0.2973975986228984	25	4.888943309335957	nirJ	0.0016679649368215401	5499.0	1.5005	0.96967085134317	5218.5	0.1908000000000004	0.17326539133171753	25	7.558924433400388	nirJ	6.223933871368173	7.558924433400388
37	PA2112	0.00857644317639251	5512.0	1.9585	0.7377250842643559	4428.5	0.3316200000000001	0.2534804923460586	25	6.4181664827245895		0.0260103883631202	5384.5	0.9510000000000012	0.970918182788261	5294.5	0.3107799999999997	0.3001342435755483	25	2.133112144662188		4.275639313693389	6.4181664827245895
38	PA0516	0.0037249294527257203	5511.0	1.932	0.698655367590459	5475.0	0.5569800000000004	0.3090329162618981	25	4.449428936672566	nirF	0.0236978985958594	5325.0	0.817499999999999	0.975161790432787	5306.5	0.19798000000000068	0.17319855417025531	25	3.576935171127388	nirF	4.013182053899977	4.449428936672566
39	PA0493	0.0119292227363539	5510.0	1.9315	0.758487496977818	4862.0	0.3021399999999998	0.17838468030261578	25	9.133968215409066		0.824235262458771	1561.5	0.100999999999999	0.96967085134317	4040.0	0.14750000000000013	0.1158570419381856	25	-0.4013566997922384		4.366305757808414	9.133968215409066
40	PA0514	0.00516862100643986	5509.0	1.8845	0.6993264328257951	5454.0	0.5117200000000003	0.2876315669973195	25	4.772702851536434	nirL	0.00244552405489442	5486.0	1.3805	0.96967085134317	5194.5	0.20536000000000015	0.16845959703541166	25	6.975797287185578	nirL	5.874250069361006	6.975797287185578
41	PA1001	0.00948374212558262	5508.0	1.883	0.6740393429707049	5288.0	0.5209200000000004	0.35278574942874313	25	3.860926928612	phnA	0.00381066835832115	5506.0	1.5590000000000002	0.9621645734876628	5457.0	0.2731600000000001	0.17524059175887238	25	7.337569378727566	phnA	5.599248153669783	7.337569378727566
42	PA5446	0.00516862100643986	5507.0	1.8745	0.684231939944692	5300.5	0.4873399999999994	0.3051566783364464	25	4.545730434483908		0.0023563519979474604	5495.0	1.464	0.969846637274298	5510.0	0.27651999999999943	0.19739303432492236	25	6.015815117595933		5.280772776039921	6.015815117595933
43	PA3365	0.007599669686430459	5506.0	1.847	0.6923350413240179	4527.0	0.31008	0.19516956729982274	25	7.874793295201386		0.606171204460539	3194.5	0.22699999999999895	0.98043021317538	3623.5	0.15738000000000027	0.22471724269994653	25	0.3098115621370397		4.092302428669213	7.874793295201386
44	PA0495	0.00625019228917303	5505.0	1.8125	0.795288389141922	4494.5	0.2606	0.15251263608851173	25	10.17555030062784		0.910425228305449	882.0	0.0550000000000015	0.9621645734876628	4512.0	0.14392000000000016	0.08676917175279861	25	-1.024787931056063		4.575381184785889	10.17555030062784
45	PA2381	0.0470883768808435	5504.0	1.807	0.6329305320152969	5546.0	1.19666	0.3887612731484453	25	1.569960904431308		0.0166238090855532	5514.0	1.6375	0.981101111789734	4344.0	0.19173999999999933	0.1853274759266236	25	7.801109861186575		4.685535382808942	7.801109861186575
46	PA3188	0.00857644317639251	5503.0	1.7965	0.92347201037686	2984.5	0.2316800000000001	0.25774029564660617	25	6.071305210829593		0.9553835254703008	462.5	0.0295000000000005	0.970918182788261	5006.0	0.22518000000000016	0.2465640501641174	25	-0.7936274565158692		2.6388388771568616	6.071305210829593
47	PA4770	0.0400271899475196	5502.0	1.796	0.7317199322300211	5445.0	0.5747200000000001	0.3443493586945288	25	3.5466306794646694	lldP	0.0620374425970204	5478.0	1.3085	0.9621645734876628	4872.0	0.1735000000000003	0.11199069901856464	25	10.134770208121044	lldP	6.840700443792857	10.134770208121044
48	PA1337	0.00625019228917303	5501.0	1.7775	0.6740393429707049	4841.5	0.3630200000000003	0.2354336636931944	25	6.00797684499053	ansB	0.0121542060349324	5416.0	1.0435	0.970918182788261	5229.0	0.17552000000000015	0.08560501348246671	25	10.139359421720977	ansB	8.073668133355753	10.139359421720977
49	PA1183	0.0102572433220053	5500.0	1.7615	0.80272018074653	3782.0	0.2568399999999998	0.2070521633147874	25	7.267057614425513	dctA	0.0924452131548351	5240.0	0.699499999999999	0.96967085134317	5072.0	0.20714000000000024	0.16893900033246714	25	2.9144247274522073	dctA	5.09074117093886	7.267057614425513
50	PA4130	0.179791760810837	5499.0	1.7425	0.6587821131526179	5522.0	0.7251600000000002	0.3219998938923221	25	3.1594420349101164		0.0034870064434621303	5497.0	1.475	0.96967085134317	4444.0	0.18246000000000007	0.14429584193593342	25	8.957569273367426		6.058505654138771	8.957569273367426
51	PA2111	0.19012593696010105	5498.0	1.7380000000000002	0.779328060430115	4449.0	0.2719600000000002	0.18269760534829124	25	8.024407310676947		0.0776659093979573	5424.0	1.0955	0.97857461411721	5373.0	0.31645999999999996	0.2836343714479376	25	2.7466346762666465		5.385520993471797	8.024407310676947
52	PA2664	0.00857644317639251	5497.0	1.7245	0.959619562577452	3420.0	0.18379999999999935	0.14497873407273662	25	10.62707582497598	fhp	0.00544546849671969	5507.0	1.5615	0.970918182788261	5086.0	0.18658	0.12782016012090275	25	10.756675619084568	fhp	10.691875722030275	10.756675619084568
53	PA0753	0.00857644317639251	5496.0	1.72	0.918150823090856	1784.5	0.09189999999999973	0.07924277043785602	25	20.545722859056184		0.9686573389724372	306.0	0.0204999999999993	0.973142675814635	1518.5	0.0753600000000002	0.07275007445586087	25	-0.7540885753084104		9.895817141873886	20.545722859056184
54	PA0996	0.0216864531224871	5495.0	1.6875	0.6763227685590529	5263.0	0.5243399999999998	0.4174613934245899	25	2.786269624738636	pqsA	0.00251707150267013	5518.0	1.702	0.96967085134317	5454.5	0.2637199999999996	0.1566779526076768	25	9.179849341033119	pqsA	5.983059482885878	9.179849341033119
55	PA2114	0.0783580189667288	5494.0	1.6815	0.6587821131526179	5106.0	0.43638000000000027	0.3093510775262737	25	4.024941532308869		0.461751866892229	4776.5	0.458999999999999	0.968301598131613	5280.0	0.3665000000000002	0.3649703469689923	25	0.2534452477254474		2.1391933900171582	4.024941532308869
56	PA0494	0.00857644317639251	5493.0	1.6769999999999998	0.74508957758422	3991.0	0.2267599999999997	0.13141133893237647	25	11.035881772320161		0.5770996812620179	3017.5	0.212499999999999	0.96967085134317	5244.0	0.1774199999999999	0.0943202302442766	25	0.3719244525712739		5.703903112445718	11.035881772320161
57	PA3366	0.112383008828316	5492.0	1.6705	0.639838744231524	4773.5	0.3563999999999998	0.1879252400113761	25	6.992674320492824	amiE	0.34475498362050705	5064.0	0.566999999999998	0.970918182788261	3826.5	0.1466600000000005	0.14245611312494347	25	2.9506631255011944	amiE	4.971668722997009	6.992674320492824
58	PA0887	0.00857644317639251	5491.0	1.66	0.7981372520672131	4642.0	0.35861999999999994	0.2919535236985501	25	4.4574903002154205	acsA	0.0016025893473352699	5498.0	1.4895	0.9621645734876628	5011.0	0.21540000000000006	0.19338023856295794	25	6.588573938413035	acsA	5.5230321193142276	6.588573938413035
59	PA1228	0.0357876539747202	5490.0	1.659	0.64709792201503	5515.0	0.81316	0.42884434627651696	25	1.9723706453031005		0.17718346845269606	5201.0	0.663999999999999	0.970918182788261	4585.5	0.14643999999999952	0.13765198569823375	25	3.759916701344328		2.8661436733237142	3.759916701344328
60	PA2109	0.0200637627611015	5489.0	1.6475	0.8807763801222959	3176.0	0.1779199999999999	0.14281439586633607	25	10.290139107372763		0.140468541429252	5075.0	0.5729999999999991	0.970918182788261	5248.0	0.2274199999999998	0.20317575929885556	25	1.7008918839165177		5.99551549564464	10.290139107372763
61	PA3189	0.0163370460272541	5488.0	1.628	0.939404977046614	2805.0	0.17022000000000015	0.1809435961840038	25	8.056543755865034		0.4739317875703429	4148.5	0.339999999999998	0.970918182788261	3709.0	0.15714000000000009	0.19635912677201076	25	0.931252868181236		4.493898312023135	8.056543755865034
62	PA0752	0.0207710578677542	5487.0	1.5845	0.954974190108058	2131.0	0.1127399999999998	0.0935953301897768	25	15.724716147865644		0.7125448080708849	2529.5	0.170999999999999	0.970918182788261	2580.0	0.10023999999999936	0.10535823018002274	25	0.6716134076957626		8.198164777780704	15.724716147865644
63	PA2788	0.0246101191949946	5486.0	1.523	0.6329305320152969	5358.0	0.5024799999999998	0.30617837529779945	25	3.333089735705234		0.0436020699100094	5380.5	0.943999999999999	0.9840908734770308	3900.0	0.17076000000000044	0.17876754692430488	25	4.325393581237703		3.8292416584714686	4.325393581237703
64	PA0162	0.0210907518209055	5485.0	1.503	0.6587821131526179	5111.0	0.47276	0.3344051659289972	25	3.0808136505246044	opdC	0.267260345653292	4832.5	0.4765	0.97857461411721	3575.0	0.13097999999999949	0.12941434425905032	25	2.669874054365788	opdC	2.875343852445196	3.0808136505246044
65	PA0525	0.0357876539747202	5484.0	1.4985	0.793681895542037	4719.0	0.34222000000000025	0.2214839196570865	25	5.2206047364080215		0.152443193010621	5310.0	0.794	0.969334056434922	4270.5	0.1659200000000001	0.13569479233436546	25	4.628622728957413		4.924613732682717	5.2206047364080215
66	PA1556	0.0162907071624209	5483.0	1.4955	0.6329305320152969	5493.0	0.78584	0.5123381801440661	25	1.3851397914565895	ccoO2	0.0011036747834704199	5519.0	1.712	0.9621645734876628	5543.0	0.4086399999999999	0.26418079036901976	25	4.933591114552302	ccoO2	3.1593654530044457	4.933591114552302
67	PA1555	0.0456084808009459	5482.0	1.4819999999999898	0.6587821131526179	5460.0	0.7128399999999999	0.4520740564332352	25	1.701402655282838	ccoP2	0.0011036747834704199	5524.0	1.76649999999999	0.9621645734876628	5495.0	0.3924800000000001	0.27322363703262115	25	5.028920685350297	ccoP2	3.365161670316567	5.028920685350297
68	PA4672	0.0599945495403085	5481.0	1.4665	0.6138867193805521	5490.0	0.6304600000000001	0.2977918708315147	25	2.8074641448927133		0.5510784200588961	3225.5	0.23049999999999896	0.96967085134317	3022.0	0.1205200000000003	0.09554901447250402	25	1.1510322802088917		1.9792482125508024	2.8074641448927133
69	PA2663	0.0303068852555733	5480.0	1.461	0.7500538369981601	5120.0	0.3665599999999995	0.20466457925102735	25	5.347481249589535	ppyR	0.0352626339565906	5348.0	0.876499999999998	0.967584366504568	4247.0	0.1308999999999997	0.10591417516083508	25	7.0396620553176525	ppyR	6.193571652453594	7.0396620553176525
70	PA0866	0.0207710578677542	5479.0	1.457	0.869484006551258	3155.5	0.2404400000000001	0.2032033730855206	25	5.986908492350645	aroP2	0.959749072511653	344.0	0.0225	0.970918182788261	2937.5	0.16674000000000036	0.17169456407624953	25	-0.8400964863159174	aroP2	2.573406003017364	5.986908492350645
71	PA5173	0.0102572433220053	5478.0	1.4505	0.6587821131526179	5369.0	0.5878599999999999	0.3199463991566921	25	2.696201620876897	arcC	0.0197528792345254	5366.0	0.912000000000001	0.970918182788261	4823.0	0.19477999999999995	0.1793252445511598	25	3.9995484283050007	arcC	3.347875024590949	3.9995484283050007
72	PA3179	0.017399308518406997	5477.0	1.433	0.754790906078292	5181.5	0.3892000000000001	0.1945350761002581	25	5.365613342973962		0.0371773716341984	5332.5	0.8344999999999979	0.968461218212812	5288.0	0.2040200000000004	0.1240427076991361	25	5.082765538537084		5.224189440755523	5.365613342973962
73	PA3049	0.372734719397497	5476.0	1.4305	0.6740393429707049	5549.0	1.46676	0.622327036211669	25	-0.058265185168119585	rmf	0.0127483316114705	5468.0	1.256	0.9621645734876628	5542.0	0.35546000000000044	0.2655777867844623	25	3.3908709418188656	rmf	1.666302878325373	3.3908709418188656
74	PA2194	0.0615371032461054	5475.0	1.422	0.6587821131526179	5489.0	0.6605199999999999	0.3277789359207411	25	2.3231511136033784	hcnB	0.0145821631225832	5441.0	1.1555	0.9693570291022529	5426.0	0.28754	0.2208446343020359	25	3.9301837816577576	hcnB	3.126667447630568	3.9301837816577576
75	PA0513	0.0210907518209055	5474.0	1.413	0.727005718723629	5346.0	0.5008199999999997	0.2892497796023362	25	3.1536065515903777	nirG	0.0303931595995862	5364.0	0.906000000000001	0.96967085134317	5398.0	0.21874	0.1803539991239456	25	3.8106169163883727	nirG	3.4821117339893752	3.8106169163883727
76	PA0512	0.0253660913364662	5473.0	1.393	0.692495015154209	5295.0	0.4246399999999996	0.2429327547559885	25	3.986123653735621	nirH	0.030928202516087	5398.0	0.993999999999999	0.969334056434922	4532.0	0.1442199999999996	0.10882785335871784	25	7.8084789304715825	nirH	5.897301292103601	7.8084789304715825
77	PA3713	0.0126358285234339	5472.0	1.389	0.550068736215429	5360.0	0.5974200000000003	0.3635194481271487	25	2.177545119190233	spdH	0.0192248321553506	5339.0	0.851500000000002	0.984025063716632	2810.5	0.10838000000000024	0.0911959063408734	25	8.148611377602379	spdH	5.163078248396306	8.148611377602379
78	PA1000	0.0407771857871698	5471.0	1.3835	0.689402630039978	5203.0	0.46936	0.3511790711303852	25	2.6030594507170943	pqsE	0.0100899233327267	5474.0	1.2865	0.9621645734876628	5406.5	0.25727999999999923	0.14866454688324293	25	6.923103198291937	pqsE	4.763081324504515	6.923103198291937
79	PA3876	0.0142005354237112	5470.0	1.38	0.799055856296338	5032.0	0.35675999999999986	0.2135818110233172	25	4.790857400718878	narK2	0.0178225743546147	5407.0	1.0255	0.96967085134317	3428.0	0.1939800000000002	0.2371566588424901	25	3.5062055776062437	narK2	4.14853148916256	4.790857400718878
80	PA2321	0.0169970456367763	5469.0	1.3775	0.841798926771822	4396.0	0.2895199999999995	0.2219713044517243	25	4.901444367718356		0.000347913254015501	5538.0	2.2475	0.96967085134317	4802.5	0.20744000000000012	0.21637151306645386	25	9.428505495422769		7.164974931570562	9.428505495422769
81	PA1658	0.0530709759581141	5468.0	1.3635	0.555402983929542	5439.0	0.6470999999999998	0.2934360023923445	25	2.441418210987359	hsiC2	0.11984831381094803	5377.0	0.937500000000004	0.9621645734876628	5280.0	0.2806199999999997	0.2348578151421272	25	2.796926300291456	hsiC2	2.6191722556394073	2.796926300291456
82	PA3610	0.0335807651945074	5467.0	1.3495	0.550068736215429	5452.0	0.6538200000000001	0.35345402459160097	25	1.9682333531322056	potD	0.105070239765718	5149.0	0.617499999999999	0.97135019681019	4158.0	0.12498000000000005	0.0897857960184497	25	5.485500177542484	potD	3.726866765337345	5.485500177542484
83	PA1634	0.0256280130072649	5466.0	1.3485	0.7743416503268771	3719.0	0.22086000000000036	0.1990362990344557	25	5.66549923541731	kdpB	0.7173602780069029	2287.5	0.153499999999999	0.970854133896374	3641.0	0.12831999999999985	0.11107419442276673	25	0.22669531956414565	kdpB	2.9460972774907277	5.66549923541731
84	PA4129	0.107715017382654	5465.0	1.3335	0.6740393429707049	5479.0	0.6252599999999997	0.3219404745704816	25	2.1999097843938453		0.00265168244712915	5488.0	1.383	0.96967085134317	5349.0	0.20721999999999974	0.13476523414194516	25	8.72465370973628		5.462281747065063	8.72465370973628
85	PA4658	0.0357876539747202	5464.0	1.3235	0.941569959326518	657.5	0.09712000000000016	0.08829157188920474	25	13.890114013815028		0.252199501549489	4954.0	0.5195000000000011	0.9621645734876628	3022.0	0.14979999999999974	0.1535470883258073	25	2.4077304495383536		8.148922231676691	13.890114013815028
86	PA1514	0.0252447477621668	5463.0	1.3130000000000002	0.929260479807716	826.5	0.09102000000000007	0.08513304293868562	25	14.353768616964535		0.7382985688340279	1958.0	0.130499999999996	0.973142675814635	2754.5	0.09918000000000028	0.08161786977535435	25	0.3837394934001725		7.368754055182354	14.353768616964535
87	PA3894	0.0461112438770811	5462.0	1.3065	0.738315508702731	4463.0	0.3214400000000001	0.21961188871886408	25	4.485458441009191		0.391502231964558	4566.0	0.403	0.969334056434922	1668.0	0.08791999999999972	0.07033590240173705	25	4.479646798307359		4.482552619658275	4.485458441009191
