	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)	Gene Name
PA1579	PA1579	0.0738792920366476	5461.0	1.2985	0.7377250842643559	4618.0	0.32498	0.18836962113532685	25	5.168136953997546	
PA4134	PA4134	0.0738792920366476	5460.0	1.285	0.60506659977469	5447.0	0.5952	0.30357769461320266	25	2.2722354515502023	
PA4720	PA4720	0.0335845182318047	5459.0	1.284	0.648714934436269	5315.0	0.4342999999999999	0.20272872884719667	25	4.191315186711633	trmA
PA2007	PA2007	0.0360493052388483	5458.0	1.2819999999999998	0.9153519966496692	4229.0	0.2822199999999992	0.22982516362081248	25	4.350176387340827	maiA
PA1002	PA1002	0.0470883768808435	5457.0	1.263	0.7377250842643559	4826.5	0.35626	0.2494803816602284	25	3.6345142410231865	phnB
PA3692	PA3692	0.102773701352275	5456.0	1.262	0.5488815952719489	5500.0	0.8001799999999999	0.3981459604634128	25	1.1599263733894862	lptF
PA2009	PA2009	0.0312592164180382	5455.0	1.2595	0.84392689895701	4530.0	0.31725999999999965	0.22119698611569447	25	4.259732542229002	hmgA
PA3363	PA3363	0.0594933864130497	5454.0	1.248	0.9211449214802709	3678.5	0.20409999999999973	0.1589669777029181	25	6.566772640987549	amiR
PA1342	PA1342	0.0257224330402157	5453.0	1.2475	0.8248335763145942	4912.0	0.3362400000000001	0.24994008115279714	25	3.645913835816172	aatJ
PA3326	PA3326	0.55121257690628	5452.0	1.2465	0.550068736215429	5533.0	0.8535400000000004	0.29696499232513357	25	1.323253616270585	clpP2
PA0141	PA0141	0.0337445446660053	5451.0	1.2285	0.6329305320152969	5514.0	0.7148599999999994	0.3279529475905551	25	1.56620028505209	
PA0654	PA0654	0.0530709759581141	5450.0	1.2255	0.6587821131526179	5502.0	0.6501599999999997	0.2768257845649498	25	2.078346859575186	speD
PA0586	PA0586	0.384098999704611	5449.0	1.2195	0.581957959646787	5524.0	0.8384800000000004	0.30574432673940716	25	1.2462046444601786	
PA4352	PA4352	0.0335845182318047	5448.0	1.219	0.6329305320152969	5526.0	0.8362600000000002	0.40452822625044754	25	0.9461391694409024	
PA0751	PA0751	0.0986679220814756	5447.0	1.2185	0.948346897979784	836.0	0.09114000000000014	0.08118837663114135	25	13.88573151452297	
PA4673	PA4673	0.0627546979920883	5446.0	1.2085	0.597985313193362	5373.0	0.4654200000000001	0.20876979347277833	25	3.5593271787036116	
PA3904	PA3904	0.0538008108091363	5445.0	1.2015	0.804372815842198	4697.0	0.32549999999999985	0.2632695861659681	25	3.327387765359877	
PA0713	PA0713	0.0618679605171268	5444.0	1.1840000000000002	0.6740393429707049	5476.0	0.6399000000000005	0.3735829057920076	25	1.4564370895035748	
PA2968	PA2968	0.05543316662891099	5443.0	1.1785	0.674831483172435	5259.0	0.4895999999999999	0.27487951906244346	25	2.5061889017766545	fabD
PA2629	PA2629	0.0428380132765819	5442.0	1.1765	0.564991621519381	5488.0	0.6622599999999998	0.28928468244965877	25	1.7776260935954953	purB
PA3870	PA3870	0.0335845182318047	5441.0	1.1715	0.8570655049308149	3186.5	0.16824000000000022	0.11052527237393882	25	9.077199978351398	moaA1
PA5425	PA5425	0.0357876539747202	5440.0	1.1640000000000001	0.577519951131308	5435.0	0.5197400000000002	0.20835157186832093	25	3.0921772954378044	purK
PA3009	PA3009	0.107715017382654	5439.0	1.162	0.8941656015000821	2969.0	0.16568000000000027	0.12685645430958595	25	7.85391650288867	
PA4390	PA4390	0.0500590542526654	5438.0	1.1605	0.7215728741868371	4843.0	0.28906000000000037	0.1374126480107762	25	6.341774302549351	
PA3914	PA3914	0.0357876539747202	5436.5	1.149	0.8297638358181291	3991.0	0.22254000000000002	0.14548259632455451	25	6.368184397350024	moeA1
PA1561	PA1561	0.0401339728192353	5436.5	1.149	0.764671840508571	4501.0	0.3379800000000002	0.2557405700444627	25	3.171260625011499	aer
PA0588	PA0588	0.45189842976025	5435.0	1.1440000000000001	0.550068736215429	5542.0	1.02088	0.33652789879394346	25	0.3658537685619542	
PA1633	PA1633	0.0348646859691368	5434.0	1.1405	0.762246793273424	3769.5	0.2127	0.19085629410632485	25	4.861249163117086	kdpA
PA1140	PA1140	0.093030295701733	5433.0	1.139	0.907185924153641	860.5	0.0850600000000001	0.07292709258796304	25	14.45196788462067	
PA3393	PA3393	0.08876040590964801	5432.0	1.1385	0.7982223404951378	4879.0	0.3390599999999999	0.18488184965900065	25	4.324058859614945	nosD
PA0858	PA0858	0.0461112438770811	5431.0	1.1355	0.6740393429707049	5333.0	0.42472	0.2141523056144852	25	3.3190396804764686	
PA1340	PA1340	0.0868133152920138	5429.5	1.1335	0.944011221277678	3484.0	0.21936000000000022	0.18206675286828206	25	5.020905715066732	aatM
PA3332	PA3332	0.571817476473829	5429.5	1.1335	0.6740393429707049	5506.0	0.6967399999999995	0.33338541634770635	25	1.3100753019876519	
PA2014	PA2014	0.0461112438770811	5428.0	1.1285	0.603651812939534	5402.0	0.5595999999999999	0.3121454989263821	25	1.8225475041502113	liuB
PA3979	PA3979	0.165565997603445	5427.0	1.1215	0.6923350413240179	4728.0	0.29129999999999984	0.15422541673364584	25	5.3830297079617715	
PA3651	PA3651	0.0530709759581141	5426.0	1.117	0.6740393429707049	5066.0	0.36853999999999987	0.1832912027348832	25	4.083447480469593	cdsA
PA0510	PA0510	0.0599945495403085	5425.0	1.113	0.733846092032458	5405.0	0.4989999999999993	0.2915407347181521	25	2.106052180301964	nirE
PA2001	PA2001	0.0470883768808435	5424.0	1.1059999999999999	0.8488802314236191	4288.5	0.2519600000000006	0.17952610766496685	25	4.757191091079722	atoB
PA1585	PA1585	0.0914093660168252	5423.0	1.0965	0.7987305961966759	4271.5	0.28547999999999996	0.2010416872193426	25	4.034088706762357	sucA
PA3823	PA3823	0.08876040590964801	5422.0	1.0955	0.5557471966423461	5393.0	0.5607000000000002	0.29813486182151455	25	1.7938190680973443	tgt
PA3818	PA3818	0.21971980625723603	5421.0	1.091	0.671387530271327	5486.0	0.6308400000000001	0.26275470658645356	25	1.7512911794354273	
PA4920	PA4920	0.0461112438770811	5419.5	1.0905	0.895712105717587	2534.5	0.1487600000000002	0.14610920002974948	25	6.44545312552701	nadE
PA0492	PA0492	0.1364528808852	5419.5	1.0905	0.7630717982533921	4783.0	0.28850000000000003	0.15469795840066272	25	5.184295955107862	
PA2305	PA2305	0.0764176618844697	5418.0	1.0825	0.7442197396773559	4909.0	0.32738000000000006	0.1984008610532389	25	3.8060318689714308	ambB
PA5015	PA5015	0.0983111450500907	5416.5	1.0815	0.7843561551888341	4127.0	0.24013999999999983	0.15771998657959185	25	5.334517319245497	aceE
PA0132	PA0132	0.0599945495403085	5416.5	1.0815	0.6740393429707049	5374.0	0.5032799999999997	0.20607639562388835	25	2.8058526462939213	bauA
PA3790	PA3790	0.355195882234073	5415.0	1.081	0.8482443446634421	4920.5	0.4095200000000001	0.28247184520467383	25	2.3771572685888676	oprC
PA2250	PA2250	0.11882214126917699	5414.0	1.0805	0.6329305320152969	5456.0	0.6678999999999998	0.36222196233801224	25	1.1390805718593535	lpdV
PA3364	PA3364	0.11719234690204801	5413.0	1.078	0.9146500145426459	2978.0	0.19775999999999982	0.15860847497322855	25	5.549766493553232	amiC
PA4236	PA4236	0.0628174703458742	5412.0	1.074	0.6329305320152969	5498.0	0.7085800000000002	0.2169683963161462	25	1.6842084202325198	katA
PA5172	PA5172	0.0441405661862035	5411.0	1.0735	0.6587821131526179	5337.0	0.6426999999999997	0.32643679199297776	25	1.3197041833730172	arcB
PA0745	PA0745	0.0628174703458742	5410.0	1.064	0.550415323487245	5336.0	0.6110800000000004	0.37388856628680156	25	1.2113769738884577	
PA0622	PA0622	0.19698560456403	5409.0	1.0595	0.9709168888003349	3637.5	0.24984000000000026	0.2587921350556589	25	3.1286113073948894	
PA2249	PA2249	0.0986679220814756	5408.0	1.056	0.6740393429707049	5468.0	0.6083000000000002	0.3558133288678209	25	1.2582440388744218	bkdB
PA1557	PA1557	0.0914093660168252	5407.0	1.0515	0.6657774482665579	5497.0	0.6842800000000001	0.40939554223269226	25	0.8969809441434501	ccoN2
PA1562	PA1562	0.268647413289278	5406.0	1.046	0.550147932440393	5437.0	0.6101799999999997	0.2306985262198266	25	1.8891321376917634	acnA
PA3040	PA3040	0.20342424241849602	5405.0	1.044	0.557024152892859	5512.0	0.8116	0.3018974025503806	25	0.76979794472136	
PA2002	PA2002	0.31908692556098	5404.0	1.042	0.918751737388718	2814.5	0.12590000000000023	0.09940164737065514	25	9.21614504620822	
PA4438	PA4438	0.138369756618824	5403.0	1.0390000000000001	0.550415323487245	5448.0	0.5505600000000002	0.23536953746537947	25	2.0752048258234974	
PA4645	PA4645	0.0939077517253411	5402.0	1.0385	0.6740393429707049	5370.0	0.5064200000000002	0.24555208544556623	25	2.1668722504820708	
PA1323	PA1323	0.224306930622726	5401.0	1.037	0.5488815952719489	5534.0	1.00496	0.4649120642659212	25	0.0689162584984535	
PA2000	PA2000	0.0983111450500907	5399.5	1.036	0.7878043041282541	4559.5	0.3883800000000003	0.288078269167715	25	2.2480696023029934	dchB
PA4839	PA4839	0.0599945495403085	5399.5	1.036	0.674831483172435	4819.0	0.3386599999999999	0.19631122824060154	25	3.5522165810369812	speA
PA0958	PA0958	0.0523015462264566	5398.0	1.0355	0.9081493849762142	3730.5	0.27255999999999997	0.2790225244790581	25	2.734331220837557	oprD
PA1659	PA1659	0.17226358301922304	5397.0	1.035	0.6554955079217409	5410.0	0.5274600000000003	0.27090588464138865	25	1.8734919718405347	hsiF2
PA3911	PA3911	0.0783580189667288	5395.5	1.0345	0.7999768955916681	4880.0	0.36308000000000007	0.2630005022175182	25	2.5529228816631413	
PA1768	PA1768	0.0661091074165457	5395.5	1.0345	0.7442197396773559	4374.5	0.2846200000000001	0.16252988699518253	25	4.613797584331223	
PA3871	PA3871	0.0500590542526654	5394.0	1.032	0.906998318028827	3462.0	0.19442000000000006	0.14174600817424604	25	5.909020019599964	
PA5171	PA5171	0.0593935849727538	5393.0	1.0305	0.6329305320152969	5472.0	0.6552599999999994	0.2956422077444289	25	1.269236902480382	arcA
PA3691	PA3691	0.298696272850598	5392.0	1.0265	0.5488815952719489	5501.0	0.85462	0.4813364917948081	25	0.3570890695594127	
PA0125	PA0125	0.0831978557507778	5391.0	1.0255	0.884515530047968	2489.5	0.1460600000000002	0.11015673681925557	25	7.983533512280589	
PA4753	PA4753	0.112661929996274	5390.0	1.0225	0.6864743622949511	4703.0	0.2880199999999997	0.13782132757063884	25	5.329218727947244	
PA3537	PA3537	0.0831180307700446	5389.0	1.0215	0.7854921722675959	4756.0	0.27185999999999944	0.16459018044828794	25	4.554585200394307	argF
PA3309	PA3309	0.060551481014262	5388.0	1.0155	0.6329305320152969	5455.0	0.6644599999999997	0.47857692519942213	25	0.7335079932107521	
PA3041	PA3041	0.0627546979920883	5387.0	1.0145	0.614497756577417	5461.0	0.6263199999999997	0.2603876869208683	25	1.4907770969906424	
PA3892	PA3892	0.08876040590964801	5386.0	1.013	0.7884432429888649	3571.0	0.2027800000000004	0.14703337772991062	25	5.510449480990046	
PA0795	PA0795	0.14239493565891198	5385.0	1.0090000000000001	0.84392689895701	4098.5	0.31144000000000005	0.32317707736368495	25	2.1584451647695486	prpC
PA0362	PA0362	0.107715017382654	5384.0	0.999000000000001	0.6740393429707049	4625.5	0.29031999999999986	0.18767435671041166	25	3.7761152478253597	fdx1
PA0165	PA0165	0.14025448672993301	5383.0	0.997999999999999	0.550068736215429	5510.0	0.7036199999999995	0.3257821447429759	25	0.9036099883013818	
PA4714	PA4714	0.10956124582320699	5382.0	0.994500000000002	0.6329305320152969	5425.0	0.5473799999999998	0.20721447624784023	25	2.1577643034226117	
PA5427	PA5427	0.125076576513833	5381.0	0.984500000000002	0.6329305320152969	5528.0	0.8905200000000001	0.42037254013553255	25	0.22356360377321935	adhA
PA3581	PA3581	0.0618679605171268	5380.0	0.9844999999999989	0.7377250842643559	4881.5	0.36150000000000027	0.26268303142761207	25	2.3716796498584634	glpF
PA3308	PA3308	0.173045418239555	5379.0	0.9784999999999979	0.568513233841168	5470.0	0.6314999999999997	0.2272070458121107	25	1.527241370353235	hepA
PA3770	PA3770	0.0738792920366476	5378.0	0.9679999999999979	0.728299511847607	5282.5	0.4221399999999999	0.22085876520225953	25	2.471534238182065	guaB
PA0161	PA0161	0.142164896276712	5377.0	0.9675	0.9591588857312779	2152.5	0.15378000000000047	0.17848296370615704	25	4.559090588274051	
PA0299	PA0299	0.0937818462463774	5376.0	0.9674999999999979	0.8352391048507058	4745.5	0.2703600000000002	0.15839728006924053	25	4.401211938079085	spuC
PA0520	PA0520	0.0793529025680807	5375.0	0.9670000000000011	0.684630080475353	4818.0	0.3325800000000001	0.16857019309474586	25	3.7635360579045045	nirQ
PA0431	PA0431	0.10318415458862198	5374.0	0.964500000000001	0.7377250842643559	4076.5	0.2744	0.17616008344684658	25	3.917459543031083	
PA1746	PA1746	0.117105665032032	5373.0	0.9644999999999989	0.6329305320152969	5543.0	1.0502999999999998	0.4917278210555104	25	-0.17448677159618156	
PA1341	PA1341	0.191169317697741	5372.0	0.961	0.887576767608335	3852.5	0.24326	0.19617716907598248	25	3.658631651076625	aatQ
PA1796	PA1796	0.39695858712500603	5371.0	0.9570000000000021	0.6740393429707049	5367.0	0.5106199999999999	0.271823291251259	25	1.6421698006275418	folD
PA4619	PA4619	0.08876040590964801	5370.0	0.955999999999999	0.8258311266330419	3850.0	0.2339800000000004	0.162270959098252	25	4.449471452022595	
PA1830	PA1830	0.0831180307700446	5369.0	0.9530000000000011	0.8218253145021259	4044.5	0.2331199999999994	0.1718472723088732	25	4.18906852769889	
PA2840	PA2840	0.08876040590964801	5368.0	0.951999999999999	0.5761754925281519	5404.0	0.5554599999999995	0.26281306410958083	25	1.5088291038479757	
PA1339	PA1339	0.0738792920366476	5367.0	0.9475	0.922421731020948	3775.5	0.23931999999999987	0.17452398832252264	25	4.057780290301836	aatP
PA5016	PA5016	0.142704889622045	5366.0	0.9460000000000021	0.821847189234658	4398.5	0.27436000000000005	0.15488520749251683	25	4.336372794235058	aceF
PA0916	PA0916	0.0763051744305536	5365.0	0.9444999999999979	0.631951669658548	5300.5	0.43601999999999985	0.19485028868338897	25	2.609593259706297	
PA1192	PA1192	0.364761208831065	5364.0	0.9420000000000001	0.6740393429707049	5286.0	0.4429599999999999	0.17503487271588727	25	2.851088998762154	
