	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)	Gene Name
PA1245	PA1245	1.3025489570433199e-05	5482.0	2.766	0.00407579240041821	5536.0	1.96134	0.7861689640274536	25	1.0235204349429146	aprX
PA4835	PA4835	1.72818432904252e-06	5481.0	2.7495	0.267072051121512	4118.5	0.17535999999999966	0.4047376856269585	25	6.36002055507268	
PA3790	PA3790	3.34568692702396e-05	5480.0	2.7460000000000004	0.0739962411999141	4574.0	0.25782000000000005	0.9015764651431403	25	2.7598102836512712	oprC
PA4064	PA4064	1.1106398923571801e-06	5479.0	2.737	0.13470022611092697	3633.0	0.0855400000000004	0.34494769893420046	25	7.686556565509288	
PA1249	PA1249	1.74762321446268e-06	5478.0	2.7315	0.004777580938679	5539.0	1.9905400000000002	0.859296950031439	25	0.8622863143793195	aprA
PA2384	PA2384	0.000270732311393111	5477.0	2.6955	0.0159678932156196	5538.0	1.8705	1.0372781690559192	25	0.7953507791944329	
PA4554	PA4554	3.0697415461093704e-05	5476.0	2.6910000000000003	0.0832134373558222	3508.5	0.12836000000000053	0.6578022359848485	25	3.8957605490094838	pilY1
PA4550	PA4550	1.72818432904252e-06	5475.0	2.6830000000000003	0.10713979146750399	3927.0	0.06329999999999995	0.7696559160863163	25	3.403728790030119	fimU
PA4514	PA4514	0.000207580560772568	5474.0	2.6555	0.0578875402293657	5169.0	0.6048000000000001	0.5862626508940623	25	3.497920252761525	
PA4170	PA4170	6.579646303715901e-06	5473.0	2.6365	0.16834927497244398	4198.0	0.19503999999999988	0.4984979296179006	25	4.897633179482576	
PA2365	PA2365	9.05588569899923e-06	5472.0	2.635	0.00782844955093222	5471.0	1.1169999999999995	0.5587710846133683	25	2.7166760088352695	hsiB3
PA5541	PA5541	2.84417852652256e-06	5471.0	2.6195	0.4404474435708521	3051.0	0.006340000000000269	0.42294280838745413	25	6.178518580238175	pyrQ
PA1707	PA1707	1.35219821288875e-06	5470.0	2.6035	0.0164373143844929	5401.0	0.8063800000000001	0.6610203016297357	25	2.718706211547856	pcrH
PA4553	PA4553	2.0908770934390498e-06	5469.0	2.5985	0.16474835191650902	4149.0	0.24007999999999993	0.594162149585448	25	3.969320498866328	pilX
PA5540	PA5540	1.23408657392688e-06	5468.0	2.5835	0.490972115099437	3224.5	0.11276000000000012	0.49197476476610724	25	5.022086856781423	
PA1888	PA1888	6.68144814196224e-06	5467.0	2.5695	0.00918331322349578	5422.0	0.77348	0.7631647987165024	25	2.353384227129662	
PA1912	PA1912	1.38267965791894e-06	5466.0	2.5615	0.0175040408212347	5393.0	0.9362199999999998	0.5675536149416489	25	2.8636589693241543	femI
PA3784	PA3784	1.72818432904252e-06	5465.0	2.5575	0.00923771031503393	5364.0	0.5169999999999996	0.7041885105093187	25	2.8976615913886	
PA3444	PA3444	1.9475910691248403e-06	5464.0	2.5545	0.06368531379989299	5314.0	0.8380800000000005	1.1279211212816846	25	1.521755349389671	
PA1864	PA1864	1.27559822345874e-06	5463.0	2.553	0.0497031845832285	4745.0	0.4588399999999999	0.5332467518263314	25	3.927187540904195	
PA4141	PA4141	0.000355840237088053	5462.0	2.548	0.009901601118195491	5535.0	1.6737199999999997	0.9181123079449486	25	0.9522582285787454	
PA2403	PA2403	2.9679302079140197e-05	5460.5	2.543	0.0174096603551717	5425.0	0.9125199999999991	0.4944034806376943	25	3.297873222690435	fpvG
PA3331	PA3331	8.71327113416871e-06	5460.5	2.543	0.0167181912870317	5421.0	0.77676	0.6495849655741731	25	2.719028446784952	
PA1301	PA1301	2.45664294727486e-06	5459.0	2.5255	0.0442035892085729	5368.0	0.8746599999999997	0.6668017371503067	25	2.4757583971738777	
PA2381	PA2381	4.43334353815238e-05	5458.0	2.522	0.0103991404306886	5492.0	1.3037999999999996	0.7219202835724546	25	1.68744392936528	
PA2331	PA2331	9.58164923544433e-06	5457.0	2.4825	0.0089314862901379	5473.0	0.9539600000000001	0.7561610267220423	25	2.0214477419263726	
PA1924	PA1924	1.7693212806787102e-06	5456.0	2.48	0.253670240491351	3576.0	0.016680000000000517	0.3712648392096041	25	6.634940182442886	
PA5534	PA5534	1.43285716403682e-06	5455.0	2.4645	0.45001905570883705	3468.5	0.19002000000000016	0.46730690040557565	25	4.867208247997149	
PA2911	PA2911	1.7782228546668702e-06	5454.0	2.4595	0.0549679742939132	842.5	-0.3561799999999996	0.6127582088393431	25	4.595091439628894	
PA3899	PA3899	2.17393296319104e-06	5453.0	2.454	0.0342502195981439	5297.0	0.7730800000000001	0.5304927285081295	25	3.1686013957762307	fecI
PA3333	PA3333	1.05054468818378e-05	5452.0	2.448	0.0394622594284021	5330.0	0.4888400000000007	0.5646940860619432	25	3.4694183069328135	fabH2
PA2407	PA2407	0.000184971015912748	5451.0	2.4345	0.0547051252318589	5180.0	0.5326999999999998	0.461376382866166	25	4.12201419627425	fpvC
PA2392	PA2392	3.85804296369244e-05	5450.0	2.4315	0.022078550780097	5381.0	0.8161399999999994	0.4615863164133012	25	3.4995838103519916	pvdP
PA4551	PA4551	4.59610289487849e-06	5449.0	2.427	0.0635427858741197	3821.0	0.027379999999999648	0.8275017155067814	25	2.89983688859233	pilV
PA0433	PA0433	3.9337452022196996e-05	5448.0	2.424	0.150893600186176	4571.0	0.30389999999999984	0.40097306123146653	25	5.287387620227551	
PA4556	PA4556	3.98269433912193e-06	5447.0	2.39	0.10347688849231901	4417.0	0.16261999999999982	0.5683117593656971	25	3.919292471593441	pilE
PA3330	PA3330	6.0083411976772806e-05	5446.0	2.375	0.0233997934124538	5383.0	0.7675	0.6084376166324146	25	2.6420128474258444	
PA4211	PA4211	3.6676940838705296e-05	5444.5	2.3675	0.0109917476371304	5525.0	1.4699	0.9331482331334072	25	0.9619050523044553	phzB1
PA3441	PA3441	2.01530027781236e-06	5444.5	2.3675	0.018866252814882	5448.0	1.2706799999999996	1.2046859193028976	25	0.9104613762188616	
PA5539	PA5539	8.70614397606599e-06	5443.0	2.333	0.36659507071638703	3378.5	0.07477999999999962	0.33427942029585545	25	6.755486167833345	
PA3335	PA3335	3.2287741432443e-05	5442.0	2.3145	0.0220419393376369	5267.0	0.41768000000000005	0.4871034686456939	25	3.8940802562416077	
PA5530	PA5530	1.70897015158425e-05	5441.0	2.312	0.0266618842106502	317.0	-0.35440000000000005	0.4263340581828599	25	6.254250508075403	
PA1911	PA1911	2.74310897169501e-06	5440.0	2.3015	0.0432493192975202	5168.0	0.5784200000000002	0.46660921551122386	25	3.6927689010860365	femR
PA3450	PA3450	3.89186705351631e-05	5439.0	2.293	0.0214577725243922	5354.0	1.0345600000000004	1.0680337494667478	25	1.1782773724410103	lsfA
PA3478	PA3478	0.000257875569482815	5438.0	2.2915	0.0063720157416505	5531.0	1.7893400000000002	1.008327407558345	25	0.4980128440780713	rhlB
PA2034	PA2034	4.6575435961605e-06	5437.0	2.252	0.0152865876353284	5440.0	1.0574599999999996	0.6918112387060507	25	1.7266848717783811	
PA4296	PA4296	5.3605704348238895e-06	5436.0	2.248	0.00402649875947462	5527.0	1.4459799999999998	0.5492448884605117	25	1.460222965839512	pprB
PA3931	PA3931	3.6676940838705296e-05	5435.0	2.2395	0.0180352288779759	5377.0	0.9199400000000004	0.9266244555733819	25	1.424050479202467	
PA3446	PA3446	5.35639904139435e-05	5434.0	2.229	0.0591681479573094	4898.0	0.4688799999999997	1.0165601441462608	25	1.7314469882922712	
PA3328	PA3328	1.95282443366526e-05	5433.0	2.2265	0.0365939874583255	5204.0	0.5755800000000002	0.5138217443822323	25	3.213020893043171	
PA2368	PA2368	7.32639686718627e-06	5432.0	2.214	0.0102934801787752	5391.0	0.8062799999999999	0.45924421789138153	25	3.0652971668615496	hsiF3
PA1861	PA1861	1.69733587867531e-05	5431.0	2.2030000000000003	0.031938742606297	4804.0	0.34037999999999996	0.507574220352715	25	3.6696505167375513	modC
PA4555	PA4555	3.2287741432443e-05	5430.0	2.1935	0.13383109989106898	4653.0	0.1820799999999999	0.4957571582942597	25	4.057268697683855	pilY2
PA3445	PA3445	1.2448142544963499e-05	5429.0	2.1895	0.0265576648795207	5279.0	0.8376600000000001	0.9620766029792014	25	1.4051271965390726	
PA3329	PA3329	8.141192663899949e-06	5428.0	2.1835	0.026047451212193	5371.0	0.6254200000000001	0.543145098017095	25	2.8686257239330932	
PA2566	PA2566	3.14319778235868e-05	5427.0	2.1655	0.00696019840552709	5487.5	1.2269800000000002	0.7007727502550309	25	1.339264404414193	
PA2222	PA2222	8.45367033307908e-06	5426.0	2.1645	0.034757135126377	5091.0	0.5009599999999998	0.3591573738163629	25	4.631785733154869	
PA3361	PA3361	0.000728365800826861	5425.0	2.1405	0.0099503584320193	5463.0	1.2529199999999996	0.9743412163268745	25	0.9109539708748527	lecB
PA1718	PA1718	6.85448005407346e-06	5424.0	2.1315	0.10979913710394	5113.0	0.6236000000000003	0.8286456445107685	25	1.819716316605106	pscE
PA1939	PA1939	5.12150364474813e-05	5422.5	2.126	0.0403872598225594	5345.0	0.8247200000000002	0.6632135635173133	25	1.9620829120242045	
PA3410	PA3410	2.9679302079140197e-05	5422.5	2.126	0.0778694787727983	5072.0	0.4952200000000001	0.46180479461925605	25	3.5313189014083926	hasI
PA2232	PA2232	1.3418445896428698e-05	5421.0	2.109	0.0893169821358307	5013.5	0.4331599999999999	0.49774260667537784	25	3.366880748251805	pslB
PA1921	PA1921	9.58164923544433e-06	5420.0	2.1045	0.0929942775168351	4454.0	0.27969999999999984	0.30250471759406794	25	6.0323026183304185	
PA4607	PA4607	1.00559203471203e-05	5419.0	2.0965	0.00648672234215744	5486.0	1.2026800000000004	0.6490956189191234	25	1.3770236217098368	
PA1843	PA1843	6.097966264913261e-05	5418.0	2.0925	0.212345098060023	4561.5	0.26763999999999954	0.3835250567650913	25	4.7581245809389845	metH
PA3332	PA3332	6.33976300715943e-05	5417.0	2.0825	0.0167181912870317	5411.0	0.7365800000000001	0.6253474980627437	25	2.152275341581295	
PA4515	PA4515	3.07139143407763e-05	5416.0	2.081	0.0170488833790604	5405.0	0.95404	0.5269159665765819	25	2.1387850653339573	
PA4359	PA4359	6.68144814196224e-06	5415.0	2.0715	0.0199209234022461	5336.0	0.9657999999999994	0.7988909891217952	25	1.3840436493287704	
PA2223	PA2223	8.99370966498154e-06	5414.0	2.0635	0.0162922464636781	5323.0	0.6354199999999994	0.5787739858240581	25	2.4674225776866954	
PA1300	PA1300	5.8186228341229295e-05	5413.0	2.0425	0.0307573219077728	5462.0	1.04438	0.7631433799315388	25	1.307906254902638	
PA2389	PA2389	0.000297105131900972	5412.0	2.0265	0.0233053110309727	5339.0	0.7937799999999998	0.48891587296111927	25	2.5213335630402645	pvdR
PA1852	PA1852	3.9337452022196996e-05	5411.0	1.995	0.0291710400593678	5192.0	0.5301399999999996	0.5700879595875246	25	2.5695333068599973	
PA4370	PA4370	7.05685718410581e-06	5410.0	1.9945	0.0165586498541974	5385.0	0.7044800000000001	0.5671998009226259	25	2.274366101507107	icmP
PA4217	PA4217	0.0013948177654106802	5409.0	1.992	0.0175491141732908	5332.0	0.65718	0.5166310917860056	25	2.583700480328229	phzS
PA1862	PA1862	3.36939055877507e-05	5408.0	1.9769999999999999	0.0421223208265084	4181.0	0.13089999999999954	0.5172242622886131	25	3.5692447833583443	modB
PA0122	PA0122	0.000214849134843821	5407.0	1.9745	0.006284574348919879	5522.0	1.6020600000000003	1.1186428376981334	25	0.33293915398983037	rahU
PA0572	PA0572	1.05054468818378e-05	5406.0	1.97	0.00893813133846172	5350.0	0.7202399999999999	0.6095168359720127	25	2.0504109587177766	
PA4230	PA4230	0.0018341622720700601	5405.0	1.9525	0.0260657247443562	5519.0	1.2738	1.123065930091966	25	0.6043278331348029	pchB
PA1728	PA1728	1.1301193903067599e-05	5404.0	1.9375	0.00456105729780467	5483.0	1.23968	0.5594594280791653	25	1.2473111810732707	
PA0587	PA0587	1.3418445896428698e-05	5403.0	1.9355	0.007292546967178559	5454.0	1.1527800000000001	0.5353927117857816	25	1.4619549029520176	
PA2466	PA2466	4.25341257786609e-05	5401.5	1.933	0.11664149292534698	4704.5	0.2612000000000001	0.22150423246520592	25	7.547485578013087	foxA
PA4221	PA4221	0.0008082101416005139	5401.5	1.933	0.0291710400593678	5476.5	1.09058	1.0306712485074958	25	0.8173508295879015	fptA
PA2633	PA2633	3.9337452022196996e-05	5400.0	1.922	0.01909374547443	5109.0	0.5142999999999999	0.3961668156639742	25	3.553301145732511	
PA4896	PA4896	7.00210067176532e-05	5399.0	1.9205	0.148104635723065	5158.0	0.6285400000000002	0.6405116268785968	25	2.0170750159464	
PA3922	PA3922	4.0994061796639706e-05	5398.0	1.912	0.0190362659518485	5373.0	0.7639199999999995	0.8573027795553528	25	1.3391768082164175	
PA2939	PA2939	3.2287741432443e-05	5397.0	1.91	0.0077006334954589795	5470.0	1.06554	0.7518789508070209	25	1.1231329179964518	
PA2451	PA2451	8.245273895446259e-05	5396.0	1.9095	0.0152865876353284	5366.0	0.8747599999999998	0.5274376961626212	25	1.961824131131056	
PA1135	PA1135	3.07139143407763e-05	5395.0	1.905	0.00543756008135814	5441.0	1.00102	0.5295287503998248	25	1.7071405458484412	
PA1130	PA1130	0.000101899018785691	5394.0	1.9045	0.0102937319783923	5458.0	1.0685199999999997	0.5751173517929481	25	1.4535815992923948	rhlC
PA2686	PA2686	1.62515906166888e-05	5393.0	1.891	0.0361516106471291	4945.5	0.45204000000000016	0.3130939661933246	25	4.595936541017505	pfeR
PA0044	PA0044	7.5183750944369e-05	5392.0	1.882	0.0286636872208357	5205.0	0.6958	0.6533858928688313	25	1.815466193785932	exoT
PA1175	PA1175	2.14607563471821e-05	5391.0	1.8815	0.007292546967178559	5398.5	0.8538400000000002	0.4974122979648439	25	2.0660124492391074	napD
PA3866	PA3866	4.0994061796639706e-05	5390.0	1.8745	0.0657204469005617	5189.0	0.6141599999999999	0.5867553387060059	25	2.147982160297811	
PA4706	PA4706	1.93608337878102e-05	5389.0	1.867	0.0225864307604333	5156.0	0.4983799999999999	0.334692280311333	25	4.089189026788729	phuV
PA2409	PA2409	2.33823353035952e-05	5388.0	1.8459999999999999	0.0390079515482163	5147.0	0.4859799999999997	0.44140449325609105	25	3.0811195191231393	fpvE
PA3923	PA3923	1.4005894322743801e-05	5387.0	1.8419999999999999	0.0191151957975618	5394.0	0.8114800000000004	0.6870146844621785	25	1.499997050000074	
PA0586	PA0586	1.43946133102564e-05	5386.0	1.8330000000000002	0.00925218431929002	5409.0	1.0362999999999998	0.4970307669886579	25	1.6029188793018538	
PA2410	PA2410	0.000177571120251761	5385.0	1.8295	0.0293938548815393	5207.0	0.5497200000000001	0.3684972885472384	25	3.4729699234569598	fpvF
PA2406	PA2406	3.9337452022196996e-05	5384.0	1.824	0.0200440671466331	5363.0	0.8028199999999996	0.5930809367194331	25	1.721822329425312	fpvK
PA0588	PA0588	7.456451833531e-05	5383.0	1.8230000000000002	0.0124620826249463	5415.0	0.9845800000000001	0.6095172215231772	25	1.3755476800225548	
PA1902	PA1902	0.000883009106651622	5382.0	1.8125	0.007908335946605059	5481.0	1.07328	0.5353587597739171	25	1.3807936948900843	phzD2
PA0713	PA0713	0.000103016293183829	5381.0	1.8105	0.007296118402712029	5450.0	1.0055999999999998	0.5136920283594055	25	1.566892136852181	
PA1901	PA1901	0.000666154253027023	5380.0	1.798	0.007908335946605059	5479.0	1.06634	0.5809953155290206	25	1.2593216854662466	phzC2
PA4675	PA4675	0.0005022199649306861	5379.0	1.7895	0.12609641492657597	4480.0	0.27047999999999983	0.4143689097088888	25	3.6658638339135394	chtA
PA3336	PA3336	1.91118745124142e-05	5378.0	1.784	0.030913693197117998	5035.0	0.3211	0.416550692193239	25	3.511937508247752	
PA1923	PA1923	1.72706522234401e-05	5377.0	1.7695	0.195504246992908	3287.0	0.060459999999999826	0.271578446309717	25	6.292988354646358	
PA1905	PA1905	0.00380893743292049	5376.0	1.7665	0.0073439017384563906	5493.0	1.2405999999999997	0.6301214995274061	25	0.8346009466339865	phzG2
PA2182	PA2182	3.4163808683893394e-05	5375.0	1.7575	0.0226053690895049	5305.0	0.6494399999999999	0.30811092158506814	25	3.59630224822806	
PA4614	PA4614	5.9458781104233396e-05	5374.0	1.7565	0.0642728110301195	4871.0	0.24926	0.5488573000638082	25	2.7461418474797976	mscL
PA2128	PA2128	2.2459110410701103e-05	5373.0	1.7480000000000002	0.26648137043116504	2170.0	-0.10078000000000024	0.37891091411218714	25	4.879194372988205	cupA1
PA0472	PA0472	1.99665198052371e-05	5372.0	1.742	0.0201239411944255	5446.0	0.9599600000000004	0.5322099546544891	25	1.469420091000929	fiuI
PA2913	PA2913	0.000120802110055267	5371.0	1.7375	0.141559514188065	2267.0	-0.1352999999999999	0.4338194709015873	25	4.317003098334533	
PA0660	PA0660	2.47504929640654e-05	5369.5	1.7369999999999999	0.046399532160181	5082.0	0.39809999999999995	0.21799885320799253	25	6.141775428160425	
PA1706	PA1706	9.73777375923933e-05	5369.5	1.7369999999999999	0.0193394913993389	5266.0	0.67762	0.6395298611740762	25	1.6564981001123935	pcrV
PA2427	PA2427	0.000805663620279768	5368.0	1.733	0.0116076315463462	5497.5	1.2511000000000005	0.7043456626543532	25	0.684181113835416	
PA2408	PA2408	4.49938118177335e-05	5367.0	1.732	0.0299835049238118	5268.0	0.6077799999999998	0.45378767244898455	25	2.4774141481914906	fpvD
