	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
BPIFB2	BPIFB2	2.3124589394098602e-11	17556.0	7.21504500993132	0.00172877734358123	17144.0	3.1594260957938305	2.9935946166504297	20	1.3547655689852127
ISX	ISX	1.69840160148138e-08	17555.0	7.211308771230611	7.50393672627485e-05	17105.0	2.4320154657077233	1.7880693726422543	21	2.6728791279839785
HOXB9	HOXB9	7.79134708857693e-14	17554.0	7.1977976361553	0.00107295226585298	11348.0	1.7217096157626859	1.8877095048937063	23	2.900916696237626
ANKS4B	ANKS4B	7.87548751079045e-11	17553.0	7.04236123235842	0.0014090850630705698	14317.0	1.8033180450268633	1.5739477692195034	23	3.328600408341071
KRTAP4.1	KRTAP4.1	2.5679714710150498e-09	17552.0	7.019498183897659	0.0526937365712906	13908.0	1.944132011668325	1.8194536387477362	21	2.7895001357234497
CDX2	CDX2	1.5151844046821499e-09	17551.0	6.99884607785986	0.00139924949230683	14727.0	2.243008521637388	2.182603029085829	23	2.178975055401819
COL11A1	COL11A1	2.4641937123108398e-20	17550.0	6.96677736228687	0.0068191948423235536	15852.0	2.209805912799223	2.124134367514555	24	2.2394870692920286
ZIC4	ZIC4	2.66270763296004e-08	17549.0	6.95783553501432	1.8634767826303129e-06	15761.0	1.9610609825050045	1.3466973755483744	24	3.7103915424760014
TFAP2D	TFAP2D	2.8618364652831896e-05	17548.0	6.899854195126059	0.00012070115289901839	16742.0	2.588805421237381	1.7843231793117296	17	2.416069478821424
SERPINA4	SERPINA4	1.7170281962490303e-09	17547.0	6.889232414998999	0.045204409229077494	15200.0	2.2539133652621466	2.287243188785328	22	2.026596503801812
ITLN1	ITLN1	6.6697524322413095e-22	17546.0	6.87233769110184	9.70335903844575e-10	15802.0	2.585530109387928	2.725584866101179	22	1.5728028266630307
UGT2B15	UGT2B15	1.6764316734108997e-12	17545.0	6.8475336342618	0.0005350380087710305	17054.0	2.8821165519833167	2.3824333033276512	22	1.664439913906428
CEACAM7	CEACAM7	1.00341145804338e-15	17544.0	6.79978344687214	2.1703907476590086e-06	16158.0	2.7940567975971193	2.4777330194603002	21	1.6166901832496658
HOXC10	HOXC10	8.253169453131401e-14	17543.0	6.74014999495701	0.001122163303942405	15083.0	2.491068650142653	2.637648574685455	24	1.610935355677952
LY6D	LY6D	2.51634465402426e-23	17542.0	6.73655625682595	0.00264982204157338	14627.0	1.9914585199448647	1.8936850723012073	23	2.505748081498493
TRPM8	TRPM8	2.7455769032366297e-09	17541.0	6.732551116871161	0.000968227621115902	16130.0	2.0419639472415376	1.800728454771598	23	2.604827594743912
DMRTA2	DMRTA2	2.02201311305362e-17	17540.0	6.71489440410562	0.0289194035198204	12919.0	1.5954764113933906	1.731285788769906	23	2.9570034167204833
FUT9	FUT9	1.1743285500244e-10	17539.0	6.71446437088009	0.0017054087226129	14345.0	2.5582852816625894	2.655591752907392	23	1.565067026837705
GLB1L3	GLB1L3	2.58540786020216e-24	17538.0	6.662838955854981	0.0007046502864668056	12026.0	1.2753980764120403	1.2927601988175512	24	4.167393832491649
CALML5	CALML5	4.76259336771739e-06	17537.0	6.5119108227849605	0.03250637435771715	16451.0	2.4073429525824053	2.2427637964318055	22	1.8301382770369508
CLDN10.AS1	CLDN10.AS1	5.43726153693341e-06	17536.0	6.365803473513969	0.0008457778337121481	15354.0	2.066959869524697	1.6545509596276973	22	2.598193533402312
KRT75	KRT75	1.41143324940133e-09	17535.0	6.34582118603895	0.001783330691252399	14445.0	1.8150930319266327	1.8095412938701514	23	2.5037992608735857
SLC28A2	SLC28A2	8.441971708233369e-14	17534.0	6.34141065957832	2.44959337827429e-06	15589.0	1.8783284545914603	1.6993961796366683	23	2.626275296170825
SLC6A4	SLC6A4	5.65472804103793e-16	17533.0	6.31916240717883	3.5037366768876095e-13	16199.0	2.4951031306618376	2.2071500326719664	24	1.7325778582834273
GCNT3	GCNT3	1.66008386871311e-24	17532.0	6.29151081187117	0.00026871701332574846	15193.0	2.023720858374593	1.8229535318374153	24	2.3411402863324384
SPINK1	SPINK1	2.27352385577159e-10	17531.0	6.248112985238611	0.000281176058647602	17599.0	3.339621769925162	2.5260322693378456	23	1.1514069913587675
IBSP	IBSP	3.22584789599794e-16	17530.0	6.216177019039071	0.009448167012285597	15677.0	2.175727440713102	1.91459566081694	22	2.11034092524891
TINAG	TINAG	0.000300812272189783	17529.0	6.18751444995072	0.00589327334156317	12795.0	1.5639226493970226	1.5577400807033286	22	2.968140743009013
HABP2	HABP2	2.1249175675711998e-30	17528.0	6.168514674000901	0.000778387922967142	16995.0	2.484419102686035	1.973905499004733	23	1.8663991630665355
ZPLD1	ZPLD1	5.400450261507629e-13	17527.0	6.15775179474594	4.319086084461605e-05	15116.0	2.0078668368931187	1.6864432746525013	22	2.4607320152573307
PADI1	PADI1	1.2714100989146599e-23	17526.0	6.15295986334653	0.002133171915127545	14226.0	2.3345220993762426	2.4036841007408443	24	1.588577202301001
LINC00491	LINC00491	8.272093812463801e-11	17525.0	5.988876371660861	0.00023414330928824904	12290.0	1.6324373037704063	1.5887710349349242	23	2.7420181839284936
UNC93A	UNC93A	3.1098761185626896e-07	17524.0	5.98385873867507	0.042316145395179	14782.0	1.361506051601894	1.1948674306207867	21	3.8685067218475098
SPRR1A	SPRR1A	0.00859651408840192	17523.0	5.97116550473258	3.1861878649682396e-05	16378.0	2.476305815783151	2.099652609997203	21	1.6644942464811288
ABCA12	ABCA12	1.53562805072742e-45	17522.0	5.96283264772038	0.0010774157144504061	14912.0	1.9971768772599903	1.877837063501186	24	2.111821013409178
B3GNT6	B3GNT6	1.6620940271851298e-12	17521.0	5.90051100106667	0.0012922984518613562	15938.0	1.9987540977364977	1.6310169678390987	24	2.392223367546894
MUC3A	MUC3A	3.28395859297881e-21	17520.0	5.89996322751567	0.000637271968462235	13485.0	1.8317024261759531	1.766190377626757	24	2.3034101266060962
KLK6	KLK6	4.41097645679813e-09	17519.0	5.87359356816768	0.0007727338304501774	15430.0	2.4969727757651703	2.473410661048442	24	1.365167881572569
SALL1	SALL1	9.61558657577731e-11	17518.0	5.8593928240474495	8.939597323804995e-05	12322.0	1.5419019779677694	1.601589039169826	24	2.6957544916251583
EEF1A2	EEF1A2	2.38779145180862e-15	17517.0	5.85931166434706	0.0637434805906918	11539.0	1.0507068706907219	1.0574872730590559	24	4.547198738142922
BBOX1.AS1	BBOX1.AS1	1.84410016311657e-12	17516.0	5.857697281904151	6.507458261662145e-06	13783.0	1.6481868096043566	1.3559932905068184	24	3.1043741158383167
TMPRSS11E	TMPRSS11E	1.08779349209385e-17	17515.0	5.85286105294105	0.0159541888038634	15814.0	2.5356554951231676	2.5644273165436418	24	1.2935463354402423
SLCO6A1	SLCO6A1	1.7349772770698e-09	17514.0	5.84134201005254	0.0476135510360181	13193.0	1.369192743810707	1.1936303366368393	22	3.746678623167802
NRAP	NRAP	5.1891644878440497e-20	17513.0	5.8149070691326905	1.0727907922130413e-06	17650.0	3.7749117374112013	2.558613868378289	22	0.7973048832938935
HOXA13	HOXA13	2.2104867642393103e-05	17512.0	5.79346928717455	0.0497920866427619	14968.0	1.9284963143019216	2.1404068970769705	23	1.8057187996127269
BARX1	BARX1	7.58974742852381e-10	17511.0	5.76268395514063	1.01254666643316e-06	14672.0	2.197875433247003	2.079177462621089	23	1.7145282622483295
MNX1.AS1	MNX1.AS1	1.7802032056564603e-14	17510.0	5.76109729202067	8.286902359727795e-06	13680.0	1.8053028019590978	1.4576681323697014	24	2.7137826520435198
GLYATL2	GLYATL2	4.04790945013586e-06	17509.0	5.73229336675934	1.046839230758821e-08	16348.0	2.312194750866079	1.6186601413695714	24	2.1129195242921512
C11orf86	C11orf86	1.2049652121712098e-06	17508.0	5.64998718838908	2.0576916203483602e-05	14040.0	1.9700436202416125	1.5565856512571516	24	2.3641124824550577
SYT12	SYT12	1.4262654013649403e-17	17507.0	5.6132444727223705	0.037562291926709096	10489.0	1.135774794305539	1.50744235729975	24	2.970242713915263
CA10	CA10	4.1504565241930604e-13	17506.0	5.60032148885584	2.68415608284663e-06	16600.0	2.764726667816285	2.163171832750698	22	1.3108504734151432
FCN3	FCN3	9.3312079199211e-28	17505.0	5.583513366133981	3.5564177433121504e-13	17458.0	3.558766043807563	2.809462364590872	23	0.7206885373676368
LINC01395	LINC01395	8.07482074536048e-06	17504.0	5.58215755990982	0.09249097601054845	13779.0	1.2963064635932628	1.1095104614555813	21	3.8628307214822413
COL10A1	COL10A1	7.79529166580247e-26	17503.0	5.54152272523242	0.0014385007941538335	13866.0	1.4069340567054047	1.3340391893458756	24	3.0993007563401074
CLEC4M	CLEC4M	1.32736083741405e-12	17502.0	5.51044367324738	2.7033299287956e-09	17399.0	3.1226285677334147	2.4327273869615875	24	0.9815383007202807
LY6G6E	LY6G6E	1.25156241271142e-06	17501.0	5.5092511558445	3.13425477740414e-06	15690.0	2.024155747382983	1.4889732818678447	23	2.340603052386295
MUC5AC	MUC5AC	1.28671910196984e-06	17500.0	5.4854807991336	0.048925217866293	15931.0	2.343463734716605	2.3470280876764553	24	1.338721543604352
PRAC2	PRAC2	6.671192165163211e-05	17499.0	5.47419926090577	0.01805168552439915	15791.0	2.4002279796646473	2.252651317889722	20	1.364601461765868
FAM83A	FAM83A	4.41486601986392e-18	17498.0	5.469167352010929	0.001176455812529095	11136.0	1.9581094101051733	2.3185714310902714	24	1.5143195050301888
UBE2U	UBE2U	4.031931787265429e-06	17497.0	5.45076229970039	0.01956917483786797	14225.0	1.7384517596627123	1.4360452277048033	21	2.585093051679838
SERTM1	SERTM1	2.5207530494158097e-40	17496.0	5.431274130004719	0.00211870945123069	15013.0	1.7726733790462281	1.7028297215863049	23	2.1485417505810553
PLAC1	PLAC1	2.18774026234648e-08	17495.0	5.4279315242768	8.082277533285619e-05	15588.0	2.011143825592233	1.5426768820308727	21	2.2148433923418245
CA4	CA4	1.03238579477092e-34	17494.0	5.4172804629053894	1.8366712309534007e-13	16801.0	2.7961385387124875	2.1641915480623086	24	1.2111413735719097
CEACAM5	CEACAM5	3.0932956640105597e-26	17493.0	5.3857627475314604	0.00020883953181490098	17296.0	3.1508279367453134	2.621613066196614	24	0.8525036892757587
SPP1	SPP1	2.0308804273908e-13	17492.0	5.35395364717067	0.0052606872762000455	13348.0	1.5673930045578022	1.8621949327912473	24	2.0333857513709295
PDX1	PDX1	3.11579585811709e-06	17491.0	5.34030049288836	0.00174822571374615	16416.0	2.310997752700822	2.0845900979751755	23	1.45318868353543
COL2A1	COL2A1	3.14583008017075e-13	17490.0	5.33404789832986	0.00365366429338906	16037.0	2.0766325655316304	1.7236822362710784	23	1.8898003728605728
IL1RAPL2	IL1RAPL2	4.10217596636648e-09	17489.0	5.31708365078307	0.00605844138368106	14776.0	1.467423458127443	1.0915816165511714	21	3.526681041788287
KRT24	KRT24	1.08942178077776e-05	17488.0	5.31584138197136	0.000217779309188528	17263.0	2.803028371687698	2.2615212161860314	19	1.1111162664754588
TMPRSS4	TMPRSS4	1.77329436481398e-25	17487.0	5.255496323393531	6.018102010255874e-09	16732.0	2.723846891007893	1.812713412430079	24	1.3966076573526154
EFNA2	EFNA2	1.34135111381663e-08	17486.0	5.25491284164339	0.0009489614725748769	13699.0	1.4752986836753739	1.1580618231282418	23	3.2637412636211804
MOGAT2	MOGAT2	4.284559793477379e-09	17485.0	5.25456776018253	0.0002988041281073615	14551.0	1.8525590274886132	1.4882959108421843	22	2.285841617859997
LINC01082	LINC01082	8.60113287237504e-11	17484.0	5.20641779598696	2.392623606517766e-10	15507.0	2.1806907858936686	1.8629469834976333	18	1.6241616304145003
IGF2BP1	IGF2BP1	3.20646593267029e-09	17483.0	5.18465077746681	7.130590897700051e-07	13659.0	1.557729504216434	1.5787227594755109	23	2.2973769469538303
CLDN6	CLDN6	2.2516920862350602e-08	17482.0	5.156667558203231	4.026920686163585e-06	17289.0	3.098819162864902	2.1984016277501803	24	0.9360657167290709
ATP10B	ATP10B	4.02812479898161e-30	17481.0	5.1387332425336	1.4987371170898823e-05	16307.0	1.9183649241021177	1.4431090708969494	24	2.2315488020804244
SOSTDC1	SOSTDC1	2.65453117560491e-12	17480.0	5.11101746076986	0.08151392124474378	11028.0	1.1358235431124555	1.3816035355057885	24	2.877232010123753
CRABP1	CRABP1	0.000637207781773459	17479.0	5.11092253877319	0.000407314232859581	13514.0	1.8573939525469527	1.6690154032235407	23	1.949370017761588
TAS2R38	TAS2R38	9.74254597908979e-05	17478.0	5.10441537004737	0.219628635530871	9705.0	1.0716946806794991	1.0565559547265886	20	3.816854820918067
CSF3	CSF3	2.08023228562828e-25	17477.0	5.09552801879497	5.691068490635072e-09	17167.0	3.1523397173726946	2.701040460450988	23	0.7194221374595124
SCGB3A1	SCGB3A1	1.8358284415474898e-09	17476.0	5.08555078144705	0.0261917857710812	16783.0	2.707085619736482	2.5591755993543734	21	0.9293872457640675
LINC00461	LINC00461	2.70563878600307e-09	17475.0	5.0829150800326	0.0044683810735774735	16724.0	2.261651239084783	1.676720525478329	20	1.682608280913706
TMEM100	TMEM100	2.3666882314424798e-26	17474.0	5.06488296257734	6.208670776062385e-16	17064.0	2.873581575289702	2.141578915097287	24	1.0232176698415492
KIF1A	KIF1A	1.398047752287e-09	17473.0	5.058121256977111	0.00448352521637883	14685.0	1.5956553011260872	1.4547463758545938	24	2.3801165710531436
SLCO1B1	SLCO1B1	0.0156684175793039	17472.0	5.05292594000914	0.0015646287973091	17073.0	2.165089751637953	1.1394031919195322	20	2.5345164985066444
OFCC1	OFCC1	0.00307038290327697	17471.0	5.0400136262424	0.00854529165426552	13540.0	1.5815426713688001	1.439630846750614	21	2.4023317940704754
TM4SF4	TM4SF4	3.80551900569806e-08	17470.0	5.03255225052351	0.00857070027741233	17060.0	3.247848674891475	3.0026213434459557	23	0.5943818322372351
MNX1	MNX1	4.86083351831012e-44	17469.0	5.00258266054578	0.021544790425107853	10839.0	0.9768244301914013	1.1348385834067136	24	3.5474280564812197
SSX5	SSX5	1.5155108390330499e-05	17468.0	4.94499015979728	0.000692087671731421	14633.0	1.9201077764332164	1.8936492179367836	19	1.5973826380895453
IL36RN	IL36RN	2.90332574069141e-05	17467.0	4.911550522429191	0.0008741156473051559	15683.0	1.898825397877733	1.4242444383238393	24	2.1153146492866526
TFF2	TFF2	0.0210355372354175	17466.0	4.90557335672013	1.5944095384502802e-05	17455.0	3.3153437933554684	2.9042585354104244	20	0.5475509648936725
LGALS4	LGALS4	1.13163586994114e-08	17465.0	4.90325654381453	0.0196514642538692	15498.0	2.2844995877697616	2.016521764411817	23	1.2986504793855338
MMP11	MMP11	5.52381486773804e-16	17464.0	4.90271474402622	8.636947328773784e-05	12518.0	1.4569447362104144	1.5051477306892862	24	2.289323458128463
CD300LG	CD300LG	9.78063571961014e-45	17463.0	4.88793803493852	5.7035993861717425e-08	17507.0	3.3348092573529247	2.2842706314590044	24	0.6799232788776801
XDH	XDH	7.664476740224219e-48	17462.0	4.88389028137989	0.01385658121500875	15614.0	2.5005862502937632	2.5259397674628445	24	0.9435316161477648
FENDRR	FENDRR	7.58319557614364e-31	17461.0	4.8779400811681795	0.00013310932344949664	16185.0	2.3254014251736264	2.255792679051572	23	1.131548426279912
SLC10A2	SLC10A2	1.91176241450937e-05	17460.0	4.86526314392803	3.9383851368237196e-07	16786.0	2.7797897191627023	1.9573205358439014	19	1.065473634274303
ZIC1	ZIC1	1.84099136556001e-05	17459.0	4.84288502486762	6.09304175315369e-06	16873.0	2.459175674448788	1.6494661073779786	23	1.445139939375911
GABRA3	GABRA3	6.47329384363085e-06	17458.0	4.83668887779647	4.699100967791849e-08	15468.0	2.2967332188605574	1.9968164136720432	23	1.272002594502448
AOC1	AOC1	1.0245000164984699e-19	17457.0	4.83032851168705	0.00292277207151189	15089.0	2.016826188077747	1.6346275803094048	23	1.7211885798946074
NR2E1	NR2E1	0.0014201610807677801	17456.0	4.81113736755676	4.35241573517468e-05	16564.0	2.1024213072062317	1.4516912146745276	23	1.8659037355666772
ANKRD1	ANKRD1	1.59307516689656e-22	17455.0	4.79902701464624	5.301710883637155e-06	16641.0	2.3046355567944583	1.6795096592808951	24	1.4851903018645274
SLC44A5	SLC44A5	1.49086056162603e-19	17454.0	4.79295449011564	2.0826494185574156e-05	11564.0	1.1690474464985599	1.048841886259399	24	3.4551509537261342
HOXA11.AS	HOXA11.AS	6.78412075763454e-06	17453.0	4.785359877262	0.000163990920114298	16977.0	2.4637066849636127	2.311417067603233	23	1.0044285061482947
LCT	LCT	2.3837542157349e-09	17452.0	4.7834971748121795	2.7515453745134185e-05	16018.0	2.0257534490236715	1.5125911682187994	23	1.823191741252845
VSX1	VSX1	2.14116112421483e-09	17451.0	4.778266616246361	1.3905175118508898e-05	15407.0	1.8701184382031963	1.23477755458959	23	2.3552000659825425
MAP7D2	MAP7D2	1.3140172722791802e-21	17450.0	4.767824256990849	0.007936648268229755	10170.0	1.129125407527034	1.5277586499964129	24	2.381723611561524
DMRTC2	DMRTC2	1.19711580332185e-05	17449.0	4.760853608120129	0.024295044085904254	13957.0	1.5167355578477852	1.4835946299567033	23	2.186660685316055
IL37	IL37	1.4471759567265197e-09	17448.0	4.74014219500385	0.0120738669833972	13328.0	1.2909351465002843	1.1512444234447834	22	2.9960684093328847
COMP	COMP	5.512780831241e-12	17447.0	4.7256154368068	6.58885311236923e-13	16423.0	2.575569606541292	2.0279342581681075	23	1.060214758740605
AKR1B10	AKR1B10	1.60204274610378e-08	17446.0	4.72162924803488	5.50948237832126e-06	17072.0	2.852420369537665	2.2301074358683097	24	0.838169878470193
LGSN	LGSN	7.05247471682672e-26	17445.0	4.67371396761792	0.0024109714692182854	15285.0	1.8571507987055853	1.4642222645197156	24	1.9235899065065818
KCNK2	KCNK2	1.48640164310308e-16	17444.0	4.66560442799642	0.03138110681677	12980.0	1.4216569818017868	1.5212178697597523	24	2.1324673544013475
FOXD3.AS1	FOXD3.AS1	5.17681351954563e-07	17443.0	4.65199992540895	0.0001067883735191409	14791.0	2.0385042657741885	1.6489037476295394	24	1.5849898233246893
CASP14	CASP14	0.00608574372164009	17442.0	4.65033265912483	0.0436694896427758	14741.0	2.475217804796896	2.650661173231583	21	0.8205933207510331
GRIN2A	GRIN2A	6.86425093238074e-07	17441.0	4.65016106590479	0.00417763658861635	11528.0	1.149108419777454	1.1711560096939795	24	2.9893990357801723
PLPP4	PLPP4	2.9990463872820397e-15	17440.0	4.63830227649578	6.17220619115117e-05	13550.0	1.5550927142728919	1.478085223674258	24	2.0859484370993004
TCN1	TCN1	1.02752930292966e-06	17439.0	4.62769146177595	0.00192718014606352	16184.0	2.727211734737932	2.738997373719476	23	0.6938596383015965
ADAM2	ADAM2	0.0200675275305542	17438.0	4.61778371343057	0.1292263934204449	12239.0	1.62562836061426	1.8441795194375732	21	1.6224859463404298
IL6	IL6	2.64151309152581e-34	17437.0	4.61430901223395	5.54202722955958e-08	16499.0	2.462446260515469	1.7549774595968757	25	1.2261483701407603
LINC01561	LINC01561	1.0919632819982598e-05	17436.0	4.59229811731226	9.084488423661801e-05	16827.0	2.0289387726067707	1.0169715585929013	20	2.520581153962846
SMPX	SMPX	1.02884034161112e-05	17435.0	4.570647098188981	5.890128137821178e-17	17584.0	3.251005834062536	2.165799643503905	19	0.6093090226903369
LINC01096	LINC01096	0.000889224335136581	17434.0	4.56023497508306	0.09017855438949705	11400.0	0.9983996861071633	1.0320466938396449	21	3.4512346294375322
NXPH1	NXPH1	0.000248423668840246	17433.0	4.55633354507028	0.046511398093462795	15945.0	1.8777950069294025	1.647252610653497	20	1.626064224040446
TFF1	TFF1	3.12215683843483e-06	17432.0	4.53775139223083	0.045292086804215176	16833.0	2.931468815213398	3.087759238602597	24	0.5202097873875604
LINC00858	LINC00858	2.12530404983998e-11	17431.0	4.53647744761342	0.002133522342440205	13886.0	1.6976483981997674	1.4608235424620306	22	1.9433072968068206
DMBX1	DMBX1	1.72154783794111e-11	17430.0	4.53308805467159	5.056389720246055e-06	13352.0	1.6944107341910606	1.601678724412504	24	1.7723138087644619
IL36G	IL36G	3.6790547697186105e-05	17429.0	4.52048700148471	0.00022070473020296602	17138.0	2.4295634282486573	1.6382488631103669	21	1.276316205870115
PNPLA5	PNPLA5	0.0124570979130936	17428.0	4.51931496315776	0.000440483317886537	15671.0	1.8682352985315445	1.1246198696613239	23	2.3573117780895876
CST1	CST1	9.039728637775819e-07	17427.0	4.51713767415993	0.07049700841390061	14703.0	2.4544904321596857	2.9194713172749105	23	0.7065139601801458
DLK1	DLK1	1.02954262588973e-08	17426.0	4.5058894166551795	7.395775196249235e-05	16136.0	2.5473656540661893	1.9270172882609915	24	1.016349865940451
PITX1	PITX1	5.7724423475637295e-31	17425.0	4.50443886870868	0.0123144558918026	7292.0	1.516775971193817	1.8762737247060801	24	1.592338504864413
ONECUT1	ONECUT1	7.4373419764745194e-06	17424.0	4.50203533604416	0.00124459708412996	16394.0	2.1026745800088373	1.5905095401135625	23	1.5085484843203192
PIWIL1	PIWIL1	5.9922062365352696e-05	17423.0	4.48323240463055	0.00799141513912553	14896.0	1.8706709918171207	1.4227713472438657	22	1.836248261447193
WFDC3	WFDC3	6.23892784504392e-20	17422.0	4.48313157532695	0.00851688574694673	14397.0	2.1490645461653517	2.444375055770898	24	0.9548727081186354
CFC1	CFC1	2.5611774543542e-08	17421.0	4.47862571764257	0.00948942006964668	15167.0	2.257266781387357	2.1619382924640624	21	1.0274848935320102
SYT4	SYT4	2.09081515825471e-10	17420.0	4.46566090590645	2.84726185095165e-05	14999.0	2.117252578837445	2.1371983521317266	22	1.0988256306330244
AGER	AGER	8.335045371017858e-33	17419.0	4.45300763721454	8.414275443764215e-20	16341.0	2.080985335114113	1.1964143137287688	25	1.9826094312661096
PPP1R14D	PPP1R14D	1.72447823919932e-10	17418.0	4.44626625159162	0.0167789130710753	14669.0	1.591834423489269	1.4035961207893684	23	2.033656110774264
KISS1R	KISS1R	7.73471490699726e-12	17417.0	4.44160350069609	0.0013624743916865099	12234.0	1.3266879192734637	1.3255816355015462	24	2.349848170794904
B3GNT3	B3GNT3	1.10109179984229e-27	17416.0	4.43860742942192	1.0477736677555375e-06	15409.0	2.1795792477856133	1.723819694040642	24	1.3104782300874713
ATP6V0A4	ATP6V0A4	2.42683534666887e-09	17415.0	4.42131843232814	0.00540139093788101	13983.0	1.3360158025312332	1.118031897739681	24	2.7595837256830023
BPIFB6	BPIFB6	0.146554754427695	17414.0	4.4209059100943096	0.05259278959296295	14584.0	1.6289164249232744	1.0589139405391528	18	2.6366538188641426
SSTR5	SSTR5	0.000763448525054425	17413.0	4.41983365919524	0.182733953191973	11874.0	1.422852380089163	1.3855977209735026	23	2.162951940336938
CHRNA2	CHRNA2	2.2677113359071498e-14	17412.0	4.39355451454344	0.00271884927378579	15352.0	1.8960492728717806	1.4427560832326527	23	1.7310654730186446
MMP13	MMP13	1.42499712171529e-06	17411.0	4.38825379303136	3.5902340246941745e-06	15486.0	2.1766619144432444	1.7078751084154755	24	1.2949377080856788
FABP7	FABP7	6.14556521203624e-06	17410.0	4.37864815916293	0.00405364166038352	15488.0	2.1580009772141597	1.9949422263685	22	1.113138592485023
HOXA10	HOXA10	2.0030312457790202e-12	17409.0	4.37579141774141	4.68559963316427e-05	12672.0	2.0124896835601036	2.0043135837498482	24	1.179107777017522
CACNA1S	CACNA1S	1.2897500334785099e-15	17408.0	4.37372529989881	4.93771625998317e-09	17543.0	3.267449207840579	2.1118194879515966	22	0.5238497411212388
MUC5B	MUC5B	3.09181652225673e-05	17407.0	4.37313069870554	0.007956378902994759	15611.0	2.22915084824439	2.0814209010078577	25	1.0300558860646591
UPK3A	UPK3A	7.14776131646483e-12	17406.0	4.3704462686397205	0.00795766395684427	14665.0	1.3650347916731145	1.1086063757995501	24	2.710981591458953
HOXA11	HOXA11	5.91685292249099e-05	17405.0	4.36890255778795	0.00314235641143247	12719.0	2.135044386826098	2.317716180691008	23	0.9638186890924004
LINC00163	LINC00163	3.27832920867775e-28	17404.0	4.36753009227388	1.86132431146455e-06	15239.0	1.7680866531969668	1.4386117620521586	24	1.8069110149418246
PRSS3	PRSS3	2.7965419108758104e-07	17403.0	4.36659362308273	0.007171963449101741	14296.0	1.4567006793964763	1.2073489022351442	23	2.410150817463965
HOXA10.AS	HOXA10.AS	6.58347549982383e-09	17402.0	4.36599824549496	3.58427015213188e-08	17614.0	3.8118120135133835	1.9180182095448015	17	0.2889368981085429
FAM71A	FAM71A	6.6872180287159e-11	17401.0	4.36337904175192	7.576882266807609e-05	15840.5	2.0070465219873106	1.733837812689929	23	1.3590270684597214
ERN2	ERN2	3.6771439599603994e-13	17400.0	4.3620771023930605	5.97130006015459e-06	15808.0	2.030773947694643	1.6388899308604425	24	1.4224891561048563
MYEOV	MYEOV	7.68878276557522e-09	17399.0	4.35763204569854	0.001255409364911269	15316.0	1.8669966291282225	1.8266061390338475	24	1.3635317233126658
MYO3B	MYO3B	2.0322792162606696e-21	17398.0	4.35602886577244	2.655952904138965e-08	13887.0	1.5112768547322617	1.3331029976325872	24	2.1339326489341617
MYOC	MYOC	5.937383943543109e-47	17397.0	4.35494829218577	2.05058872206699e-09	17496.0	3.739245104343776	2.75746271582612	22	0.22328613341106687
HTR3A	HTR3A	1.1167337068424301e-13	17396.0	4.3514949568424	2.796892212012601e-06	16686.0	2.759111172074855	2.210546800061878	24	0.7203574177768913
