	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
GKN1	GKN1	2.64979501905998e-14	33206.0	7.1162257964445494	0.1037671920690472	17446.0	1.855518997625869	1.0482129922488963	16	5.018738403091206
ZNF280A	ZNF280A	4.58048100495797e-09	33204.0	7.08976463376239	0.41667841972039	17304.0	1.4875464168311041	0.995717824836448	24	5.626311066442423
MMD2	MMD2	2.59139479648015e-06	33203.0	7.086902771687959	0.34855751202275104	17263.0	1.6156477238102476	1.0871947623288478	24	5.0324516245441595
GABRA2	GABRA2	2.1441924871573898e-07	33201.0	7.00090784922827	0.617490358830263	11402.0	0.5850735553369835	0.6034326346026988	25	10.632229558011035
NUDT10	NUDT10	7.42825362814231e-18	33200.0	6.982486457395999	0.726034778052068	13748.0	0.7367441756295763	0.6482092611072251	25	9.635379585749652
ECEL1	ECEL1	3.31443620360968e-06	33199.0	6.98125684942173	0.56678802559115	15983.0	1.226251668612402	0.9622710539851499	23	5.9806487548134655
COL22A1	COL22A1	5.44667992160567e-41	33197.0	6.84708044100165	0.814033590663429	12964.0	0.5875808802672341	0.46540781872189607	25	13.449493774995588
LRRC4C	LRRC4C	0.000179740340686727	33196.0	6.83559156661929	0.47023978168694847	14911.0	0.8549624077586472	0.6431060369674994	25	9.299600400365836
LDOC1	LDOC1	1.5817085824420998e-80	33195.0	6.835553871332119	0.779614918387944	4889.0	0.2561771999043732	0.20288047778567925	25	32.42981652664545
ESM1	ESM1	2.0222927710901796e-59	33194.0	6.83157954462296	0.512883625450163	15387.0	1.2300935743310615	1.177562112367668	25	4.756849690951127
AQP4	AQP4	1.5067586764384698e-05	33193.0	6.81797683090065	0.6162505794242149	16775.0	1.4446630022810063	1.1610923858148359	25	4.627809030759201
RPRM	RPRM	1.5991857666436e-05	33191.0	6.7993667116843	0.426913949407999	15775.0	0.8513821027903564	0.5244985791783303	25	11.34032549375433
ATP2B2	ATP2B2	3.02966830937861e-10	33190.0	6.794422339641041	0.429894608655835	16019.0	1.2395916254276753	0.9455939262834333	25	5.874435695717819
CPNE4	CPNE4	5.4507436037765195e-08	33188.0	6.784958412260161	0.6714042953766304	12130.0	0.5195850511226048	0.30376665208727804	25	20.62561284488
CHRNA4	CHRNA4	0.000537535618577526	33184.0	6.75831895499967	0.347508575772021	16655.0	1.1927113470635624	0.8223877073578537	25	6.76762013602702
PDE1C	PDE1C	1.0597540256432902e-05	33183.0	6.74764357056402	0.547197931061435	8349.0	0.4226796864140244	0.4400847289469929	25	14.37215033405947
TSPAN18	TSPAN18	6.39614149318358e-12	33181.0	6.72350411391674	0.685596820717032	8687.0	0.44996015471157663	0.45908669553066705	25	13.665270678239661
AIM2	AIM2	3.27078535541776e-08	33180.0	6.72041794856411	0.422504003493826	13974.0	0.7718962111153528	0.6291812753592757	25	9.454384563577527
CCDC85A	CCDC85A	9.47481100611252e-07	33179.0	6.69318229273467	0.3536646929916505	15066.0	0.7474446905582671	0.5896535544871705	25	10.083442314440873
EFS	EFS	9.973077296594189e-06	33177.0	6.678322083575869	0.7772265994558949	8694.0	0.4534350248113291	0.4140021601122687	25	15.03588062699113
CDSN	CDSN	0.22252549676397	33175.0	6.67465397750507	0.425395392552201	17384.0	1.7752159548597617	1.5077284668946105	23	3.249549325507148
FAM13C	FAM13C	4.20063683474515e-06	33174.0	6.6394235901100895	0.436375676707955	9718.0	0.5161216055063373	0.4547151603285709	25	13.466236709985958
TBC1D9	TBC1D9	2.07325915628993e-05	33172.0	6.63616503937296	0.575121941422232	11170.0	0.4807697940740709	0.28564972422216645	25	21.548752627226342
ZNF711	ZNF711	5.98728683200244e-11	33170.0	6.6142767529264805	0.449590842995417	10447.0	0.5224858633706995	0.6041627124239051	25	10.083030223953202
B3GAT1	B3GAT1	0.00034678534661010803	33169.0	6.59506817974963	0.2874849438113095	15945.0	1.0070560736814078	0.6802672395817264	25	8.214436593336618
GKN2	GKN2	0.00103805767163982	33168.0	6.58141347887844	0.03809405454114205	17430.0	2.082774943609445	1.2287959252610527	19	3.661013552200116
BICC1	BICC1	1.5785984565786e-17	33166.0	6.57524477911321	0.11369584505861689	17538.0	2.25321198159759	1.6501619830414667	25	2.619156690029631
KRT14	KRT14	1.2892459804126302e-07	33165.0	6.550515093490599	0.23691976530398	17563.0	2.315907468621029	1.7018042229807055	23	2.4883048047986778
GLB1L2	GLB1L2	2.9166613488308897e-15	33162.0	6.519270350042841	0.765300831086269	4516.0	0.2360357819558675	0.20392235415149623	25	30.81189698025498
HRH2	HRH2	5.46886421569684e-08	33161.0	6.518557456615761	0.651747817687777	12188.0	0.5836713821039338	0.4468065664873928	25	13.28289805848072
ARPP21	ARPP21	7.45672477462718e-05	33160.0	6.45325559145883	0.48871360466635955	16588.0	1.2159473691411848	1.0622637581802925	25	4.9303275029258256
SLFN11	SLFN11	1.7090817812416394e-88	33159.0	6.4390798243177	0.75353337674662	6152.0	0.5191428092279513	0.838875060299136	25	7.056994891442771
CADM1	CADM1	7.44216081810399e-18	33158.0	6.429691610981799	0.579824346003235	8588.0	0.4206984276138139	0.3100465916169748	25	19.380936110374577
ANO4	ANO4	8.11414748511334e-05	33157.0	6.429488023379969	0.7266827870316446	12536.0	0.6081536218443776	0.5414172473812957	25	10.752029843326895
SH3GL2	SH3GL2	1.0885837062122501e-10	33156.0	6.429248326303361	0.8325542671729459	10735.0	0.7018601631580766	0.7178597640214247	25	7.978422040344845
CYP3A7	CYP3A7	5.1562882799757e-05	33155.0	6.413994647822009	0.2732259580299855	16664.0	1.4665886579541472	1.364572762211033	24	3.6256080488163365
GPR15	GPR15	5.30579506501261e-05	33152.0	6.348529447891231	0.6564011448945285	13845.0	0.8481132988786608	0.814404417877981	23	6.7539124644540856
AMOT	AMOT	8.96284235021003e-25	33150.0	6.33480272045754	0.5228956238478399	9313.0	0.4108735084506992	0.2308098901161133	25	25.665837841812998
PAH	PAH	0.00026007621868056	33149.0	6.3299659920134905	0.29414153402373	17225.0	1.596305319464075	1.4208370647684525	24	3.331599934944574
MYH8	MYH8	7.204146737858779e-05	33147.0	6.30827838289859	0.587225871717624	17108.0	2.307750537149499	3.8055631754879156	23	1.0512314896036847
RRM1	RRM1	2.0142335792892195e-83	33144.0	6.29188098375135	0.24171679803190854	14038.0	0.6024278064325735	0.26893181742631883	25	21.155745838357547
CA10	CA10	0.000271885712482715	33143.0	6.27967156218065	0.599494236120047	15126.0	0.9883109004527352	0.8875366916288768	25	5.961850041395805
ICAM1	ICAM1	7.68835124576505e-10	33142.0	6.27256167227069	0.703642459162916	9219.0	0.4929508799040846	0.5366383168350035	25	10.770030038953822
TLL1	TLL1	0.000217130673989186	33141.0	6.25456389165883	0.716426775176713	8156.0	0.45223855034046534	0.5460961859119859	25	10.625097722717886
KCNC1	KCNC1	3.01196393990711e-05	33138.0	6.21041851354612	0.373679293359278	14822.0	0.9654168085948727	0.6459708574581485	25	8.119563977839455
AMPH	AMPH	1.5642401904151998e-25	33136.0	6.20632907843254	0.536682134852743	12320.0	0.6546217944285295	0.5210567599467212	25	10.654707338547302
EGLN3	EGLN3	1.13973920000757e-20	33135.0	6.20314377396088	0.541064705776252	8228.0	0.3725161763753351	0.23537545290939277	25	24.77160436874457
MYRIP	MYRIP	1.25075036852839e-13	33134.0	6.197825907502151	0.2944160737969985	14206.0	0.6510168453872553	0.40699694503398776	25	13.628625791409045
OLFM1	OLFM1	9.31584055266944e-08	33133.0	6.173667709206129	0.7924594591872807	12208.0	0.6192546984886796	0.5186551938963877	25	10.709259400238572
BEX1	BEX1	1.59674693877852e-26	33132.0	6.173454145877071	0.7341971148301805	15061.0	0.9638462842812687	0.858707235698787	25	6.066803265441683
SEMA6D	SEMA6D	0.000166232755831613	33130.0	6.15191666664025	0.49945138827529995	12345.0	0.6103619612540495	0.5847479542813039	25	9.476826151871121
TRPV6	TRPV6	6.2136734092887e-10	33129.0	6.150268487088339	0.867470498448015	6132.0	0.36344627318603323	0.3348703443650488	25	17.280784373052683
HEPH	HEPH	0.000535652396052305	33127.0	6.109834595762651	0.5672305277277245	8414.0	0.569310918004364	0.6753109730706385	25	8.20440345070291
ELMO1	ELMO1	8.26295413809626e-10	33126.0	6.10724745754694	0.3860427015324461	12766.0	0.676958705198186	0.46708468319849067	25	11.625919127048569
GHR	GHR	3.56589121277621e-36	33124.0	6.080660755057959	0.661565048882104	8336.0	0.4273449604227731	0.4524581051455108	25	12.494672391418597
ACTC1	ACTC1	0.000349276969457277	33122.0	6.03591480175099	0.34445209674950594	17274.0	2.1929099449101197	1.9673043843194262	24	1.953436838484111
LINC00662	LINC00662	0.000409205536836397	33121.0	6.03506991004315	0.8255661662519429	4225.0	0.22742208774889675	0.22037881898106912	25	26.35302180647923
CRHR1	CRHR1	1.8070720803101997e-08	33119.0	6.00461503718159	0.7700005806815791	13521.0	0.8007097745971998	0.7415817480397289	25	7.017304938181407
LINC00326	LINC00326	4.4146552860777904e-07	33118.0	6.00458917571224	0.5420008491450495	13909.0	0.9452108491964921	1.0024760190566961	25	5.046882150135113
NEFL	NEFL	2.28776938956536e-16	33117.0	6.00066361538972	0.587520498100138	11824.0	0.6593743706303262	0.6548108100450987	25	8.156996132045414
PGM5	PGM5	4.51883748360589e-14	33114.0	5.96791744911808	0.281192701940513	11796.0	0.6430690184424332	0.6474717477244868	25	8.224062979411244
DMD	DMD	3.5351632166923487e-90	33113.0	5.967773060839041	0.6160454856322559	15149.0	1.261123839021268	1.1619090062294433	25	4.05078986098189
SUN3	SUN3	1.4608300198803e-05	33111.0	5.94998496406458	0.36146133943591297	15536.0	0.9008244823288005	0.5568060421285957	23	9.068077750078837
DIO3OS	DIO3OS	0.00207322250110723	33110.0	5.94488746718583	0.7665697592226779	10697.0	0.6604090387367532	0.921094690497807	25	5.7371717402833715
AADAC	AADAC	0.00399161900068144	33109.0	5.944831044712349	0.3097022647701789	17409.0	2.143207709463554	1.8014731907588315	24	2.1102858231531294
MAGEC1	MAGEC1	1.55695307946348e-08	33108.0	5.94369375236122	0.3710152520037675	16367.0	1.297093670130559	1.2881758690283887	23	3.607116228419475
LINC01215	LINC01215	7.73410743248409e-06	33106.0	5.93790824902091	0.6472549840939865	13465.0	0.791902255122476	0.7338874724623716	23	7.011982336518605
OPRK1	OPRK1	3.4858347980053696e-08	33105.0	5.904461615764401	0.7483068406640071	14101.0	0.8634393098777404	0.7864700706714194	25	6.409681046836373
FNDC1	FNDC1	0.00437193717275759	33104.0	5.89684034809497	0.42180382181112996	14403.0	0.7964058315763494	0.7136858097237729	25	7.14661052108169
PLXDC2	PLXDC2	0.0005478843595144799	33102.0	5.886926864126519	0.43779372086897606	9755.0	0.4476230128042499	0.2757190780274194	25	19.72770216060764
KCNH5	KCNH5	1.44575846489867e-17	33101.0	5.8759474286177005	0.515386007369008	13771.0	0.7997983141385128	0.9290710429165798	25	5.463682409629216
TSPAN8	TSPAN8	2.943276262454839e-136	33099.0	5.85917937189067	0.1326842295197235	17068.0	1.568355150178331	1.3077725207835103	25	3.281017266780945
CSMD2	CSMD2	1.38946623780057e-23	33098.0	5.84982180873452	0.1237680109072895	16372.0	1.053283114670305	0.5783671011116043	25	8.29324262193581
CYP3A4	CYP3A4	1.08129583983243e-12	33095.0	5.767521977030441	0.40538779655020296	16438.0	1.931106555929095	1.9638713750025019	21	1.9534962777775904
TAC1	TAC1	0.000166682926296086	33094.0	5.76656832322293	0.689302438171016	14693.0	0.7596425739208211	0.5225659939460443	24	9.581422839043523
FRMPD4	FRMPD4	0.00184139204723917	33092.0	5.76155315301874	0.340259850087341	15231.0	0.9253806439298199	0.7314093039309771	25	6.612128780830094
DIRAS2	DIRAS2	0.00131250312803104	33091.0	5.75455732283855	0.5313022951532975	14784.0	1.000517051217648	0.7193110056531916	25	6.609158255967257
FBXL7	FBXL7	0.0021044131460099197	33090.0	5.73670689436174	0.6886232085796409	7637.0	0.40938893886911926	0.43579299753023615	25	12.224423030393005
MORN5	MORN5	0.00330952724406206	33087.0	5.727409087087111	0.8542984383377346	12617.0	0.6365070914791662	0.5731260075973562	25	8.882692336629233
LINC01029	LINC01029	0.00133929685027556	33086.0	5.71865354868866	0.485123449609055	16812.0	1.2143702839021335	0.9073933843275079	22	4.963980719481181
NTRK2	NTRK2	8.6665874483443e-10	33085.0	5.71766176591366	0.8653003483839695	8476.0	0.5874628015739253	0.6858052449966874	25	7.480547869482269
TEKT3	TEKT3	0.00137609746869282	33083.0	5.68791601581815	0.8112482382375931	12360.0	0.6818111883052967	0.7736512471284385	25	6.47075131862582
PKHD1	PKHD1	0.00207322250110723	33080.0	5.6515652844869395	0.86533345525206	8743.0	0.6856099191555516	0.8990573088678431	25	5.523513703019524
PYCARD.AS1	PYCARD.AS1	0.00433266810618431	33079.0	5.645840331320831	0.442014678938199	13834.0	1.1436931102620438	1.323418902168764	25	3.401906390849379
SDR42E1	SDR42E1	1.7724399037321298e-26	33074.0	5.6248395496244505	0.4253196768284195	10857.0	0.8551062871601826	0.9671187229991096	24	4.931900447209788
MMEL1	MMEL1	0.00052562126003916	33071.0	5.6047439955830995	0.841221729403731	3940.0	0.2108248196424883	0.1491798233935817	25	36.15716290070818
GABRA3	GABRA3	1.52065751478439e-24	33070.0	5.58971919292649	0.7017933131456171	12323.0	0.7636776034435624	0.7939076252335658	25	6.078845241048186
COL5A3	COL5A3	0.00047012022836350403	33069.0	5.57908462301463	0.622647831716427	14959.0	0.6476554760092017	0.489415104035293	25	10.07616868859407
VIP	VIP	8.48939452719515e-07	33068.0	5.5683180887474295	0.768991128342998	15628.0	1.0649362392645054	0.9354182767781537	25	4.8142974766260185
PLPPR1	PLPPR1	0.000616945822172472	33066.0	5.56060691854663	0.663908409839996	11488.0	0.7973606537191334	0.873600306930201	25	5.452431995548819
HCN1	HCN1	0.00342299377985765	33064.0	5.5375053526896	0.8192496647639211	9230.0	0.6819721271964698	0.765709631288716	25	6.341219996568539
IGLON5	IGLON5	5.841681850122089e-60	33063.0	5.52360856202295	0.6301806107499645	15361.0	0.8518890772024268	0.4586482281802336	25	10.18584439616475
PPP2R2C	PPP2R2C	2.9302732215789693e-55	33061.0	5.50778678218763	0.6339139243382839	12256.0	0.6416606507456626	0.46612197001246125	25	10.43959831224406
LHFPL1	LHFPL1	0.00010450634354812	33059.0	5.494690222577031	0.7770862591664529	13610.0	0.584066533826189	0.5057042769850367	25	9.710465013322683
FPR3	FPR3	0.00666158813414998	33058.0	5.490515855822929	0.803299021752657	15540.0	0.8715160077372688	0.9507186087693278	24	4.858430039635803
MYH4	MYH4	0.004672042041995871	33056.0	5.460306579862809	0.520512588743085	15717.0	1.1580903114450318	1.4404553952803587	23	2.9867056505282683
HS6ST3	HS6ST3	0.00571605261588512	33055.0	5.4569093176453904	0.2976537688207725	14776.0	0.8652363281704234	0.7511767685402716	25	6.112639769727918
AQP5	AQP5	0.00450223005634015	33054.0	5.453466984567941	0.484395397555596	16006.0	1.1363426496186682	0.872126205118644	25	4.950114226142271
PGAM2	PGAM2	9.020694043324549e-41	33052.0	5.45026661280105	0.639721253530737	10646.0	0.4965484304277016	0.39159646275547877	25	12.650058551388286
ATP10A	ATP10A	0.00360248270172314	33051.0	5.4484821540051	0.444635016056743	10584.0	0.5451201051670314	0.6019698129669735	25	8.145528136486616
ASXL3	ASXL3	0.000719715470744307	33050.0	5.4482704065067695	0.417755075222878	14715.0	0.7472088630223002	0.5096362400085369	25	9.224347042913827
G0S2	G0S2	3.1715187489548e-37	33049.0	5.44395348641647	0.19845509964529398	16787.0	1.34234954313101	1.1032006097917058	25	3.717913049431581
PIK3CG	PIK3CG	4.41432378839051e-16	33048.0	5.44206525913831	0.48397567403842046	14671.0	0.7846908458672918	0.6709541913089692	25	6.941419360068255
PELI2	PELI2	5.351378466194551e-13	33047.0	5.43962284848943	0.5766193601582354	8219.0	0.3462542522874214	0.25611003091099416	25	19.887423300386487
DDX53	DDX53	0.0037321156942742295	33046.0	5.43097575057209	0.859338166952188	11495.0	0.6974543249287095	0.7413449965713539	23	6.385045353425789
GABRG1	GABRG1	0.00737601788510345	33045.0	5.420731892818919	0.5966873530086475	15064.0	0.9749151964835617	0.9282436349588221	25	4.789493327937097
NRG3	NRG3	0.00552381231280535	33042.0	5.404379564591809	0.366218867401546	15180.0	0.8295958128592251	0.8608927024736795	25	5.313999919603745
CDH11	CDH11	1.9096432592074297e-06	33040.0	5.3940498504328005	0.769123952891442	5885.0	0.37404073619703965	0.3872431605923907	25	12.963454555417663
ALK	ALK	0.00171960036859795	33036.0	5.36334245627452	0.6567334715409381	15459.0	1.1433242681024407	1.127912536752283	25	3.7414409811626177
CREB5	CREB5	7.65709674422022e-08	33035.0	5.36303402346233	0.7295565148892725	8939.0	0.38966458043445407	0.3251006478718709	25	15.297937655873227
TDRP	TDRP	0.0151727284563217	33033.0	5.35651085510119	0.8295768164956515	10563.0	0.3679512789006274	0.33425639110122035	25	14.924350615303311
CPQ	CPQ	1.7199366920853102e-05	33032.0	5.35375717645245	0.590734741153427	4175.0	0.24127198153989543	0.15711966517925335	25	32.538798940793725
KCNB1	KCNB1	4.02014292085651e-08	33031.0	5.34537649737758	0.611824513751352	14085.0	0.6574262581019177	0.5491665394549364	25	8.536481927556233
SAMD5	SAMD5	4.350899719431189e-54	33030.0	5.32007974343958	0.709773223274259	10168.0	0.6680534681057732	0.6799029318409512	25	6.842191815142884
PROM1	PROM1	0.009562062991746209	33028.0	5.30572160876273	0.7097504492934875	8382.0	0.6078928990195225	0.9716313431952537	25	4.834990907450747
TMEM108	TMEM108	1.5063985666074598e-78	33026.0	5.269216863045799	0.248818492304577	14328.0	0.7911188746197676	0.5525427503592819	25	8.104527632503045
CACNA1B	CACNA1B	0.0110627105471167	33024.0	5.25147068980326	0.353252052916452	14863.0	1.1004788757495918	1.0124394198207323	25	4.099990313285771
DNASE1L3	DNASE1L3	0.0140795845605063	33022.0	5.24192512972154	0.8036458956226259	11946.0	0.8609785624994202	1.043046372365168	24	4.200145538388739
HCN4	HCN4	2.24754695019416e-18	33019.0	5.21666469445955	0.571208510732816	14748.0	0.798975366258066	0.482402892585256	25	9.157675868248939
HS3ST3B1	HS3ST3B1	1.7026850448888302e-32	33018.0	5.21112464706004	0.629191535290015	5090.0	0.31925589842219126	0.2997324886704111	25	16.32078247619329
SOX17	SOX17	3.880401233925009e-56	33017.0	5.20450059282469	0.6349115687138055	13309.0	0.7459855657731829	0.7180752594890547	25	6.208980142588335
DCC	DCC	0.0104487406020804	33016.0	5.20317167685581	0.624697295681175	13187.0	0.8158804175557149	0.8829313683331146	25	4.969005991465518
ROBO2	ROBO2	0.0706301362663971	33015.0	5.19281209420198	0.6295799026780219	12770.0	0.6715952533655792	0.6429259196383106	25	7.032251621430805
SLC17A9	SLC17A9	2.8576246528393e-09	33012.0	5.1666504580551	0.602707239798931	11354.0	0.8390259297498998	1.0763470389134349	25	4.020659110721304
SSTR1	SSTR1	0.00892035782308764	33011.0	5.1605925787151	0.4953584084931345	12987.0	0.7534834156751319	0.5777106510003786	24	7.628575231231249
TREM1	TREM1	0.0102485036858766	33010.0	5.16041443315792	0.382509574188592	16814.0	1.3267219821065117	1.1986110496825106	25	3.198445777774934
